Entry	Protein names	Gene Names
P87305	Glutathione-specific gamma-glutamylcyclotransferase, Gamma-GCG, EC 4.3.2.7	SPBC31F10.03
P87308	Protein lsb5	lsb5 SPBC31F10.07
P87309	Mei4-dependent protein 2	mde2 SPBC31F10.08
P87311	MYND-type zinc finger protein C31F10.10c	SPBC31F10.10c
P87317	Uncharacterized protein C31F10.16	SPBC31F10.16
P87319	Intermembrane lipid transfer protein vps1301 (Vacuolar protein sorting-associated protein 13a)	vps1301 vps13a SPBC21C3.01c SPBC31F10.18c
Q03319	Probable ATP-dependent RNA helicase prh1, EC 3.6.4.13	prh1 SPAC2G11.11c
Q06975	H/ACA ribonucleoprotein complex subunit gar1 (snoRNP protein GAR1)	gar1 SPBC20F10.01 SPBC25H2.01c
Q09094	Meiotic recombination protein rec15	rec15 SPBC1711.14
Q09127	60S ribosomal protein L10-A (QM protein homolog) (SpQM)	rpl1001 rpl10 rpl10a SPBC18E5.04
Q09146	Brefeldin A resistance protein (Caffeine resistance protein 1)	hba1 caf1 SPBC365.13c
Q09150	Meiotic recombination protein rec14	rec14 SPBC32F12.02
Q09177	DNA-directed RNA polymerases I and III subunit RPAC2, RNA polymerases I and III subunit AC2 (AC19) (DNA-directed RNA polymerases I and III 14 kDa polypeptide)	rpc19 rpa17 SPAC1687.01 SPAPYUL23.01
Q09184	Curved DNA-binding protein (42 kDa protein)	cdb4 SPAC23H4.09
Q09190	Putative cytidine deaminase, CDA, EC 3.5.4.5 (Cytidine aminohydrolase)	pcd1 SPAC1556.04c
Q09195	Delta(14)-sterol reductase erg24, EC 1.3.1.70 (C-14 sterol reductase erg24) (Ergosterol biosynthetic protein 24) (Sterol C14-reductase erg24)	erg24 SPBC16G5.18
Q09670	Putative NADPH dehydrogenase C5H10.04, EC 1.6.99.1 (Old yellow enzyme homolog 1)	SPAC5H10.04
Q09671	Putative NADPH dehydrogenase C5H10.10, EC 1.6.99.1 (Old yellow enzyme homolog 2)	SPAC5H10.10
Q09673	Pantoate--beta-alanine ligase, EC 6.3.2.1 (Pantoate-activating enzyme) (Pantothenate synthetase)	pan6 SPAC5H10.08c
Q09679	Probable alpha-1,2-galactosyltransferase gmh1, EC 2.4.1.-	gmh1 SPAC5H10.11
Q09681	Probable alpha-1,2-galactosyltransferase gmh2, EC 2.4.1.-	gmh2 SPAC5H10.13c
Q09682	Probable proteasome subunit alpha type-3	SPAC13C5.01c SPAC31A2.17c
Q09689	Probable eukaryotic translation initiation factor 5, eIF-5	tif5 SPAC2F7.05c
Q09691	Putative peptide chain release factor 1, mitochondrial, MRF-1, MtRF-1	SPAC2F7.17
Q09692	Tryptophan--tRNA ligase, cytoplasmic, EC 6.1.1.2 (Tryptophanyl-tRNA synthetase, TrpRS)	wrs1 SPAC2F7.13c
Q09696	Mediator of RNA polymerase II transcription subunit 1 (Mediator complex subunit 1) (RNA polymerase II Mediator complex protein pmc2)	med1 pmc2 SPAC2F7.04
Q09698	Uncharacterized protein C2F7.07c	SPAC2F7.07c
Q09720	Probable proteasome subunit beta type-4	SPAC31A2.04c
Q09723	Multifunctional methyltransferase subunit trm112 (eRF1 methyltransferase subunit trm112, eRF1 MTase subunit trm112) (tRNA methyltransferase 112 homolog)	trm112 SPAC31A2.02
Q09726	ATPase synthesis protein 25, mitochondrial	atp25 SPAC31A2.06
Q09729	Arrestin domain-containing protein C31A2.12	SPAC31A2.12
Q09730	Protein transport protein sft1	sft1 SPAC31A2.13c
Q09732	Sister chromatid cohesion protein dcc1 (Defective in sister chromatid cohesion protein 1)	dcc1 SPAC31A2.15c
Q09735	Putative aminopeptidase C13A11.05, EC 3.4.11.-	SPAC13A11.05
Q09737	Putative pyruvate decarboxylase C13A11.06, EC 4.1.1.1	SPAC13A11.06 SPAC3H8.01
Q09740	Probable glutamine--fructose-6-phosphate aminotransferase [isomerizing], GFAT, EC 2.6.1.16 (D-fructose-6-phosphate amidotransferase) (Hexosephosphate aminotransferase)	SPBC12C2.11 SPBC21D10.02
Q09741	Spermidine synthase, SPDSY, EC 2.5.1.16 (Putrescine aminopropyltransferase)	SPBC12C2.07c
Q09755	Putative phospho-2-dehydro-3-deoxyheptonate aldolase, EC 2.5.1.54 (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	SPAC24H6.10c
Q09757	40S ribosomal protein S9-A	rps901 rps9a SPAC24H6.07
Q09758	Membrane-bound O-acyltransferase gup1 (Glycerol uptake protein 1)	gup1 SPAC24H6.01c SPAPB21F2.01
Q09765	NEDD8-activating enzyme E1 catalytic subunit, EC 6.2.1.64 (Ubiquitin-activating enzyme E1 3)	uba3 SPAC24H6.12c
Q09766	Uncharacterized membrane protein C24H6.13	SPAC24H6.13
Q09767	ADP-ribosylation factor-like protein alp41 (Altered polarity protein 41)	alp41 SPAC22F3.05c
Q09773	Meiotically up-regulated gene 62 protein	mug62 SPAC22F3.04
Q09776	U4/U6.U5 small nuclear ribonucleoprotein component snu23	snu23 SPAC22F3.11c
Q09779	THO complex subunit 2	tho2 SPAC1D4.14 SPAC22F3.14c
Q09781	40S ribosomal protein S1-A (S3aE-A)	rps101 rps1-1 rps3a-1 SPAC13G6.02c
Q09782	GPI ethanolamine phosphate transferase 2, EC 2.-.-.- (Glycosylphosphatidylinositol-anchor biosynthesis protein 7)	las21 gpi7 SPAC13G6.03
Q09783	Mitochondrial import inner membrane translocase subunit tim8	tim8 SPAC13G6.04
Q09784	Uncharacterized protein C13G6.05c	SPAC13G6.05c
Q09788	Alkali-sensitive linkage protein 1	asl1 SPAC13G6.10c
Q09792	Serine/threonine-protein kinase ppk8, EC 2.7.11.1	ppk8 SPAC22G7.08
Q09796	Importin beta-like protein kap111 (Karyopherin-111)	kap111 SPAC22G7.02
Q09799	Protein kri1	kri1 SPAC22G7.05
Q09809	Calcium permeable stress-gated cation channel 1, SpCSC1	SPAC2G11.09
Q09812	Autophagy-related protein 22	atg22 SPAC2G11.13
Q09813	Putative transcription initiation factor TFIID 111 kDa subunit (TAFII-111) (TBP-associated factor 111 kDa)	SPAC2G11.14
Q09816	S-methyl-5'-thioadenosine phosphorylase, EC 2.4.2.28 (5'-methylthioadenosine phosphorylase, MTA phosphorylase, MTAP, MTAPase)	SPAC16C9.02c
Q09819	Uncharacterized protein C16C9.05	SPAC16C9.05
Q09824	Transcriptional activator protein rep2	rep2 SPBC2F12.11c
Q09827	Probable protein transport protein Sec61 subunit gamma	sss1 SPAC4G8.02c
Q09828	Putative leucine--tRNA ligase, mitochondrial, EC 6.1.1.4 (Leucyl-tRNA synthetase, LeuRS)	SPAC4G8.09
Q09832	tRNA wybutosine-synthesizing protein 2, tRNA-yW-synthesizing protein 2, EC 2.5.1.114 (tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase)	trm12 tyw2 SPAC4G8.06c
Q09833	tRNA (uracil(54)-C(5))-methyltransferase, EC 2.1.1.35	SPAC4G8.07c
Q09835	Protein transport protein gos1 (Golgi SNAP receptor complex member 1) (Golgi SNARE protein 1)	gos1 SPAC4G8.10
Q09837	GPI mannosyltransferase 4, EC 2.4.1.- (GPI mannosyltransferase IV, GPI-MT-IV)	smp3 SPAC4G8.12c
Q09840	Alpha-amylase 2, EC 3.2.1.1 (1,4-alpha-D-glucan glucanohydrolase)	aah2 SPAC23D3.14c
Q09848	U1 snRNP-associated protein usp108	usp108 SPAC23D3.08
Q09852	Putative inorganic phosphate transporter C23D3.12	SPAC23D3.12
Q09853	Protein MON2 homolog	mon2 SPAC23D3.13c
Q09855	F-box/WD repeat-containing protein pof11 (Meiotically up-regulated gene 156 protein)	pof11 mug156 SPAC29E6.01 SPAC30.05
Q09860	Probable cysteine--tRNA ligase, EC 6.1.1.16 (Cysteinyl-tRNA synthetase, CysRS)	SPAC29E6.06c SPAC30.10c
Q09863	Stress response protein nst1	nst1 SPAC29E6.10c SPAC30.14c
Q09866	Uncharacterized WD repeat-containing protein C12G12.01c	SPAC12G12.01c SPAC630.02
Q09873	WD repeat-containing protein 21	wdr21 SPAC12G12.10
Q09877	Sad1-interacting factor 3	sif3 SPAC12G12.15
Q09878	Probable sulfite reductase [NADPH] flavoprotein component, EC 1.8.1.2	SPCC584.01c
Q09891	Putative phospholipid-transporting ATPase C24B11.12c, EC 7.6.2.1	SPAC24B11.12c
Q09897	Chitin synthase regulatory factor 3 (Chs four homolog 1)	chr3 cfh1 SPAC24B11.10c
Q09899	Porphobilinogen deaminase, PBG, EC 2.5.1.61 (Hydroxymethylbilane synthase, HMBS) (Pre-uroporphyrinogen synthase)	hem3 SPAC24B11.13 SPAC806.01
Q09901	Uncharacterized family 31 glucosidase C30D11.01c, EC 3.2.1.-	SPAC30D11.01c SPAC56F8.01
Q09903	ATP-dependent RNA helicase drs1, EC 3.6.4.13	drs1 SPAC30D11.03
Q09905	AP-3 complex subunit sigma (AP-3 complex sigma3A subunit) (Adaptor-related protein complex 3 subunit sigma) (Clathrin-associated/assembly/adaptor protein, small 3) (Sigma-adaptin 3A) (Sigma3-adaptin)	aps3 SPAC30D11.05
Q09912	Protein psi1 (Protein psi)	psi1 psi SPCC830.07c
Q09913	Probable allantoicase, EC 3.5.3.4 (Allantoate amidinohydrolase)	SPAC1F7.09c
Q09918	Putative glutathione-independent glyoxalase hsp3105, EC 4.2.1.130 (Glyoxalase 3 homolog 5) (Heat shock protein 31 homolog 5)	hsp3105 SPAC1F7.06
Q09923	Aldo-keto reductase yakc [NADP(+)], EC 1.1.1.-	yakc SPAC1F7.12 SPAC21E11.01
Q09925	Serine palmitoyltransferase 2, SPT 2, EC 2.3.1.50 (Long chain base biosynthesis protein 2)	lcb2 SPAC21E11.08 SPAC2C4.02
Q0E7J8	DNA polymerase zeta processivity subunit (Revertibility protein 7)	rev7 SPAC12D12.09 SPBC12D12.09
Q10057	Putative protein disulfide-isomerase C1F5.02, EC 5.3.4.1	SPAC1F5.02
Q10062	Protoporphyrinogen oxidase, PPO, EC 1.3.3.4	hem14 SPAC1F5.07c
Q10063	Calcium influx-promoting protein ehs1	ehs1 yam8 SPAC1F5.08c
Q10066	Arginase, EC 3.5.3.1	aru1 SPAC3H1.07
Q10071	Probable CAAX prenyl protease 1, EC 3.4.24.84 (Prenyl protein-specific endoprotease 1, PPSEP 1)	SPAC3H1.05
Q10076	Hydrogen peroxide stress regulator 1	hsr1 SPAC3H1.11
Q10092	Probable glutathione-independent glyoxalase hsp3104, EC 4.2.1.130 (Glyoxalase 3 homolog 4) (Heat shock protein 31 homolog 4)	hsp3104 SPAC11D3.13
Q10101	40S ribosomal protein S7	rps7 SPAC18G6.14c
Q10105	eIF-2-alpha kinase activator gcn1 (Translational activator gcn1)	gcn1 SPAC18G6.05c
Q10106	Probable U3 small nucleolar RNA-associated protein 11, U3 snoRNA-associated protein 11	utp11 SPAC18G6.06
Q10108	Uncharacterized protein C18G6.09c	SPAC18G6.09c
Q10110	RNA polymerase I-specific transcription initiation factor rrn3	rrn3 SPAC18G6.11c
Q10136	Protein ste7	ste7 SPAC23E2.03c
Q10147	Probable T-complex protein 1 subunit beta, TCP-1-beta (CCT-beta)	cct2 SPAC1D4.04
Q10150	Vacuolar fusion protein mon1	mon1 SPAC1D4.03c
Q10153	CDP-diacylglycerol--inositol 3-phosphatidyltransferase, EC 2.7.8.11 (Phosphatidylinositol synthase, PI synthase, PtdIns synthase)	pis1 SPAC1D4.08
Q10154	Replication termination factor 2	rtf2 SPAC1D4.09c
Q10160	RecQ-mediated genome instability protein 1	rmi1 SPAC26A3.03c
Q10162	18S rRNA (guanine-N(7))-methyltransferase bud23, EC 2.1.1.- (Bud site selection protein 23 homolog)	bud23 SPAC26A3.06
Q10170	Protein arginine N-methyltransferase 2, EC 2.1.1.- (Protein-arginine N5-methyltransferase) (Type IV protein arginine N-methyltransferase, Type IV PRMT)	rmt2 SPAC26A3.17c SPAC8E11.11
Q10171	Probable ubiquitin carboxyl-terminal hydrolase 1, EC 3.4.19.12	uch1 SPAC27F1.03c
Q10175	Probable peptidyl-prolyl cis-trans isomerase C27F1.06c, PPIase, EC 5.2.1.8 (Rotamase)	SPAC27F1.06c
Q10176	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Oligosaccharyl transferase subunit alpha)	ost1 SPAC27F1.07
Q10187	UBA domain-containing protein 6	ucp6 SPAC3F10.13
Q10190	Large subunit GTPase 1, EC 3.6.1.-	lsg1 SPAC3F10.16c
Q10191	Protein LTV1	ltv1 SPAC3F10.17
Q10201	Uncharacterized protein C17D1.07c	SPBC17D1.07c
Q10202	ATP-dependent RNA helicase dbp3, EC 3.6.4.13	dbp3 SPBC17D1.06
Q10204	RNA polymerase I-specific transcription initiation factor RRN9 homolog (Accumulation of condensin at rDNA protein 1)	acr1 SPBC17D1.04
Q10206	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 (Diphthamide biosynthesis protein 2) (Diphtheria toxin resistance protein 2) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 2)	dph2 SPBC17D1.02
Q10217	Putative acyl carrier protein, mitochondrial, ACP	SPAC4H3.09
Q10220	EKC/KEOPS complex subunit SPAC4H3.13 (Protein PCC1 homolog)	SPAC4H3.13
Q10221	Uncharacterized protein C4H3.14c	SPAC4H3.14c
Q10222	mRNA cleavage and polyadenylation specificity factor complex subunit pta1	pta1 SPAC1071.01c SPAC4H3.15c
Q10224	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase, EC 2.1.1.229 (tRNA (uracil-5-)-methyltransferase trm9) (tRNA [Um34] methyltransferase) (tRNA methylase 9)	trm9 SPAC13D6.03c
Q10234	Probable 37S ribosomal protein S5, mitochondrial	mrp5 mrps5 SPAC4G9.17c
Q10237	Uncharacterized protein C4G9.04c	SPAC4G9.04c
Q10239	Histone H2A.Z-specific chaperone chz1	chz1 SPAC4G9.06c
Q10242	Probable gluconokinase, EC 2.7.1.12 (Gluconate kinase)	SPAC4G9.12
Q10243	Vacuolar protein sorting-associated protein 26	vps26 pep8 SPAC4G9.13c
Q10245	Very-long-chain 3-oxoacyl-CoA reductase, EC 1.1.1.330 (3-ketoacyl-CoA reductase, 3-ketoreductase, KAR) (Microsomal beta-keto-reductase)	SPAC4G9.15
Q10257	25S rRNA (adenine(645)-N(1))-methyltransferase, EC 2.1.1.287 (Ribosomal RNA-processing protein 8)	rrp8 SPAC56F8.09
Q10259	Signal peptidase complex subunit 3 (Microsomal signal peptidase subunit 3)	spc3 SPAC56F8.11
Q10264	DNA cross-link repair protein pso2/snm1, EC 3.1.-.-	pso2 snm1 SPAC22A12.01c SPAC56F8.17c
Q10271	Argonaute-binding protein 2	arb2 SPAC13G7.07
Q10276	Choline kinase, EC 2.7.1.32 (ATP:choline phosphotransferase)	SPAC13G7.12c
Q10277	Multicopy suppressor of sporulation protein msa1	msa1 SPAC13G7.13c SPAC6C3.01c
Q10294	cAMP-independent regulatory protein pac2	pac2 SPAC31G5.11
Q10297	Importin subunit beta-5 (114 kDa karyopherin) (Karyopherin subunit beta-5) (Karyopherin-114)	kap114 SPAC22H10.03c
Q10298	Putative serine/threonine-protein phosphatase C22H10.04, EC 3.1.3.16	SPAC22H10.04
Q10299	mRNA cleavage and polyadenylation factor clp1	clp1 SPAC22H10.05c
Q10306	Probable citrate synthase, mitochondrial, EC 2.3.3.16	cit1 SPAC6C3.04
Q10309	Putative phospholipid-transporting ATPase C6C3.06c, EC 7.6.2.1	SPAC6C3.06c
Q10313	tRNA ligase 1, EC 6.5.1.3	trl1 SPAC17G8.01c SPAC6C3.10c
Q10317	Mediator of RNA polymerase II transcription subunit 20 (Mediator complex subunit 20)	med20 SPAC17G8.05
Q10318	Dihydroxy-acid dehydratase, mitochondrial, DAD, EC 4.2.1.9	SPAC17G8.06c
Q10319	Protein AF-9 homolog	yaf9 SPAC17G8.07
Q10320	GDT1-like protein C17G8.08c	SPAC17G8.08c
Q10328	Homeobox transcription factor phx1	phx1 SPAC32A11.03c
Q10330	60S ribosomal protein L25-A	rpl2501 rpl25a SPBC106.18
Q10334	Putative alanine aminotransferase, EC 2.6.1.2 (Glutamate pyruvate transaminase, GPT) (Glutamic--alanine transaminase) (Glutamic--pyruvic transaminase)	SPBC582.08
Q10344	Translationally-controlled tumor protein homolog, TCTP (p23fyp)	p23fy SPAC1F12.02c
Q10348	Putative endonuclease C1F12.06c, EC 3.1.-.-	SPAC1F12.06c
Q10349	Putative phosphoserine aminotransferase, PSAT, EC 2.6.1.52 (Phosphohydroxythreonine aminotransferase)	SPAC1F12.07
Q10351	GPI transamidase component PIG-S homolog	gpi17 SPAC1F12.09
Q10358	Protein rer1 (Retention of ER proteins 1)	rer1 SPAC22E12.05c
Q10359	Alpha-1,2-galactosyltransferase gmh3, EC 2.4.1.-	gmh3 SPAC22E12.06c
Q10360	RNA polymerase I-specific transcription initiation factor rrn10	rrn10 SPAC22E12.08
Q10367	ADP-ribosylation factor GTPase-activating protein glo3, ARF GAP glo3	glo3 SPAC22E12.17c
Q10408	Uncharacterized protein C1F3.03	SPAC1F3.03
Q10409	18S rRNA aminocarboxypropyltransferase, EC 2.5.1.-	tsr3 SPAC1F3.04c
Q10410	Probable ADP-ribosylation factor-binding protein C1F3.05	SPAC1F3.05
Q10414	CWF19-like protein mug161 (Meiotically up-regulated gene 161 protein)	mug161 SPAC1F3.09
Q10415	Mitochondrial intermediate peptidase, MIP, EC 3.4.24.59 (Octapeptidyl aminopeptidase)	oct1 SPAC1F3.10c
Q10427	Uncharacterized glycosyl hydrolase C11E10.09c, EC 3.2.1.-	SPCC11E10.09c SPCC188.01c
Q10435	Probable ubiquitin fusion degradation protein C12B10.01c (HECT-type E3 ubiquitin transferase C12B10.01c, EC 2.3.2.26)	SPAC12B10.01c SPAC31F12.02c SPAC637.15c
Q10438	Probable tubulin--tyrosine ligase C12B10.04, EC 6.3.2.25	SPAC12B10.04
Q10439	Intermediate cleaving peptidase 55, EC 3.4.11.26	icp55 SPAC12B10.05
Q10441	Probable tRNA(Ile)-lysidine synthase, EC 6.3.4.19 (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)	SPAC12B10.08c
Q10445	DNA repair protein rhp41	rhp41 rhp4a SPAC12B10.12c
Q10447	Protein kinase domain-containing protein ppk2	ppk2 SPAC12B10.14c
Q10449	Meiotically up-regulated gene 157 protein	mug157 SPAC12B10.16c
Q10451	Pentatricopeptide repeat-containing protein 5, mitochondrial	ppr5 SPAC1093.01 SPAC12B10.18
Q10477	Mediator of RNA polymerase II transcription subunit 27 (Mediator complex subunit 27) (RNA polymerase II mediator complex protein pmc3)	med27 pmc3 SPAC17C9.05c
Q10479	Dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase, EC 2.4.1.265 (Asparagine-linked glycosylation protein 8) (Dol-P-Glc:Glc(1)Man(9)GlcNAc(2)-PP-dolichyl alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Glc1Man9GlcNAc2-PP-dolichyl glucosyltransferase)	alg8 SPAC17C9.07
Q10482	Seven transmembrane protein 1	stm1 SPAC17C9.10
Q10487	Transporter mfs1	mfs1 SPAC17C9.16c SPAC9E9.16
Q10488	Enoyl-[acyl-carrier-protein] reductase, mitochondrial, EC 1.3.1.104 (2-enoyl thioester reductase)	etr1 SPAC26F1.04c
Q10489	Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial, PDHE1-A, EC 1.2.4.1	pda1 SPAC26F1.03
Q10490	Putative leucine--tRNA ligase, cytoplasmic, EC 6.1.1.4 (Leucyl-tRNA synthetase, LeuRS)	lrs1 SPAC26F1.13c
Q10494	Uncharacterized oxidoreductase C26F1.07, EC 1.-.-.-	SPAC26F1.07
Q10496	GTPase activating protein Gyp51	gyp51 SPAC26F1.09
Q10499	Apoptosis-inducing factor 1, EC 1.-.-.-	aif1 SPAC26F1.14c SPAC29A4.01c
Q11118	Protein wos2 (p21)	wos2 SPAC9E9.13
Q12519	Uncharacterized MFS-type transporter C330.07c	SPCC330.07c
Q12704	DNA polymerase gamma, EC 2.7.7.7 (Mitochondrial DNA polymerase catalytic subunit)	mip1 SPCC24B10.22 SPCPB16A4.01
Q1MTM9	Uncharacterized transcriptional regulatory protein C1327.01c	SPAC1327.01c
Q1MTQ5	Meiotically up-regulated gene 89 protein	mug89 SPBC1773.11c
Q1MTQ9	60S ribosome subunit biogenesis protein nip7	nip7 SPCC320.11c SPCC330.18
Q1MTR1	Putative mitochondrial ATP-dependent helicase irc3, EC 3.6.4.-	irc3 SPBC11C11.11c SPBC3B8.12
Q1MTR2	RNA-binding protein with serine-rich domain 1 homolog	SPBC13G1.14c
Q1MTR3	Vacuolar import and degradation protein 27	vid27 SPBC1685.14c
Q1MTR5	Uncharacterized RING finger membrane protein C15C4.06c	SPBC15C4.06c SPBC21H7.01c
Q1MTR8	Protein svp26	svp26 SPCC1795.10c
Q1MTS0	Uncharacterized protein C3B8.09	SPBC3B8.09
Q42598	Threonine synthase, TS, EC 4.2.3.1	thrc SPAC9E9.06c
Q50HP3	DASH complex subunit spc19 (Outer kinetochore protein spc19)	spc19 SPCC1223.15c
Q5FC18	SAGA-associated factor 11	sgf11 SPAC57A10.14
Q65ZA6	Chromosome transmission fidelity protein 8	ctf8 SPAC19D5.11c
Q69Z14	V-type proton ATPase subunit e, V-ATPase subunit e (Vacuolar proton pump subunit e)	vma9 SPBC1685.16
Q6LA53	A1 cistron-splicing factor aar2	aar2 SPAC3H5.04
Q6LA54	Uncharacterized WD repeat-containing protein C3H5.08c	SPAC3H5.08c
Q6LA55	UPF0648 protein C3H5.09c	SPAC3H5.09c
Q76PC4	UPF0649 protein C1442.02	SPCC1442.02 SPCC1450.18
Q76PC7	Probable translation initiation factor, mitochondrial	SPBC18E5.13
Q76PD3	ATP-dependent RNA helicase dbp6, EC 3.6.4.13	dbp6 SPCC285.03
Q7LKZ6	Probable phospholipase C1020.13c, EC 3.1.1.-	SPCC1020.13c SPCC14G10.05
Q7LKZ7	Beige protein homolog 1	lvs1 SPBC28E12.06c
Q7LL14	Probable U2 small nuclear ribonucleoprotein B'', U2 snRNP B''	msl1 pi056 SPBC8D2.09c
Q7LL15	Transcription and mRNA export factor sus1	sus1 SPBC6B1.12c
Q7Z991	ABC transporter domain-containing protein C20G4.01	SPAC20G4.01
Q7Z996	Probable ribonucleases P protein subunit pop8, EC 3.1.26.5	pop8 SPBC1709.20
Q7Z9H9	Polyphosphoinositide phosphatase, EC 3.1.3.- (Phosphatidylinositol 3,5-bisphosphate 5-phosphatase)	SPAC1093.03
Q7Z9I1	Putative cell agglutination protein pfl4 (Adhesin pfl4) (Pombe flocculin 4)	pfl4 SPCC188.09c
Q7Z9I5	Wtf element wtf7	wtf7 SPCC736.05
Q874R4	Putative cell agglutination protein pfl3 (Adhesin pfl3) (Pombe flocculin 3)	pfl3 SPBC947.04
Q8NIL3	Antisense-enhancing sequence 1, EC 5.1.-.- (AES factor 1)	aes1 SPBPB21E7.07
Q8NKC0	Probable L-asparaginase 3, EC 3.5.1.1 (L-asparagine amidohydrolase 3)	SPBPB21E7.09
Q8NKC2	Enolase 1-2, EC 4.2.1.11 (2-phospho-D-glycerate hydro-lyase 1-2) (2-phosphoglycerate dehydratase 1-2)	eno102 eno1 SPBPB21E7.01c SPBPB8B6.07c
Q8TF80	Meiotic drive suppressor wtf5	wtf5 wtf4 SPCC794.02
Q8TFF8	Probable L-asparaginase 4, EC 3.5.1.1 (L-asparagine amidohydrolase 4)	SPAP8B6.05c SPBPB8B6.05c
Q8TFG0	Probable urea active transporter 2	dur3-2 SPAP8B6.02c SPAPB8B6.02c SPBPB8B6.02c
Q8TFG1	Probable high-affinity hexose transporter ght7, Hexose transporter 7	ght7 SPBC1348.14c SPBPB8B6.01c
Q8TFG7	tRNA (guanine(37)-N1)-methyltransferase, EC 2.1.1.228 (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5)	trm5 SPAPB18E9.01
Q8TFG9	Putative GPI-anchored protein pfl2 (Pombe flocculin 2)	pfl2 SPAPB15E9.01c SPAPB18E9.06c
Q8TFH3	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3 (Oligosaccharyl transferase 34 kDa subunit) (Oligosaccharyl transferase subunit OST3) (Oligosaccharyl transferase subunit gamma)	ost3 SPAPB17E12.11
Q8TFH7	Probable tRNA-splicing endonuclease subunit sen2, EC 4.6.1.16 (tRNA-intron endonuclease sen2)	sen2 SPAPB17E12.07c
Q8TFH8	Peroxisome assembly protein 12 (Peroxin-12)	pex12 SPAPB17E12.03
Q92337	ATP-binding cassette transporter abc1	abc1 SPAC9E9.12c
Q92344	Putative cell agglutination protein pfl8 (Adhesin pfl8) (Pombe flocculin 8) (Sim4-mal2-associated protein 5)	pfl8 fta5 sma5 SPAC1F8.06
Q92347	Nucleolar protein 9 (Pumilio domain-containing protein nop9)	nop9 SPAC6G9.02c
