Entry	Protein names	Gene Names
A0A1Z5R846	Uncharacterized protein	SORBI_3007G051501
A0A1Z5R847	DAGKc domain-containing protein	SORBI_3007G041500
A0A1Z5R848	DUF4220 domain-containing protein	SORBI_3007G043800
A0A1Z5R849	ULP_PROTEASE domain-containing protein	SORBI_3008G161300
A0A1Z5R852	DUF569 domain-containing protein	SORBI_3007G049100
A0A1Z5R853	TFIIS N-terminal domain-containing protein	SORBI_3007G047900
A0A1Z5R854	Uncharacterized protein	SORBI_3007G004850
A0A1Z5R855	Uncharacterized protein	SORBI_3007G054300
A0A1Z5R857	Uncharacterized protein	SORBI_3007G046500
A0A1Z5R859	Uncharacterized protein	SORBI_3008G162300
A0A1Z5R860	Uncharacterized protein	SORBI_3008G173601
A0A1Z5R862	Uncharacterized protein	SORBI_3007G051900
A0A1Z5R864	Uncharacterized protein	SORBI_3007G050300
A0A1Z5R865	Uncharacterized protein	SORBI_3007G057450
A0A1Z5R866	Uncharacterized protein	SORBI_3007G055400
A0A1Z5R868	Uncharacterized protein	SORBI_3008G163200
A0A1Z5R871	Uncharacterized protein	SORBI_3007G052400
A0A1Z5R875	POLAc domain-containing protein	SORBI_3007G060600
A0A1Z5R877	FAD-binding PCMH-type domain-containing protein	SORBI_3007G048300
A0A1Z5R878	Uncharacterized protein	SORBI_3007G045750
A0A1Z5R881	Uncharacterized protein	SORBI_3007G016800
A0A1Z5R882	Uncharacterized protein	SORBI_3007G055900
A0A1Z5R889	Uncharacterized protein	SORBI_3007G050650
A0A1Z5R890	Uncharacterized protein	SORBI_3008G176666
A0A1Z5R891	Uncharacterized protein	SORBI_3008G176233
A0A1Z5R892	Uncharacterized protein	SORBI_3007G019501
A0A1Z5R897	Uncharacterized protein	SORBI_3007G053700
A0A1Z5R898	J domain-containing protein	SORBI_3008G167800
A0A1Z5R8A0	Uncharacterized protein	SORBI_3008G177850
A0A1Z5R8A4	VWFA domain-containing protein	SORBI_3007G062700
A0A1Z5R8A6	Uncharacterized protein	SORBI_3007G066050
A0A1Z5R8A7	DUF2428 domain-containing protein	SORBI_3007G056200
A0A1Z5R8A9	Uncharacterized protein	SORBI_3008G169300
A0A1Z5R8B0	Uncharacterized protein	SORBI_3008G179000
A0A1Z5R8B2	F-box domain-containing protein	SORBI_3008G178533
A0A1Z5R8B3	Uncharacterized protein	SORBI_3007G064600
A0A1Z5R8B4	Germin-like protein	SORBI_3007G065800
A0A1Z5R8B6	Uncharacterized protein	SORBI_3008G170600
A0A1Z5R8C0	Uncharacterized protein	SORBI_3008G181050
A0A1Z5R8C1	CCHC-type domain-containing protein	SORBI_3008G180400
A0A1Z5R8C2	Germin-like protein	SORBI_3007G067400
A0A1Z5R8C4	Uncharacterized protein	SORBI_3007G066200
A0A1Z5R8C5	Uncharacterized protein	SORBI_3007G063500
A0A1Z5R8C6	Uncharacterized protein	SORBI_3007G055900
A0A1Z5R8C8	Germin-like protein	SORBI_3007G066832
A0A1Z5R8D0	Uncharacterized protein	SORBI_3008G183150
A0A1Z5R8D1	Uncharacterized protein	SORBI_3008G182350
A0A1Z5R8D5	CRIB domain-containing protein	SORBI_3007G065000
A0A1Z5R8D6	Uncharacterized protein	SORBI_3007G059400
A0A1Z5R8D7	Uncharacterized protein	SORBI_3007G033500
A0A1Z5R8D9	Uncharacterized protein	SORBI_3008G185066
A0A1Z5R8E0	Uncharacterized protein	SORBI_3007G069900
A0A1Z5R8E2	Uncharacterized protein	SORBI_3007G066566
A0A1Z5R8E3	Uncharacterized protein	SORBI_3007G036750
A0A1Z5R8E5	Germin-like protein	SORBI_3007G066800
A0A1Z5R8E6	Uncharacterized protein	SORBI_3008G173601
A0A1Z5R8E9	Uncharacterized protein	SORBI_3007G072166
A0A1Z5R8F1	Uncharacterized protein	SORBI_3007G070000
A0A1Z5R8F2	F-box domain-containing protein	SORBI_3007G072100
A0A1Z5R8F3	Uncharacterized protein	SORBI_3007G067900
A0A1Z5R8F4	Uncharacterized protein	SORBI_3008G187001
A0A1Z5R8F5	Uncharacterized protein	SORBI_3007G039001
A0A1Z5R8F6	Uncharacterized protein	SORBI_3008G187566
A0A1Z5R8F7	Uncharacterized protein	SORBI_3008G175501
A0A1Z5R8F8	Tyrosinase_Cu-bd domain-containing protein	SORBI_3007G068700
A0A1Z5R8G0	Uncharacterized protein	SORBI_3007G072133
A0A1Z5R8G2	Uncharacterized protein	SORBI_3008G176732
A0A1Z5R8G3	Uncharacterized protein	SORBI_3008G191850
A0A1Z5R8G7	PPR_long domain-containing protein	SORBI_3007G069400
A0A1Z5R8G8	Uncharacterized protein	SORBI_3008G188950
A0A1Z5R8G9	Uncharacterized protein	SORBI_3007G040050
A0A1Z5R8H0	Uncharacterized protein	SORBI_3007G066200
A0A1Z5R8H1	Uncharacterized protein	SORBI_3007G070900
A0A1Z5R8H2	Uncharacterized protein	SORBI_3008G177900
A0A1Z5R8H6	Uncharacterized protein	SORBI_3007G075351
A0A1Z5R8H7	Knot1 domain-containing protein	SORBI_3007G075301
A0A1Z5R8H8	Uncharacterized protein	SORBI_3008G193400
A0A1Z5R8H9	Abhydrolase_3 domain-containing protein	SORBI_3007G041701
A0A1Z5R8I0	Germin-like protein	SORBI_3007G066808 SORBI_3007G067108 SORBI_3007G067608
A0A1Z5R8I1	Uncharacterized protein	SORBI_3007G073000
A0A1Z5R8I2	PGG domain-containing protein	SORBI_3008G179400
A0A1Z5R8I3	Protein kinase domain-containing protein	SORBI_3007G073400
A0A1Z5R8I4	Uncharacterized protein	SORBI_3007G003250
A0A1Z5R8I7	TF-B3 domain-containing protein	SORBI_3007G076800
A0A1Z5R8I9	Uncharacterized protein	SORBI_3007G042150
A0A1Z5R8J0	Uncharacterized protein	SORBI_3007G007650
A0A1Z5R8J1	Uncharacterized protein	SORBI_3007G067800
A0A1Z5R8J2	UBC core domain-containing protein	SORBI_3008G181250
A0A1Z5R8J3	Knot1 domain-containing protein	SORBI_3007G075250
A0A1Z5R8J7	Protein-serine/threonine phosphatase, EC 3.1.3.16	SORBI_3007G078000
A0A1Z5R8J8	Uncharacterized protein	SORBI_3007G006350
A0A1Z5R8K1	Uncharacterized protein	SORBI_3007G010550
A0A1Z5R8K2	Uncharacterized protein	SORBI_3007G069101
A0A1Z5R8K5	Uncharacterized protein	SORBI_3007G079200
A0A1Z5R8K6	Exonuclease domain-containing protein	SORBI_3007G079000
A0A1Z5R8L0	Uncharacterized protein	SORBI_3008G185600
A0A1Z5R8L1	Uncharacterized protein	SORBI_3007G070700
A0A1Z5R8L2	ULP_PROTEASE domain-containing protein	SORBI_3007G077532
A0A1Z5R8L4	NB-ARC domain-containing protein	SORBI_3007G014400
A0A1Z5R8L5	Uncharacterized protein	SORBI_3007G080720
A0A1Z5R8L6	LRRNT_2 domain-containing protein	SORBI_3007G080780
A0A1Z5R8L8	Protein kinase domain-containing protein	SORBI_3007G078500
A0A1Z5R8M2	Uncharacterized protein	SORBI_3007G018601
A0A1Z5R8M3	Uncharacterized protein	SORBI_3007G072901
A0A1Z5R8M4	LRRNT_2 domain-containing protein	SORBI_3007G080840
A0A1Z5R8M5	Protein kinase domain-containing protein	SORBI_3008G192800
A0A1Z5R8M7	RuBisCO_large domain-containing protein	SORBI_3007G080150
A0A1Z5R8M8	Uncharacterized protein	SORBI_3007G079500
A0A1Z5R8N0	Uncharacterized protein	SORBI_3007G048101
A0A1Z5R8N1	Uncharacterized protein	SORBI_3007G074600
A0A1Z5R8N2	CCHC-type domain-containing protein	SORBI_3007G083200
A0A1Z5R8N4	Protein kinase domain-containing protein	SORBI_3007G019600
A0A1Z5R8N5	Uncharacterized protein	SORBI_3007G024000
A0A1Z5R8N6	Uncharacterized protein	SORBI_3007G082500
A0A1Z5R8N7	Uncharacterized protein	SORBI_3007G050500
A0A1Z5R8P1	Uncharacterized protein	SORBI_3007G081900
A0A1Z5R8P2	Uncharacterized protein	SORBI_3007G003700
A0A1Z5R8P4	Uncharacterized protein	SORBI_3007G085350
A0A1Z5R8P5	BTB domain-containing protein	SORBI_3007G081701
A0A1Z5R8P6	Glycosyltransferase, EC 2.4.1.-	SORBI_3007G027301
A0A1Z5R8P7	Uncharacterized protein	SORBI_3007G085400
A0A1Z5R8P8	Uncharacterized protein	SORBI_3007G053500
A0A1Z5R8Q5	Uncharacterized protein	SORBI_3007G028766
A0A1Z5R8Q6	Uncharacterized protein	SORBI_3007G056400
A0A1Z5R8Q7	Terpene cyclase/mutase family member, EC 5.4.99.-	SORBI_3007G085800
A0A1Z5R8Q8	Uncharacterized protein	SORBI_3007G084650
A0A1Z5R8R1	Protein kinase domain-containing protein	SORBI_3007G078300
A0A1Z5R8R3	Terpene cyclase/mutase family member, EC 5.4.99.-	SORBI_3007G085800
A0A1Z5R8R4	Uncharacterized protein	SORBI_3007G028600
A0A1Z5R8R6	Uncharacterized protein	SORBI_3007G089533
A0A1Z5R8R7	Uncharacterized protein	SORBI_3007G060201
A0A1Z5R8R8	DLH domain-containing protein	SORBI_3007G090415
A0A1Z5R8R9	Uncharacterized protein	SORBI_3007G085966
A0A1Z5R8S1	Uncharacterized protein	SORBI_3007G079500
A0A1Z5R8S2	Uncharacterized protein	SORBI_3007G090418
A0A1Z5R8S3	Uncharacterized protein	SORBI_3007G088800
A0A1Z5R8S8	Uncharacterized protein	SORBI_3007G090442
A0A1Z5R8S9	Uncharacterized protein	SORBI_3007G090409
A0A1Z5R8T0	Uncharacterized protein	SORBI_3007G087900
A0A1Z5R8T1	F-box domain-containing protein	SORBI_3007G090445
A0A1Z5R8T2	Uncharacterized protein	SORBI_3007G019200
A0A1Z5R8T3	Uncharacterized protein	SORBI_3007G038250
A0A1Z5R8T5	Uncharacterized protein	SORBI_3007G090439
A0A1Z5R8T7	Uncharacterized protein	SORBI_3007G090475
A0A1Z5R8T8	Uncharacterized protein	SORBI_3007G090433
A0A1Z5R8T9	Uncharacterized protein	SORBI_3007G090001
A0A1Z5R8U0	Uncharacterized protein	SORBI_3007G021800
A0A1Z5R8U1	Terpene cyclase/mutase family member, EC 5.4.99.-	SORBI_3007G090472
A0A1Z5R8U2	Uncharacterized protein	SORBI_3007G081300
A0A1Z5R8U5	Terpene cyclase/mutase family member, EC 5.4.99.-	SORBI_3007G090469
A0A1Z5R8U8	Uncharacterized protein	SORBI_3007G024100
A0A1Z5R8U9	DLH domain-containing protein	SORBI_3007G090427
A0A1Z5R8V0	Uncharacterized protein	SORBI_3007G090900
A0A1Z5R8V1	Uncharacterized protein	SORBI_3007G066566
A0A1Z5R8V2	Uncharacterized protein	SORBI_3007G084300
A0A1Z5R8V3	Uncharacterized protein	SORBI_3007G039200
A0A1Z5R8V4	Uncharacterized protein	SORBI_3007G040900
A0A1Z5R8V5	Terpene cyclase/mutase family member, EC 5.4.99.-	SORBI_3007G090472
A0A1Z5R8V6	Uncharacterized protein	SORBI_3007G090701
A0A1Z5R8V7	Uncharacterized protein	SORBI_3007G090457
A0A1Z5R8V8	Pept_C1 domain-containing protein	SORBI_3007G093300
A0A1Z5R8V9	Uncharacterized protein	SORBI_3007G093201
A0A1Z5R8W0	F-box domain-containing protein	SORBI_3007G027601
A0A1Z5R8W1	Germin-like protein	SORBI_3007G066608 SORBI_3007G066824
A0A1Z5R8W3	TauD domain-containing protein	SORBI_3007G040301
A0A1Z5R8W4	Uncharacterized protein	SORBI_3007G041900
A0A1Z5R8W6	Uncharacterized protein	SORBI_3007G093000
A0A1Z5R8W7	Uncharacterized protein	SORBI_3007G094801
A0A1Z5R8W8	G domain-containing protein	SORBI_3007G029500
A0A1Z5R8X0	Uncharacterized protein	SORBI_3007G067900
A0A1Z5R8X1	Terpene cyclase/mutase family member, EC 5.4.99.-	SORBI_3007G090472
A0A1Z5R8X3	Uncharacterized protein	SORBI_3007G094801
A0A1Z5R8X5	Uncharacterized protein	SORBI_3007G043050
A0A1Z5R8X7	Uncharacterized protein	SORBI_3007G091301
A0A1Z5R8X9	Uncharacterized protein	SORBI_3007G069450
A0A1Z5R8Y0	Uncharacterized protein	SORBI_3007G032400
A0A1Z5R8Y1	SET domain-containing protein	SORBI_3007G089800
A0A1Z5R8Y3	Uncharacterized protein	SORBI_3007G097201
A0A1Z5R8Y4	Uncharacterized protein	SORBI_3007G044900
A0A1Z5R8Y5	DUF4042 domain-containing protein	SORBI_3007G042400
A0A1Z5R8Y7	Uncharacterized protein	SORBI_3007G094050
A0A1Z5R8Y9	Uncharacterized protein	SORBI_3007G034700
A0A1Z5R8Z0	Uncharacterized protein	SORBI_3007G096833
A0A1Z5R8Z1	DLH domain-containing protein	SORBI_3007G090424
A0A1Z5R8Z4	Brix domain-containing protein	SORBI_3007G043900
A0A1Z5R8Z5	BTB domain-containing protein	SORBI_3007G046900
A0A1Z5R8Z6	GTD-binding domain-containing protein	SORBI_3007G097700
A0A1Z5R8Z7	Uncharacterized protein	SORBI_3007G096401
A0A1Z5R8Z8	Uncharacterized protein	SORBI_3007G090454
A0A1Z5R8Z9	DUF4220 domain-containing protein	SORBI_3007G038366
A0A1Z5R901	Uncharacterized protein	SORBI_3007G099133
A0A1Z5R903	Uncharacterized protein	SORBI_3007G098950
A0A1Z5R905	Uncharacterized protein	SORBI_3007G097400
A0A1Z5R906	Terpene cyclase/mutase family member, EC 5.4.99.-	SORBI_3007G090472
A0A1Z5R907	Uncharacterized protein	SORBI_3007G046500
A0A1Z5R909	Uncharacterized protein	SORBI_3007G047600
A0A1Z5R910	Uncharacterized protein	SORBI_3007G101150
A0A1Z5R911	Uncharacterized protein	SORBI_3007G101300
A0A1Z5R913	Uncharacterized protein	SORBI_3007G101100
A0A1Z5R914	Uncharacterized protein	SORBI_3007G100350
A0A1Z5R915	Purple acid phosphatase, EC 3.1.3.2	SORBI_3007G091100
A0A1Z5R916	Uncharacterized protein	SORBI_3007G046950
A0A1Z5R917	FBD domain-containing protein	SORBI_3007G041100
A0A1Z5R919	Uncharacterized protein	SORBI_3007G102150
A0A1Z5R921	Uncharacterized protein	SORBI_3007G049733
A0A1Z5R922	Uncharacterized protein	SORBI_3007G102000
A0A1Z5R923	Uncharacterized protein	SORBI_3007G102150
A0A1Z5R924	Uncharacterized protein	SORBI_3007G048800
A0A1Z5R925	Uncharacterized protein	SORBI_3007G093900
A0A1Z5R927	Uncharacterized protein	SORBI_3007G100032
A0A1Z5R929	Uncharacterized protein	SORBI_3007G103400
A0A1Z5R930	Uncharacterized protein	SORBI_3007G103400
A0A1Z5R931	Uncharacterized protein	SORBI_3007G052300
A0A1Z5R932	Uncharacterized protein	SORBI_3007G103200
A0A1Z5R933	NAM-associated domain-containing protein	SORBI_3007G095850
A0A1Z5R934	Uncharacterized protein	SORBI_3007G103400
A0A1Z5R935	Uncharacterized protein	SORBI_3007G050750
A0A1Z5R937	Uncharacterized protein	SORBI_3007G077700
A0A1Z5R938	Uncharacterized protein	SORBI_3007G043300
A0A1Z5R939	Uncharacterized protein	SORBI_3007G104866
A0A1Z5R940	PFK domain-containing protein	SORBI_3007G101800
A0A1Z5R941	J domain-containing protein	SORBI_3007G104600
A0A1Z5R944	Uncharacterized protein	SORBI_3007G055900
A0A1Z5R945	Uncharacterized protein	SORBI_3007G104300
A0A1Z5R946	Uncharacterized protein	SORBI_3007G106300
A0A1Z5R948	Uncharacterized protein	SORBI_3007G102700
A0A1Z5R951	Uncharacterized protein	SORBI_3007G059150
A0A1Z5R953	Uncharacterized protein	SORBI_3007G098050
A0A1Z5R954	Uncharacterized protein	SORBI_3007G057201
A0A1Z5R955	NB-ARC domain-containing protein	SORBI_3007G104000
A0A1Z5R957	Uncharacterized protein	SORBI_3007G079901
A0A1Z5R959	Thioredoxin domain-containing protein	SORBI_3007G107850
A0A1Z5R960	Fe-S_biosyn domain-containing protein	SORBI_3007G105900
A0A1Z5R962	Uncharacterized protein	SORBI_3007G099966
A0A1Z5R963	DUF3444 domain-containing protein	SORBI_3007G060550
A0A1Z5R968	Uncharacterized protein	SORBI_3007G047600
A0A1Z5R970	Hydrolase_4 domain-containing protein	SORBI_3007G108400
A0A1Z5R972	Uncharacterized protein	SORBI_3007G064250
A0A1Z5R973	Uncharacterized protein	SORBI_3007G063600
A0A1Z5R974	PGG domain-containing protein	SORBI_3007G107200
A0A1Z5R976	Uncharacterized protein	SORBI_3007G081800
A0A1Z5R977	Uncharacterized protein	SORBI_3007G111001
A0A1Z5R978	Uncharacterized protein	SORBI_3007G049766
A0A1Z5R980	Protein kinase domain-containing protein	SORBI_3007G110700
A0A1Z5R982	Uncharacterized protein	SORBI_3007G102700
A0A1Z5R983	Uncharacterized protein	SORBI_3007G066200
A0A1Z5R984	Uncharacterized protein	SORBI_3007G112832
A0A1Z5R985	Uncharacterized protein	SORBI_3007G112766
A0A1Z5R987	Uncharacterized protein	SORBI_3007G052400
A0A1Z5R988	Uncharacterized protein	SORBI_3007G110366
A0A1Z5R989	Uncharacterized protein	SORBI_3007G112450
A0A1Z5R991	Uncharacterized protein	SORBI_3007G084900
A0A1Z5R992	Germin-like protein	SORBI_3007G067616
A0A1Z5R993	Germin-like protein	SORBI_3007G067350
A0A1Z5R994	Uncharacterized protein	SORBI_3007G055900
A0A1Z5R995	Response regulatory domain-containing protein	SORBI_3007G109400
A0A1Z5R996	Uncharacterized protein	SORBI_3007G113950
A0A1Z5R998	Uncharacterized protein	SORBI_3007G112301
A0A1Z5R999	Uncharacterized protein	SORBI_3007G113800
A0A1Z5R9A2	Germin-like protein	SORBI_3007G067008 SORBI_3007G067100
A0A1Z5R9A4	Uncharacterized protein	SORBI_3007G115050
A0A1Z5R9A5	Uncharacterized protein	SORBI_3007G115000
A0A1Z5R9A6	Uncharacterized protein	SORBI_3007G111800
A0A1Z5R9A7	Uncharacterized protein	SORBI_3007G059200
A0A1Z5R9B0	Uncharacterized protein	SORBI_3007G106850
A0A1Z5R9B4	SAM domain-containing protein	SORBI_3007G115900
A0A1Z5R9B7	Uncharacterized protein	SORBI_3007G061600
A0A1Z5R9B8	Protein kinase domain-containing protein	SORBI_3007G113300
A0A1Z5R9C0	Uncharacterized protein	SORBI_3007G108200
A0A1Z5R9C2	Uncharacterized protein	SORBI_3007G069800
A0A1Z5R9C3	Peptidylprolyl isomerase, EC 5.2.1.8	SORBI_3007G116950
A0A1Z5R9C4	Uncharacterized protein	SORBI_3007G116766
A0A1Z5R9C5	Uncharacterized protein	SORBI_3007G090403
A0A1Z5R9C8	Uncharacterized protein	SORBI_3007G116766
A0A1Z5R9D0	Response regulatory domain-containing protein	SORBI_3007G109400
A0A1Z5R9D1	Uncharacterized protein	SORBI_3007G071950
A0A1Z5R9D2	F-box domain-containing protein	SORBI_3007G072600
A0A1Z5R9D3	Peptidase A1 domain-containing protein	SORBI_3007G119101
A0A1Z5R9D4	Uncharacterized protein	SORBI_3007G119200
A0A1Z5R9D6	Uncharacterized protein	SORBI_3007G090430
A0A1Z5R9D7	Uncharacterized protein	SORBI_3007G115700
A0A1Z5R9E0	Protein kinase domain-containing protein	SORBI_3007G073400
A0A1Z5R9E1	Uncharacterized protein	SORBI_3007G066200
A0A1Z5R9E2	Uncharacterized protein	SORBI_3007G074600
A0A1Z5R9E4	Uncharacterized protein	SORBI_3007G120650
A0A1Z5R9E5	Uncharacterized protein	SORBI_3007G118075
A0A1Z5R9E9	Uncharacterized protein	SORBI_3007G113200
A0A1Z5R9F1	MBD domain-containing protein	SORBI_3007G075400
A0A1Z5R9F4	Uncharacterized protein	SORBI_3007G122000
A0A1Z5R9F5	Uncharacterized protein	SORBI_3007G120301
A0A1Z5R9F6	Uncharacterized protein	SORBI_3007G090472
A0A1Z5R9F7	Uncharacterized protein	SORBI_3007G118025
A0A1Z5R9F8	Uncharacterized protein	SORBI_3007G122000
A0A1Z5R9F9	Uncharacterized protein	SORBI_3007G114650
A0A1Z5R9G0	AP2/ERF domain-containing protein	SORBI_3007G077001
A0A1Z5R9G1	Germin-like protein	SORBI_3007G066908
A0A1Z5R9G2	PHD_Oberon domain-containing protein	SORBI_3007G076200
A0A1Z5R9G4	AAI domain-containing protein	SORBI_3007G092450
A0A1Z5R9G5	Integrase catalytic domain-containing protein	SORBI_3007G123850
A0A1Z5R9G6	VQ domain-containing protein	SORBI_3007G124301
A0A1Z5R9G9	Uncharacterized protein	SORBI_3007G121900
A0A1Z5R9H0	Uncharacterized protein	SORBI_3007G077832
A0A1Z5R9H1	Protein-serine/threonine phosphatase, EC 3.1.3.16	SORBI_3007G078000
A0A1Z5R9H3	Uncharacterized protein	SORBI_3007G094700
A0A1Z5R9H4	Uncharacterized protein	SORBI_3007G126000
A0A1Z5R9H6	Uncharacterized protein	SORBI_3007G121650
A0A1Z5R9H7	Uncharacterized protein	SORBI_3007G126150
A0A1Z5R9H8	STAS domain-containing protein	SORBI_3007G123500
A0A1Z5R9I0	Uncharacterized protein	SORBI_3007G096600
A0A1Z5R9I1	YTH domain-containing protein	SORBI_3007G078600
A0A1Z5R9I2	Uncharacterized protein	SORBI_3007G123350
A0A1Z5R9I3	Uncharacterized protein	SORBI_3007G125100
A0A1Z5R9I4	F-box domain-containing protein	SORBI_3007G070500
A0A1Z5R9I5	Uncharacterized protein	SORBI_3007G128000
A0A1Z5R9I7	Uncharacterized protein	SORBI_3007G128100
A0A1Z5R9I8	Uncharacterized protein	SORBI_3007G127950
A0A1Z5R9J0	Uncharacterized protein	SORBI_3007G097550
A0A1Z5R9J1	Uncharacterized protein	SORBI_3007G124900
A0A1Z5R9J2	2OG-FeII_Oxy domain-containing protein	SORBI_3007G127550
A0A1Z5R9J3	Uncharacterized protein	SORBI_3007G129201
A0A1Z5R9J6	Uncharacterized protein	SORBI_3007G080660
A0A1Z5R9J7	Uncharacterized protein	SORBI_3007G129100
A0A1Z5R9K0	Uncharacterized protein	SORBI_3007G081100
A0A1Z5R9K1	Uncharacterized protein	SORBI_3007G128600
A0A1Z5R9K3	Fe2OG dioxygenase domain-containing protein	SORBI_3007G127400
A0A1Z5R9K4	Uncharacterized protein	SORBI_3007G074600
A0A1Z5R9K5	Uncharacterized protein	SORBI_3007G130200
A0A1Z5R9K7	Uncharacterized protein	SORBI_3007G121600
A0A1Z5R9L0	Uncharacterized protein	SORBI_3007G130200
A0A1Z5R9L1	Aldedh domain-containing protein	SORBI_3007G130800
A0A1Z5R9L2	Uncharacterized protein	SORBI_3007G130900
A0A1Z5R9L5	Uncharacterized protein	SORBI_3007G130701
A0A1Z5R9L6	Uncharacterized protein	SORBI_3007G123000
A0A1Z5R9L8	Uncharacterized protein	SORBI_3007G101900
A0A1Z5R9L9	Uncharacterized protein	SORBI_3007G130400
A0A1Z5R9M0	Uncharacterized protein	SORBI_3007G132000
A0A1Z5R9M3	WRKY domain-containing protein	SORBI_3007G077466
A0A1Z5R9M4	Uncharacterized protein	SORBI_3007G131950
A0A1Z5R9M5	Uncharacterized protein	SORBI_3007G124800
A0A1Z5R9M6	Uncharacterized protein	SORBI_3007G085001
A0A1Z5R9M7	FGGY_N domain-containing protein	SORBI_3007G103000
A0A1Z5R9M8	Uncharacterized protein	SORBI_3007G133800
A0A1Z5R9N0	Uncharacterized protein	SORBI_3007G130200
A0A1Z5R9N1	Protein kinase domain-containing protein	SORBI_3007G078300
A0A1Z5R9N3	Uncharacterized protein	SORBI_3007G133766
A0A1Z5R9N4	Uncharacterized protein	SORBI_3007G133800
A0A1Z5R9N6	Terpene cyclase/mutase family member, EC 5.4.99.-	SORBI_3007G085800
A0A1Z5R9N7	Uncharacterized protein	SORBI_3007G104201
A0A1Z5R9N9	Uncharacterized protein	SORBI_3007G086701
A0A1Z5R9P1	Uncharacterized protein	SORBI_3007G133733
A0A1Z5R9P2	Exonuclease domain-containing protein	SORBI_3007G079200
A0A1Z5R9P4	Uncharacterized protein	SORBI_3007G134300
A0A1Z5R9P7	Uncharacterized protein	SORBI_3007G089101
A0A1Z5R9P8	Uncharacterized protein	SORBI_3007G089566
A0A1Z5R9P9	Uncharacterized protein	SORBI_3007G134220
A0A1Z5R9Q0	Uncharacterized protein	SORBI_3007G135301
A0A1Z5R9Q1	Uncharacterized protein	SORBI_3007G133400
A0A1Z5R9Q2	Uncharacterized protein	SORBI_3007G135201
A0A1Z5R9Q3	Uncharacterized protein	SORBI_3007G129500
A0A1Z5R9Q5	Uncharacterized protein	SORBI_3007G090406
A0A1Z5R9Q7	MADS-box domain-containing protein	SORBI_3007G090421
A0A1Z5R9R0	Uncharacterized protein	SORBI_3007G134140
A0A1Z5R9R1	Uncharacterized protein	SORBI_3007G081200
A0A1Z5R9R2	Uncharacterized protein	SORBI_3007G137501
A0A1Z5R9R7	Uncharacterized protein	SORBI_3007G139650
A0A1Z5R9R9	Uncharacterized protein	SORBI_3007G090448
A0A1Z5R9S1	Uncharacterized protein	SORBI_3007G083300
A0A1Z5R9S3	Uncharacterized protein	SORBI_3007G139800
A0A1Z5R9S4	JmjC domain-containing protein	SORBI_3007G131100
A0A1Z5R9S5	Uncharacterized protein	SORBI_3007G110333
A0A1Z5R9S6	Uncharacterized protein	SORBI_3007G090466
A0A1Z5R9S7	Uncharacterized protein	SORBI_3007G138000
A0A1Z5R9S8	Lipocln_cytosolic_FA-bd_dom domain-containing protein	SORBI_3007G140200
A0A1Z5R9S9	Uncharacterized protein	SORBI_3007G090472
A0A1Z5R9T0	Uncharacterized protein	SORBI_3007G137201
A0A1Z5R9T2	Uncharacterized protein	SORBI_3007G111901
A0A1Z5R9T3	Uncharacterized protein	SORBI_3007G133250
A0A1Z5R9T5	Uncharacterized protein	SORBI_3007G141001
A0A1Z5R9T6	Terpene cyclase/mutase family member, EC 5.4.99.-	SORBI_3007G090472
A0A1Z5R9T9	Uncharacterized protein	SORBI_3007G142050
A0A1Z5R9U0	Uncharacterized protein	SORBI_3007G137750
A0A1Z5R9U3	Uncharacterized protein	SORBI_3007G141900
A0A1Z5R9U4	Uncharacterized protein	SORBI_3007G142300
A0A1Z5R9U5	Uncharacterized protein	SORBI_3007G092900
A0A1Z5R9U7	Uncharacterized protein	SORBI_3007G141650
A0A1Z5R9U8	Uncharacterized protein	SORBI_3007G093900
