Uniprot_arabadopsis	Uniprot_cerevisiae	AlphaFold_arabadopsis	AlphaFold_cerevisiae	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
F4J5S1	Q03690	AF-F4J5S1-F1-model_v3	AF-Q03690-F1-model_v3	NA	NA	9.55e-13	1965.77	6.413E-50	2725	gold
F4J6V1	P25357	AF-F4J6V1-F1-model_v3	AF-P25357-F1-model_v3	NA	NA	2.06e-02	1187.20	3.706E-08	371	gold
F4J6V5	P41896	AF-F4J6V5-F1-model_v3	AF-P41896-F1-model_v3	NA	NA	2.35e-05	411.10	3.301E-13	536	gold
F4J8C0	P53845	AF-F4J8C0-F1-model_v3	AF-P53845-F1-model_v3	NA	NA	1.91e-12	583.55	2.033E-12	688	gold
F4JC31	P40164	AF-F4JC31-F1-model_v3	AF-P40164-F1-model_v3	NA	NA	3.23e-08	1390.69	9.997E-30	1678	gold
F4JC97	P43583	AF-F4JC97-F1-model_v3	AF-P43583-F1-model_v3	NA	NA	1.11e-16	2826.91	2.421E-32	2136	gold
F4JE34	P42844	AF-F4JE34-F1-model_v3	AF-P42844-F1-model_v3	NA	NA	3.89e-04	244.26	1.747E-07	326	gold
F4JFA0	Q03496	AF-F4JFA0-F1-model_v3	AF-Q03496-F1-model_v3	NA	NA	0.00e+00	2771.70	4.828E-32	2242	gold
F4JHC9	P41903	AF-F4JHC9-F1-model_v3	AF-P41903-F1-model_v3	NA	NA	3.44e-15	576.26	1.186E-22	1021	gold
F4JHQ0	P47035	AF-F4JHQ0-F1-model_v3	AF-P47035-F1-model_v3	NA	NA	7.83e-02	1018.59	NA	NA	silver
F4JHW1	P38765	AF-F4JHW1-F1-model_v3	AF-P38765-F1-model_v3	NA	NA	0.00e+00	586.78	1.246E-25	1086	gold
F4JLJ3	Q06216	AF-F4JLJ3-F1-model_v3	AF-Q06216-F1-model_v3	NA	NA	1.37e-01	568.72	NA	NA	silver
F4JMJ1	P36016	AF-F4JMJ1-F1-model_v3	AF-P36016-F1-model_v3	NA	NA	1.11e-16	1631.36	NA	NA	silver
F4JN57	P53227	AF-F4JN57-F1-model_v3	AF-P53227-F1-model_v3	NA	NA	2.19e-02	319.68	9.583E-08	340	gold
F4JP07	Q12482	AF-F4JP07-F1-model_v3	AF-Q12482-F1-model_v3	NA	NA	4.69e-05	841.87	NA	NA	silver
F4JP48	P40965	AF-F4JP48-F1-model_v3	AF-P40965-F1-model_v3	NA	NA	0.00e+00	1806.56	5.202E-58	2877	gold
F4JP95	Q08058	AF-F4JP95-F1-model_v3	AF-Q08058-F1-model_v3	NA	NA	1.01e-10	427.41	1.114E-13	604	gold
F4JTM0	P53275	AF-F4JTM0-F1-model_v3	AF-P53275-F1-model_v3	NA	NA	2.85e-14	447.95	2.526E-19	852	gold
F4JUG3	P52593	AF-F4JUG3-F1-model_v3	AF-P52593-F1-model_v3	NA	NA	2.76e-11	2422.56	6.748E-19	1294	gold
F4JVU5	P34241	AF-F4JVU5-F1-model_v3	AF-P34241-F1-model_v3	NA	NA	7.41e-10	2592.71	1.530E-21	1437	gold
F4JVV4	P25654	AF-F4JVV4-F1-model_v3	AF-P25654-F1-model_v3	NA	NA	1.84e-14	320.42	2.184E-12	597	gold
F4JWP9	P36048	AF-F4JWP9-F1-model_v3	AF-P36048-F1-model_v3	NA	NA	0.00e+00	2278.59	NA	NA	silver
F4JXF1	P38786	AF-F4JXF1-F1-model_v3	AF-P38786-F1-model_v3	NA	NA	7.12e-13	579.46	1.492E-20	858	gold
F4JXW9	P25574	AF-F4JXW9-F1-model_v3	AF-P25574-F1-model_v3	NA	NA	6.69e-11	1372.44	1.757E-42	2054	gold
F4JZN6	P38342	AF-F4JZN6-F1-model_v3	AF-P38342-F1-model_v3	NA	NA	0.00e+00	755.40	3.487E-20	842	gold
F4K0C4	Q03660	AF-F4K0C4-F1-model_v3	AF-Q03660-F1-model_v3	NA	NA	1.72e-09	1357.12	5.445E-40	2036	gold
F4K0E6	P32579	AF-F4K0E6-F1-model_v3	AF-P32579-F1-model_v3	NA	NA	9.32e-10	482.60	6.271E-17	703	gold
F4K128	P32597	AF-F4K128-F1-model_v3	AF-P32597-F1-model_v3	NA	NA	1.97e-10	2200.53	NA	NA	silver
F4K1G2	P07702	AF-F4K1G2-F1-model_v3	AF-P07702-F1-model_v3	NA	NA	6.41e-06	1145.21	5.393E-34	1485	gold
F4K1G9	P46996	AF-F4K1G9-F1-model_v3	AF-P46996-F1-model_v3	NA	NA	0.00e+00	996.15	2.211E-12	774	gold
F4K1R2	Q04344	AF-F4K1R2-F1-model_v3	AF-Q04344-F1-model_v3	NA	NA	1.83e-09	338.13	3.014E-11	492	gold
F4K2M9	P53750	AF-F4K2M9-F1-model_v3	AF-P53750-F1-model_v3	NA	NA	0.00e+00	565.58	1.984E-18	774	gold
F4K330	Q99210	AF-F4K330-F1-model_v3	AF-Q99210-F1-model_v3	NA	NA	0.00e+00	440.01	1.739E-15	614	gold
F4K5W3	P42842	AF-F4K5W3-F1-model_v3	AF-P42842-F1-model_v3	NA	NA	0.00e+00	1766.97	8.999E-32	1906	gold
F4K836	P38206	AF-F4K836-F1-model_v3	AF-P38206-F1-model_v3	NA	NA	0.00e+00	1254.02	3.032E-20	1245	gold
F4K9W2	P32634	AF-F4K9W2-F1-model_v3	AF-P32634-F1-model_v3	NA	NA	2.92e-01	821.16	NA	NA	silver
F4KBW6	P47054	AF-F4KBW6-F1-model_v3	AF-P47054-F1-model_v3	NA	NA	1.39e-13	2453.96	4.310E-24	1696	gold
F4KDN0	P38151	AF-F4KDN0-F1-model_v3	AF-P38151-F1-model_v3	NA	NA	1.45e-03	687.13	1.022E-23	980	gold
F4KEU4	P38877	AF-F4KEU4-F1-model_v3	AF-P38877-F1-model_v3	NA	NA	2.36e-06	180.81	2.271E-04	246	gold
F4KHG8	P14922	AF-F4KHG8-F1-model_v3	AF-P14922-F1-model_v3	NA	NA	8.87e-04	1201.43	NA	NA	silver
O04198	P53907	AF-O04198-F1-model_v3	AF-P53907-F1-model_v3	NA	NA	4.02e-01	433.34	NA	NA	silver
O04421	P38985	AF-O04421-F1-model_v3	AF-P38985-F1-model_v3	NA	NA	7.06e-07	187.64	6.508E-06	259	gold
O04603	P36519	AF-O04603-F1-model_v3	AF-P36519-F1-model_v3	NA	NA	9.23e-11	455.44	5.908E-18	719	gold
O04904	P20051	AF-O04904-F1-model_v3	AF-P20051-F1-model_v3	NA	NA	0.00e+00	878.70	2.225E-38	1502	gold
O22126	Q07895	AF-O22126-F1-model_v3	AF-Q07895-F1-model_v3	NA	NA	4.02e-03	388.26	4.396E-09	414	gold
O22212	P20053	AF-O22212-F1-model_v3	AF-P20053-F1-model_v3	NA	NA	0.00e+00	1111.40	5.698E-42	1887	gold
O22229	P38816	AF-O22229-F1-model_v3	AF-P38816-F1-model_v3	NA	NA	0.00e+00	924.43	NA	NA	silver
O22795	P36525	AF-O22795-F1-model_v3	AF-P36525-F1-model_v3	NA	NA	3.44e-04	213.53	8.520E-04	181	gold
O22799	P25623	AF-O22799-F1-model_v3	AF-P25623-F1-model_v3	NA	NA	1.35e-02	916.88	NA	NA	silver
O22860	P49167	AF-O22860-F1-model_v3	AF-P49167-F1-model_v3	NA	NA	0.00e+00	182.19	5.122E-09	364	gold
O22892	Q12080	AF-O22892-F1-model_v3	AF-Q12080-F1-model_v3	NA	NA	6.41e-03	512.70	3.047E-08	349	gold
O22958	P32453	AF-O22958-F1-model_v3	AF-P32453-F1-model_v3	NA	NA	2.41e-09	455.22	3.276E-14	590	gold
O23047	Q12155	AF-O23047-F1-model_v3	AF-Q12155-F1-model_v3	NA	NA	0.00e+00	360.67	1.034E-04	275	gold
O23140	Q99186	AF-O23140-F1-model_v3	AF-Q99186-F1-model_v3	NA	NA	0.00e+00	1031.84	NA	NA	silver
O23144	P38934	AF-O23144-F1-model_v3	AF-P38934-F1-model_v3	NA	NA	1.55e-05	907.32	9.098E-06	306	gold
O23167	Q03652	AF-O23167-F1-model_v3	AF-Q03652-F1-model_v3	NA	NA	0.00e+00	704.68	3.391E-22	943	gold
O23247	P38714	AF-O23247-F1-model_v3	AF-P38714-F1-model_v3	NA	NA	0.00e+00	1272.08	NA	NA	silver
O23346	P06633	AF-O23346-F1-model_v3	AF-P06633-F1-model_v3	NA	NA	0.00e+00	553.39	1.242E-22	929	gold
O24633	P22141	AF-O24633-F1-model_v3	AF-P22141-F1-model_v3	NA	NA	0.00e+00	537.70	1.631E-24	989	gold
O48587	Q04223	AF-O48587-F1-model_v3	AF-Q04223-F1-model_v3	NA	NA	1.83e-12	499.88	2.254E-14	601	gold
O48721	P06174	AF-O48721-F1-model_v3	AF-P06174-F1-model_v3	NA	NA	8.72e-11	360.14	6.994E-12	495	gold
O48890	P20433	AF-O48890-F1-model_v3	AF-P20433-F1-model_v3	NA	NA	4.02e-10	271.73	2.429E-05	294	gold
O50039	P05150	AF-O50039-F1-model_v3	AF-P05150-F1-model_v3	NA	NA	0.00e+00	814.73	1.401E-27	1265	gold
O64761	P46961	AF-O64761-F1-model_v3	AF-P46961-F1-model_v3	NA	NA	8.27e-13	557.89	6.943E-08	455	gold
O65154	P54000	AF-O65154-F1-model_v3	AF-P54000-F1-model_v3	NA	NA	1.31e-05	181.61	8.720E-06	273	gold
O65418	Q04601	AF-O65418-F1-model_v3	AF-Q04601-F1-model_v3	NA	NA	8.89e-09	948.97	1.191E-18	959	gold
O65902	P17555	AF-O65902-F1-model_v3	AF-P17555-F1-model_v3	NA	NA	3.54e-10	940.85	2.147E-33	1536	gold
O80513	P20052	AF-O80513-F1-model_v3	AF-P20052-F1-model_v3	NA	NA	6.91e-10	448.68	NA	NA	silver
O80575	P50861	AF-O80575-F1-model_v3	AF-P50861-F1-model_v3	NA	NA	2.22e-16	394.10	4.549E-13	539	gold
O80594	P40030	AF-O80594-F1-model_v3	AF-P40030-F1-model_v3	NA	NA	4.50e-13	300.14	2.786E-05	279	gold
O80601	Q02202	AF-O80601-F1-model_v3	AF-Q02202-F1-model_v3	NA	NA	3.42e-09	614.91	NA	NA	silver
O80798	Q12025	AF-O80798-F1-model_v3	AF-Q12025-F1-model_v3	NA	NA	9.85e-04	257.68	2.563E-08	368	gold
O80846	P41814	AF-O80846-F1-model_v3	AF-P41814-F1-model_v3	NA	NA	1.33e-12	788.93	2.316E-27	1126	gold
O80897	Q07350	AF-O80897-F1-model_v3	AF-Q07350-F1-model_v3	NA	NA	1.28e-08	440.41	4.609E-14	613	gold
O80910	P40343	AF-O80910-F1-model_v3	AF-P40343-F1-model_v3	NA	NA	1.74e-03	740.48	NA	NA	silver
O80990	Q05583	AF-O80990-F1-model_v3	AF-Q05583-F1-model_v3	NA	NA	0.00e+00	772.43	3.120E-28	1387	gold
O81007	P46985	AF-O81007-F1-model_v3	AF-P46985-F1-model_v3	NA	NA	7.23e-05	491.94	8.608E-10	477	gold
O81024	Q03764	AF-O81024-F1-model_v3	AF-Q03764-F1-model_v3	NA	NA	0.00e+00	726.19	8.976E-21	1004	gold
O81884	Q04212	AF-O81884-F1-model_v3	AF-Q04212-F1-model_v3	NA	NA	0.00e+00	724.08	1.729E-26	1079	gold
O82179	P39726	AF-O82179-F1-model_v3	AF-P39726-F1-model_v3	NA	NA	4.44e-15	367.13	2.268E-15	647	gold
O82266	Q04305	AF-O82266-F1-model_v3	AF-Q04305-F1-model_v3	NA	NA	0.00e+00	1286.19	3.348E-41	1937	gold
O82314	P53212	AF-O82314-F1-model_v3	AF-P53212-F1-model_v3	NA	NA	2.33e-12	552.14	1.831E-17	768	gold
O82390	P53943	AF-O82390-F1-model_v3	AF-P53943-F1-model_v3	NA	NA	9.77e-15	1046.70	NA	NA	silver
O82568	P22140	AF-O82568-F1-model_v3	AF-P22140-F1-model_v3	NA	NA	0.00e+00	911.46	2.465E-21	1243	gold
O82623	P47138	AF-O82623-F1-model_v3	AF-P47138-F1-model_v3	NA	NA	2.11e-07	286.47	9.060E-10	428	gold
O82631	P28495	AF-O82631-F1-model_v3	AF-P28495-F1-model_v3	NA	NA	0.00e+00	620.88	2.280E-19	843	gold
O82796	P42941	AF-O82796-F1-model_v3	AF-P42941-F1-model_v3	NA	NA	3.00e-14	442.68	1.541E-13	578	gold
P0C026	P47173	AF-P0C026-F1-model_v3	AF-P47173-F1-model_v3	NA	NA	0.00e+00	672.34	1.274E-27	1119	gold
P27323	P02829	AF-P27323-F1-model_v3	AF-P02829-F1-model_v3	NA	NA	0.00e+00	1933.07	NA	NA	silver
P29448	P22803	AF-P29448-F1-model_v3	AF-P22803-F1-model_v3	NA	NA	0.00e+00	284.07	NA	NA	silver
P32826	P38109	AF-P32826-F1-model_v3	AF-P38109-F1-model_v3	NA	NA	0.00e+00	1038.38	1.580E-44	1870	gold
P34791	P23285	AF-P34791-F1-model_v3	AF-P23285-F1-model_v3	NA	NA	1.11e-16	531.52	6.579E-26	1129	gold
P35132	P15732	AF-P35132-F1-model_v3	AF-P15732-F1-model_v3	NA	NA	0.00e+00	431.81	1.696E-28	1095	gold
P42158	P39962	AF-P42158-F1-model_v3	AF-P39962-F1-model_v3	NA	NA	9.69e-14	1052.11	NA	NA	silver
P42643	P29311	AF-P42643-F1-model_v3	AF-P29311-F1-model_v3	NA	NA	0.00e+00	723.29	NA	NA	silver
P42732	P53937	AF-P42732-F1-model_v3	AF-P53937-F1-model_v3	NA	NA	1.23e-14	291.42	1.627E-08	348	gold
P43333	Q08963	AF-P43333-F1-model_v3	AF-Q08963-F1-model_v3	NA	NA	3.66e-12	436.62	9.568E-16	659	gold
P46309	P32477	AF-P46309-F1-model_v3	AF-P32477-F1-model_v3	NA	NA	3.92e-12	582.47	1.898E-05	294	gold
P48785	Q04116	AF-P48785-F1-model_v3	AF-Q04116-F1-model_v3	NA	NA	1.28e-01	409.41	2.355E-04	241	gold
P51430	P0CX37	AF-P51430-F1-model_v3	AF-P0CX37-F1-model_v3	NA	NA	0.00e+00	662.83	NA	NA	silver
P52422	P04161	AF-P52422-F1-model_v3	AF-P04161-F1-model_v3	NA	NA	1.11e-13	423.67	6.146E-16	634	gold
P55217	P06106	AF-P55217-F1-model_v3	AF-P06106-F1-model_v3	NA	NA	0.00e+00	1024.25	NA	NA	silver
P55826	P40012	AF-P55826-F1-model_v3	AF-P40012-F1-model_v3	NA	NA	0.00e+00	901.48	3.885E-31	1325	gold
P56797	P32902	AF-P56797-F1-model_v3	AF-P32902-F1-model_v3	NA	NA	0.00e+00	503.58	1.776E-16	726	gold
P56799	P27929	AF-P56799-F1-model_v3	AF-P27929-F1-model_v3	NA	NA	1.20e-02	246.45	3.247E-06	307	gold
P57741	P48363	AF-P57741-F1-model_v3	AF-P48363-F1-model_v3	NA	NA	0.00e+00	471.42	1.257E-13	559	gold
P57752	P31787	AF-P57752-F1-model_v3	AF-P31787-F1-model_v3	NA	NA	0.00e+00	239.07	1.532E-07	377	gold
P57758	P17261	AF-P57758-F1-model_v3	AF-P17261-F1-model_v3	NA	NA	0.00e+00	553.83	1.692E-10	616	gold
P58684	Q04969	AF-P58684-F1-model_v3	AF-Q04969-F1-model_v3	NA	NA	0.00e+00	453.25	2.466E-11	483	gold
P59229	P25515	AF-P59229-F1-model_v3	AF-P25515-F1-model_v3	NA	NA	0.00e+00	442.02	NA	NA	silver
P60112	P61829	AF-P60112-F1-model_v3	AF-P61829-F1-model_v3	NA	NA	0.00e+00	215.52	1.283E-05	271	gold
P61841	P47150	AF-P61841-F1-model_v3	AF-P47150-F1-model_v3	NA	NA	1.43e-12	379.50	5.610E-11	526	gold
P93043	P38959	AF-P93043-F1-model_v3	AF-P38959-F1-model_v3	NA	NA	9.87e-14	1869.77	1.674E-48	2474	gold
Q0WP44	P52918	AF-Q0WP44-F1-model_v3	AF-P52918-F1-model_v3	NA	NA	0.00e+00	2124.79	7.379E-25	1762	gold
Q0WPD9	Q06522	AF-Q0WPD9-F1-model_v3	AF-Q06522-F1-model_v3	NA	NA	0.00e+00	576.79	2.924E-17	743	gold
Q0WPH8	Q03002	AF-Q0WPH8-F1-model_v3	AF-Q03002-F1-model_v3	NA	NA	7.56e-04	1288.57	NA	NA	silver
Q0WPN0	P24276	AF-Q0WPN0-F1-model_v3	AF-P24276-F1-model_v3	NA	NA	2.03e-09	1622.13	NA	NA	silver
Q0WQD2	P27809	AF-Q0WQD2-F1-model_v3	AF-P27809-F1-model_v3	NA	NA	8.62e-03	369.86	NA	NA	silver
Q0WQF4	P47061	AF-Q0WQF4-F1-model_v3	AF-P47061-F1-model_v3	NA	NA	1.57e-14	1572.72	5.494E-21	1267	gold
Q0WRX7	P18496	AF-Q0WRX7-F1-model_v3	AF-P18496-F1-model_v3	NA	NA	1.17e-07	420.92	5.246E-14	579	gold
Q0WRY1	P38627	AF-Q0WRY1-F1-model_v3	AF-P38627-F1-model_v3	NA	NA	0.00e+00	1595.60	4.982E-82	3497	gold
Q0WUR1	Q04600	AF-Q0WUR1-F1-model_v3	AF-Q04600-F1-model_v3	NA	NA	1.27e-13	1077.66	8.436E-42	1781	gold
Q0WUU6	P10870	AF-Q0WUU6-F1-model_v3	AF-P10870-F1-model_v3	NA	NA	7.10e-13	1280.50	NA	NA	silver
Q0WVF8	P40469	AF-Q0WVF8-F1-model_v3	AF-P40469-F1-model_v3	NA	NA	0.00e+00	2120.26	2.330E-26	1855	gold
Q0WVM5	P53254	AF-Q0WVM5-F1-model_v3	AF-P53254-F1-model_v3	NA	NA	0.00e+00	1949.35	4.500E-54	2764	gold
Q0WVQ3	P29056	AF-Q0WVQ3-F1-model_v3	AF-P29056-F1-model_v3	NA	NA	3.53e-08	926.03	7.781E-24	1151	gold
Q1G3L1	P53220	AF-Q1G3L1-F1-model_v3	AF-P53220-F1-model_v3	NA	NA	1.29e-06	433.25	1.103E-07	353	gold
Q1JPL5	P23748	AF-Q1JPL5-F1-model_v3	AF-P23748-F1-model_v3	NA	NA	6.11e-02	551.11	1.091E-04	222	gold
Q1KPV0	P38297	AF-Q1KPV0-F1-model_v3	AF-P38297-F1-model_v3	NA	NA	1.13e-04	1126.75	1.865E-16	929	gold
Q1LYX4	P28791	AF-Q1LYX4-F1-model_v3	AF-P28791-F1-model_v3	NA	NA	9.33e-08	634.50	1.691E-04	239	gold
Q1PEF8	P00724	AF-Q1PEF8-F1-model_v3	AF-P00724-F1-model_v3	NA	NA	0.00e+00	821.45	1.395E-30	1366	gold
Q1PEH3	P06773	AF-Q1PEH3-F1-model_v3	AF-P06773-F1-model_v3	NA	NA	1.54e-05	332.92	1.436E-13	528	gold
Q1PF33	Q01852	AF-Q1PF33-F1-model_v3	AF-Q01852-F1-model_v3	NA	NA	2.68e-04	679.68	6.051E-15	624	gold
Q2HIK4	P52553	AF-Q2HIK4-F1-model_v3	AF-P52553-F1-model_v3	NA	NA	0.00e+00	324.88	4.141E-07	304	gold
Q2V0Z5	P39731	AF-Q2V0Z5-F1-model_v3	AF-P39731-F1-model_v3	NA	NA	9.83e-07	472.36	2.308E-05	231	gold
Q38954	P38361	AF-Q38954-F1-model_v3	AF-P38361-F1-model_v3	NA	NA	0.00e+00	1074.29	6.395E-24	1354	gold
Q39022	Q00772	AF-Q39022-F1-model_v3	AF-Q00772-F1-model_v3	NA	NA	0.00e+00	950.64	NA	NA	silver
Q39080	P46964	AF-Q39080-F1-model_v3	AF-P46964-F1-model_v3	NA	NA	0.00e+00	292.91	5.915E-07	347	gold
Q3E875	P35688	AF-Q3E875-F1-model_v3	AF-P35688-F1-model_v3	NA	NA	2.21e-03	536.59	NA	NA	silver
Q3E902	Q3E754	AF-Q3E902-F1-model_v3	AF-Q3E754-F1-model_v3	NA	NA	0.00e+00	213.33	6.581E-11	427	gold
Q3E954	P53838	AF-Q3E954-F1-model_v3	AF-P53838-F1-model_v3	NA	NA	0.00e+00	1196.20	2.463E-23	1477	gold
Q3MKM6	Q06506	AF-Q3MKM6-F1-model_v3	AF-Q06506-F1-model_v3	NA	NA	3.67e-11	921.63	5.547E-36	1557	gold
Q43125	P05066	AF-Q43125-F1-model_v3	AF-P05066-F1-model_v3	NA	NA	0.00e+00	1052.99	1.092E-23	1234	gold
Q500V9	P24482	AF-Q500V9-F1-model_v3	AF-P24482-F1-model_v3	NA	NA	0.00e+00	1162.54	6.939E-45	1876	gold
Q500Z1	P21560	AF-Q500Z1-F1-model_v3	AF-P21560-F1-model_v3	NA	NA	2.51e-07	438.89	1.252E-06	404	gold
Q500Z7	P25554	AF-Q500Z7-F1-model_v3	AF-P25554-F1-model_v3	NA	NA	3.18e-06	394.11	6.734E-10	461	gold
Q52T38	Q12013	AF-Q52T38-F1-model_v3	AF-Q12013-F1-model_v3	NA	NA	7.37e-11	1085.51	3.633E-20	1187	gold
Q56XE8	Q04409	AF-Q56XE8-F1-model_v3	AF-Q04409-F1-model_v3	NA	NA	0.00e+00	1117.46	NA	NA	silver
Q58G10	Q12060	AF-Q58G10-F1-model_v3	AF-Q12060-F1-model_v3	NA	NA	3.34e-03	384.99	6.510E-06	317	gold
Q5E930	P41930	AF-Q5E930-F1-model_v3	AF-P41930-F1-model_v3	NA	NA	3.64e-13	696.34	1.617E-06	421	gold
Q5M759	Q12483	AF-Q5M759-F1-model_v3	AF-Q12483-F1-model_v3	NA	NA	0.00e+00	584.52	2.569E-17	742	gold
Q5PP31	P40032	AF-Q5PP31-F1-model_v3	AF-P40032-F1-model_v3	NA	NA	6.09e-03	421.40	NA	NA	silver
Q5PP40	Q12504	AF-Q5PP40-F1-model_v3	AF-Q12504-F1-model_v3	NA	NA	3.85e-12	799.81	NA	NA	silver
Q5XEV4	P20484	AF-Q5XEV4-F1-model_v3	AF-P20484-F1-model_v3	NA	NA	0.00e+00	721.53	4.344E-25	1115	gold
Q5XUY3	Q02457	AF-Q5XUY3-F1-model_v3	AF-Q02457-F1-model_v3	NA	NA	2.49e-03	463.38	2.142E-04	270	gold
Q5XVE2	P32354	AF-Q5XVE2-F1-model_v3	AF-P32354-F1-model_v3	NA	NA	4.88e-05	527.45	1.898E-16	681	gold
Q5XVF0	P40992	AF-Q5XVF0-F1-model_v3	AF-P40992-F1-model_v3	NA	NA	1.09e-05	656.03	5.319E-09	550	gold
Q66GI9	P53322	AF-Q66GI9-F1-model_v3	AF-P53322-F1-model_v3	NA	NA	4.88e-15	1050.60	1.652E-13	813	gold
Q66GR1	P53878	AF-Q66GR1-F1-model_v3	AF-P53878-F1-model_v3	NA	NA	7.97e-13	680.01	1.033E-20	938	gold
Q66GR2	P04387	AF-Q66GR2-F1-model_v3	AF-P04387-F1-model_v3	NA	NA	0.00e+00	699.80	NA	NA	silver
Q67YA7	Q3E705	AF-Q67YA7-F1-model_v3	AF-Q3E705-F1-model_v3	NA	NA	2.98e-06	395.55	2.717E-06	313	gold
Q67Z52	P53904	AF-Q67Z52-F1-model_v3	AF-P53904-F1-model_v3	NA	NA	5.07e-09	433.63	1.792E-16	685	gold
Q67Z79	Q06132	AF-Q67Z79-F1-model_v3	AF-Q06132-F1-model_v3	NA	NA	1.14e-08	1320.39	1.829E-22	1331	gold
Q67ZB6	P40034	AF-Q67ZB6-F1-model_v3	AF-P40034-F1-model_v3	NA	NA	7.67e-05	491.03	8.270E-14	641	gold
Q67ZM7	Q12382	AF-Q67ZM7-F1-model_v3	AF-Q12382-F1-model_v3	NA	NA	4.36e-06	474.32	3.231E-07	436	gold
Q680Q4	Q04195	AF-Q680Q4-F1-model_v3	AF-Q04195-F1-model_v3	NA	NA	8.33e-06	1101.83	2.769E-27	1126	gold
Q682I1	Q3E793	AF-Q682I1-F1-model_v3	AF-Q3E793-F1-model_v3	NA	NA	2.39e-09	234.38	1.693E-09	369	gold
Q682P6	Q08347	AF-Q682P6-F1-model_v3	AF-Q08347-F1-model_v3	NA	NA	2.07e-03	457.38	6.898E-09	405	gold
Q6AWV1	P28005	AF-Q6AWV1-F1-model_v3	AF-P28005-F1-model_v3	NA	NA	7.49e-11	339.47	3.131E-12	471	gold
Q6DBN3	Q02825	AF-Q6DBN3-F1-model_v3	AF-Q02825-F1-model_v3	NA	NA	2.14e-04	368.76	1.312E-10	436	gold
Q6E7H0	P54790	AF-Q6E7H0-F1-model_v3	AF-P54790-F1-model_v3	NA	NA	7.09e-08	878.06	2.809E-14	849	gold
Q6EWX0	P50874	AF-Q6EWX0-F1-model_v3	AF-P50874-F1-model_v3	NA	NA	1.59e-09	674.64	4.726E-16	774	gold
Q6EWX1	P54791	AF-Q6EWX1-F1-model_v3	AF-P54791-F1-model_v3	NA	NA	0.00e+00	841.24	8.510E-21	1088	gold
Q6GKV1	Q12125	AF-Q6GKV1-F1-model_v3	AF-Q12125-F1-model_v3	NA	NA	5.22e-15	667.24	1.581E-09	590	gold
Q6ID87	P47032	AF-Q6ID87-F1-model_v3	AF-P47032-F1-model_v3	NA	NA	6.93e-09	463.19	3.581E-14	549	gold
Q6ID97	P11076	AF-Q6ID97-F1-model_v3	AF-P11076-F1-model_v3	NA	NA	0.00e+00	526.24	1.109E-34	1289	gold
Q6IMT1	Q06116	AF-Q6IMT1-F1-model_v3	AF-Q06116-F1-model_v3	NA	NA	1.83e-11	3044.22	0.000E+00	4984	gold
Q6NL19	P53896	AF-Q6NL19-F1-model_v3	AF-P53896-F1-model_v3	NA	NA	2.31e-07	298.19	1.617E-04	236	gold
Q6NLA5	P53223	AF-Q6NLA5-F1-model_v3	AF-P53223-F1-model_v3	NA	NA	0.00e+00	518.99	2.794E-12	611	gold
Q6NLH7	Q04867	AF-Q6NLH7-F1-model_v3	AF-Q04867-F1-model_v3	NA	NA	6.22e-09	464.80	1.407E-18	752	gold
Q6NLV4	P42841	AF-Q6NLV4-F1-model_v3	AF-P42841-F1-model_v3	NA	NA	3.33e-16	1024.35	1.449E-45	1952	gold
Q6NM71	P53743	AF-Q6NM71-F1-model_v3	AF-P53743-F1-model_v3	NA	NA	1.11e-09	539.07	6.076E-19	711	gold
Q6NMZ4	Q03705	AF-Q6NMZ4-F1-model_v3	AF-Q03705-F1-model_v3	NA	NA	0.00e+00	397.28	1.707E-13	614	gold
Q6NNH6	Q12146	AF-Q6NNH6-F1-model_v3	AF-Q12146-F1-model_v3	NA	NA	0.00e+00	419.20	2.108E-10	456	gold
Q6NNM0	Q3E7C1	AF-Q6NNM0-F1-model_v3	AF-Q3E7C1-F1-model_v3	NA	NA	6.56e-09	164.55	6.412E-06	242	gold
Q6NQH4	P11747	AF-Q6NQH4-F1-model_v3	AF-P11747-F1-model_v3	NA	NA	1.91e-13	300.62	1.696E-05	240	gold
Q6NQJ6	P39112	AF-Q6NQJ6-F1-model_v3	AF-P39112-F1-model_v3	NA	NA	7.67e-10	1377.38	1.355E-31	1545	gold
Q6QJ72	P38744	AF-Q6QJ72-F1-model_v3	AF-P38744-F1-model_v3	NA	NA	2.02e-04	220.64	1.615E-05	259	gold
Q6SJR1	P50105	AF-Q6SJR1-F1-model_v3	AF-P50105-F1-model_v3	NA	NA	2.08e-02	536.91	1.610E-04	230	gold
Q76E23	P39935	AF-Q76E23-F1-model_v3	AF-P39935-F1-model_v3	NA	NA	1.04e-02	1147.56	2.023E-13	804	gold
Q7PC79	P33418	AF-Q7PC79-F1-model_v3	AF-P33418-F1-model_v3	NA	NA	0.00e+00	2018.71	3.109E-28	1952	gold
Q7PC87	Q02785	AF-Q7PC87-F1-model_v3	AF-Q02785-F1-model_v3	NA	NA	0.00e+00	3141.02	NA	NA	silver
Q7XA68	Q12487	AF-Q7XA68-F1-model_v3	AF-Q12487-F1-model_v3	NA	NA	1.29e-12	374.06	1.082E-16	663	gold
Q7XJ61	P47076	AF-Q7XJ61-F1-model_v3	AF-P47076-F1-model_v3	NA	NA	1.80e-08	232.53	8.382E-06	289	gold
