Uniprot_arabadopsis	Uniprot_arabadopsis	AlphaFold_arabadopsis	AlphaFold_arabadopsis	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
O81042	F4IAN4	AF-O81042-F1-model_v3	AF-F4IAN4-F1-model_v3	NA	NA	1.11e-16	547.35	5.157E-08	504	gold
O81801	O81793	AF-O81801-F1-model_v3	AF-O81793-F1-model_v3	NA	NA	6.09e-06	489.11	9.399E-17	614	gold
O82184	F4IJS1	AF-O82184-F1-model_v3	AF-F4IJS1-F1-model_v3	NA	NA	1.02e-09	387.71	2.454E-14	523	gold
O82320	Q9M073	AF-O82320-F1-model_v3	AF-Q9M073-F1-model_v3	NA	NA	0.00e+00	413.50	2.841E-17	749	gold
O82346	F4HP91	AF-O82346-F1-model_v3	AF-F4HP91-F1-model_v3	NA	NA	0.00e+00	489.59	1.599E-30	1141	gold
O82568	O82567	AF-O82568-F1-model_v3	AF-O82567-F1-model_v3	NA	NA	0.00e+00	1150.66	1.069E-49	2812	gold
O82631	Q9M9G7	AF-O82631-F1-model_v3	AF-Q9M9G7-F1-model_v3	NA	NA	8.23e-11	470.01	1.600E-07	367	gold
O82638	F4JVV9	AF-O82638-F1-model_v3	AF-F4JVV9-F1-model_v3	NA	NA	3.60e-13	683.32	1.041E-36	1510	gold
P09468	Q96252	AF-P09468-F1-model_v3	AF-Q96252-F1-model_v3	NA	NA	0.00e+00	365.85	1.551E-13	589	gold
P0CAY1	Q3E8B0	AF-P0CAY1-F1-model_v3	AF-Q3E8B0-F1-model_v3	NA	NA	4.67e-06	124.07	6.063E-04	179	gold
P0CB26	Q9LYU2	AF-P0CB26-F1-model_v3	AF-Q9LYU2-F1-model_v3	NA	NA	1.48e-08	541.94	1.047E-10	371	gold
P0DI07	B9DHD3	AF-P0DI07-F1-model_v3	AF-B9DHD3-F1-model_v3	NA	NA	0.00e+00	1240.43	1.410E-84	3427	gold
P22738	P17094	AF-P22738-F1-model_v3	AF-P17094-F1-model_v3	NA	NA	0.00e+00	1151.29	2.071E-72	3153	gold
P25864	Q9LVU5	AF-P25864-F1-model_v3	AF-Q9LVU5-F1-model_v3	NA	NA	2.03e-09	376.79	1.438E-11	494	gold
P25873	Q9FLF3	AF-P25873-F1-model_v3	AF-Q9FLF3-F1-model_v3	NA	NA	1.48e-05	378.27	7.660E-13	493	gold
P31169	P18612	AF-P31169-F1-model_v3	AF-P18612-F1-model_v3	NA	NA	1.68e-10	191.83	2.359E-06	214	gold
P32746	Q9LVI9	AF-P32746-F1-model_v3	AF-Q9LVI9-F1-model_v3	NA	NA	0.00e+00	615.48	1.031E-18	832	gold
P34047	O23346	AF-P34047-F1-model_v3	AF-O23346-F1-model_v3	NA	NA	0.00e+00	714.97	4.303E-45	1826	gold
P37271	Q9SI77	AF-P37271-F1-model_v3	AF-Q9SI77-F1-model_v3	NA	NA	0.00e+00	628.10	2.820E-09	570	gold
P42043	O04921	AF-P42043-F1-model_v3	AF-O04921-F1-model_v3	NA	NA	1.11e-16	1157.65	1.174E-60	2412	gold
P42699	P11490	AF-P42699-F1-model_v3	AF-P11490-F1-model_v3	NA	NA	1.59e-13	437.69	5.704E-24	986	gold
P43256	P14891	AF-P43256-F1-model_v3	AF-P14891-F1-model_v3	NA	NA	0.00e+00	1454.61	1.180E-74	3456	gold
P46086	Q9C6T1	AF-P46086-F1-model_v3	AF-Q9C6T1-F1-model_v3	NA	NA	3.19e-07	617.28	3.706E-15	729	gold
P48641	P42770	AF-P48641-F1-model_v3	AF-P42770-F1-model_v3	NA	NA	0.00e+00	1358.28	2.187E-70	2874	gold
P51430	O48549	AF-P51430-F1-model_v3	AF-O48549-F1-model_v3	NA	NA	0.00e+00	733.84	1.348E-44	1765	gold
P53799	O65688	AF-P53799-F1-model_v3	AF-O65688-F1-model_v3	NA	NA	0.00e+00	1176.21	1.657E-47	2614	gold
P56761	P83755	AF-P56761-F1-model_v3	AF-P83755-F1-model_v3	NA	NA	0.00e+00	832.42	9.472E-21	1114	gold
P56767	P56766	AF-P56767-F1-model_v3	AF-P56766-F1-model_v3	NA	NA	0.00e+00	1672.21	1.980E-48	2817	gold
P56777	P56778	AF-P56777-F1-model_v3	AF-P56778-F1-model_v3	NA	NA	1.91e-07	680.29	8.363E-14	688	gold
P56778	P56777	AF-P56778-F1-model_v3	AF-P56777-F1-model_v3	NA	NA	1.91e-07	680.29	1.553E-12	707	gold
P56788	Q8VY53	AF-P56788-F1-model_v3	AF-Q8VY53-F1-model_v3	NA	NA	3.00e-06	297.81	3.724E-05	257	gold
P56794	Q8LCN1	AF-P56794-F1-model_v3	AF-Q8LCN1-F1-model_v3	NA	NA	0.00e+00	284.98	5.885E-06	282	gold
P56799	Q31708	AF-P56799-F1-model_v3	AF-Q31708-F1-model_v3	NA	NA	4.73e-05	281.52	3.001E-06	316	gold
P56804	Q9SMX4	AF-P56804-F1-model_v3	AF-Q9SMX4-F1-model_v3	NA	NA	8.56e-13	275.62	4.172E-07	300	gold
P56807	Q9LML3	AF-P56807-F1-model_v3	AF-Q9LML3-F1-model_v3	NA	NA	4.15e-05	199.39	9.132E-04	179	gold
P58684	F4JGB4	AF-P58684-F1-model_v3	AF-F4JGB4-F1-model_v3	NA	NA	0.00e+00	505.64	1.592E-27	1110	gold
P59224	P59223	AF-P59224-F1-model_v3	AF-P59223-F1-model_v3	NA	NA	0.00e+00	431.63	1.098E-22	1036	gold
P82790	Q9SL74	AF-P82790-F1-model_v3	AF-Q9SL74-F1-model_v3	NA	NA	7.17e-06	161.45	1.903E-05	236	gold
P83755	P56761	AF-P83755-F1-model_v3	AF-P56761-F1-model_v3	NA	NA	0.00e+00	832.42	1.423E-22	1119	gold
P92514	A0A2P2CLH8	AF-P92514-F1-model_v3	AF-A0A2P2CLH8-F1-model_v3	NA	NA	0.00e+00	791.95	4.566E-35	1873	gold
P92531	F4IL89	AF-P92531-F1-model_v3	AF-F4IL89-F1-model_v3	NA	NA	2.38e-03	135.82	1.029E-04	247	gold
P92959	Q9LT09	AF-P92959-F1-model_v3	AF-Q9LT09-F1-model_v3	NA	NA	4.16e-09	279.03	3.392E-09	439	gold
P93014	Q6GKU7	AF-P93014-F1-model_v3	AF-Q6GKU7-F1-model_v3	NA	NA	9.85e-04	510.25	2.671E-18	760	gold
P93280	A0A2P2CLF2	AF-P93280-F1-model_v3	AF-A0A2P2CLF2-F1-model_v3	NA	NA	0.00e+00	572.03	1.283E-23	1242	gold
P93750	A0A1I9LLC5	AF-P93750-F1-model_v3	AF-A0A1I9LLC5-F1-model_v3	NA	NA	2.32e-07	2135.51	5.127E-91	4239	gold
Q04613	A0A2P2CLH9	AF-Q04613-F1-model_v3	AF-A0A2P2CLH9-F1-model_v3	NA	NA	3.06e-10	478.97	1.485E-21	766	gold
Q07187	Q02973	AF-Q07187-F1-model_v3	AF-Q02973-F1-model_v3	NA	NA	1.53e-07	184.43	5.854E-08	362	gold
Q0V7R8	F4JHF7	AF-Q0V7R8-F1-model_v3	AF-F4JHF7-F1-model_v3	NA	NA	1.11e-16	325.28	2.274E-15	619	gold
Q0WKW1	F4J5R1	AF-Q0WKW1-F1-model_v3	AF-F4J5R1-F1-model_v3	NA	NA	1.07e-06	1269.70	4.836E-63	2471	gold
Q0WMV8	P0DI19	AF-Q0WMV8-F1-model_v3	AF-P0DI19-F1-model_v3	NA	NA	0.00e+00	311.97	5.731E-25	908	gold
Q0WNC2	F4KFF0	AF-Q0WNC2-F1-model_v3	AF-F4KFF0-F1-model_v3	NA	NA	7.24e-06	448.66	9.312E-09	320	gold
Q0WP96	Q9SYM0	AF-Q0WP96-F1-model_v3	AF-Q9SYM0-F1-model_v3	NA	NA	0.00e+00	576.60	1.666E-09	534	gold
Q0WPS2	O80854	AF-Q0WPS2-F1-model_v3	AF-O80854-F1-model_v3	NA	NA	0.00e+00	623.09	2.883E-17	860	gold
Q0WPZ0	A0A1P8AUV6	AF-Q0WPZ0-F1-model_v3	AF-A0A1P8AUV6-F1-model_v3	NA	NA	0.00e+00	2470.97	0.000E+00	5788	gold
Q0WS99	O65631	AF-Q0WS99-F1-model_v3	AF-O65631-F1-model_v3	NA	NA	8.09e-03	465.51	8.629E-11	408	gold
Q0WUQ7	F4HZG9	AF-Q0WUQ7-F1-model_v3	AF-F4HZG9-F1-model_v3	NA	NA	0.00e+00	915.69	1.237E-34	1444	gold
Q0WVV5	Q9ZNU3	AF-Q0WVV5-F1-model_v3	AF-Q9ZNU3-F1-model_v3	NA	NA	6.16e-01	365.84	2.190E-04	202	gold
Q0WW53	Q9FM11	AF-Q0WW53-F1-model_v3	AF-Q9FM11-F1-model_v3	NA	NA	0.00e+00	467.64	5.592E-13	560	gold
Q0WWQ1	Q8VZ52	AF-Q0WWQ1-F1-model_v3	AF-Q8VZ52-F1-model_v3	NA	NA	4.75e-04	329.16	2.144E-08	394	gold
Q1G309	O82275	AF-Q1G309-F1-model_v3	AF-O82275-F1-model_v3	NA	NA	0.00e+00	214.73	7.495E-07	279	gold
Q1JPP0	F4IXL3	AF-Q1JPP0-F1-model_v3	AF-F4IXL3-F1-model_v3	NA	NA	0.00e+00	1009.75	1.119E-37	2156	gold
Q1PDX4	Q9FZ93	AF-Q1PDX4-F1-model_v3	AF-Q9FZ93-F1-model_v3	NA	NA	5.81e-07	378.34	1.282E-16	674	gold
Q1PE85	B9DG91	AF-Q1PE85-F1-model_v3	AF-B9DG91-F1-model_v3	NA	NA	0.00e+00	537.22	5.901E-18	840	gold
Q1PEN6	F4IWC6	AF-Q1PEN6-F1-model_v3	AF-F4IWC6-F1-model_v3	NA	NA	5.24e-08	633.07	5.226E-23	1021	gold
Q1PEU6	O64855	AF-Q1PEU6-F1-model_v3	AF-O64855-F1-model_v3	NA	NA	1.57e-02	246.42	3.496E-09	344	gold
Q24JL3	O64530	AF-Q24JL3-F1-model_v3	AF-O64530-F1-model_v3	NA	NA	0.00e+00	994.31	9.031E-64	2430	gold
Q27GM2	P92529	AF-Q27GM2-F1-model_v3	AF-P92529-F1-model_v3	NA	NA	3.06e-06	449.28	9.238E-29	1078	gold
Q2PGG3	Q9ZSS6	AF-Q2PGG3-F1-model_v3	AF-Q9ZSS6-F1-model_v3	NA	NA	0.00e+00	813.72	2.289E-28	1190	gold
Q2V2R0	F4IZM5	AF-Q2V2R0-F1-model_v3	AF-F4IZM5-F1-model_v3	NA	NA	2.27e-04	233.85	8.193E-06	253	gold
Q2V2S9	P82793	AF-Q2V2S9-F1-model_v3	AF-P82793-F1-model_v3	NA	NA	1.21e-06	126.04	2.184E-09	365	gold
Q2V328	Q2V329	AF-Q2V328-F1-model_v3	AF-Q2V329-F1-model_v3	NA	NA	3.60e-05	134.24	1.095E-04	212	gold
Q2V329	Q2V328	AF-Q2V329-F1-model_v3	AF-Q2V328-F1-model_v3	NA	NA	3.60e-05	134.24	9.924E-05	215	gold
Q2V4E0	Q2V4D9	AF-Q2V4E0-F1-model_v3	AF-Q2V4D9-F1-model_v3	NA	NA	9.08e-06	178.54	6.736E-08	314	gold
Q2V4F7	Q2V4F6	AF-Q2V4F7-F1-model_v3	AF-Q2V4F6-F1-model_v3	NA	NA	1.04e-05	118.60	3.109E-08	282	gold
Q304C3	P60112	AF-Q304C3-F1-model_v3	AF-P60112-F1-model_v3	NA	NA	0.00e+00	239.82	2.066E-09	426	gold
Q31708	P56799	AF-Q31708-F1-model_v3	AF-P56799-F1-model_v3	NA	NA	4.73e-05	281.52	2.476E-06	320	gold
Q38805	P25860	AF-Q38805-F1-model_v3	AF-P25860-F1-model_v3	NA	NA	2.43e-04	143.88	1.098E-09	321	gold
Q38842	Q2HIQ2	AF-Q38842-F1-model_v3	AF-Q2HIQ2-F1-model_v3	NA	NA	0.00e+00	215.88	8.615E-12	429	gold
Q38859	A8MRK9	AF-Q38859-F1-model_v3	AF-A8MRK9-F1-model_v3	NA	NA	3.08e-07	197.14	9.871E-04	189	gold
Q38885	F4IQV7	AF-Q38885-F1-model_v3	AF-F4IQV7-F1-model_v3	NA	NA	5.05e-14	1132.85	2.943E-23	1306	gold
Q39080	O22622	AF-Q39080-F1-model_v3	AF-O22622-F1-model_v3	NA	NA	0.00e+00	335.94	6.253E-16	733	gold
Q39161	Q9LZ66	AF-Q39161-F1-model_v3	AF-Q9LZ66-F1-model_v3	NA	NA	3.79e-13	1008.95	2.824E-30	1297	gold
Q39247	Q38821	AF-Q39247-F1-model_v3	AF-Q38821-F1-model_v3	NA	NA	0.00e+00	1202.82	5.528E-80	3615	gold
Q3E938	Q9LXP6	AF-Q3E938-F1-model_v3	AF-Q9LXP6-F1-model_v3	NA	NA	1.14e-07	287.10	1.679E-12	563	gold
Q3E966	F4KI88	AF-Q3E966-F1-model_v3	AF-F4KI88-F1-model_v3	NA	NA	1.28e-02	492.81	5.041E-18	675	gold
Q3EBD8	A8MRV4	AF-Q3EBD8-F1-model_v3	AF-A8MRV4-F1-model_v3	NA	NA	1.24e-14	281.38	1.897E-10	422	gold
Q3EBM6	P0DN99	AF-Q3EBM6-F1-model_v3	AF-P0DN99-F1-model_v3	NA	NA	8.34e-04	152.17	1.381E-07	266	gold
Q3EBU2	Q2V2Y6	AF-Q3EBU2-F1-model_v3	AF-Q2V2Y6-F1-model_v3	NA	NA	2.90e-11	232.52	1.880E-11	449	gold
Q3ECP9	O64866	AF-Q3ECP9-F1-model_v3	AF-O64866-F1-model_v3	NA	NA	2.73e-14	298.48	3.853E-09	408	gold
Q3ECS5	F4IWB3	AF-Q3ECS5-F1-model_v3	AF-F4IWB3-F1-model_v3	NA	NA	4.10e-04	188.74	6.168E-06	235	gold
Q3ECX5	O23036	AF-Q3ECX5-F1-model_v3	AF-O23036-F1-model_v3	NA	NA	6.35e-11	270.06	1.612E-08	352	gold
Q42377	P93746	AF-Q42377-F1-model_v3	AF-P93746-F1-model_v3	NA	NA	3.32e-08	203.34	2.517E-11	436	gold
Q42577	P56756	AF-Q42577-F1-model_v3	AF-P56756-F1-model_v3	NA	NA	4.84e-14	434.41	1.254E-21	837	gold
Q43315	Q09152	AF-Q43315-F1-model_v3	AF-Q09152-F1-model_v3	NA	NA	0.00e+00	1005.73	5.634E-43	2359	gold
Q494P3	F4HYF4	AF-Q494P3-F1-model_v3	AF-F4HYF4-F1-model_v3	NA	NA	0.00e+00	1714.06	1.729E-91	4401	gold
Q4PL95	F4JPQ4	AF-Q4PL95-F1-model_v3	AF-F4JPQ4-F1-model_v3	NA	NA	1.52e-02	280.36	5.914E-06	285	gold
Q4V399	F4HTL8	AF-Q4V399-F1-model_v3	AF-F4HTL8-F1-model_v3	NA	NA	1.22e-15	604.07	5.854E-33	1311	gold
Q4VP04	Q2V310	AF-Q4VP04-F1-model_v3	AF-Q2V310-F1-model_v3	NA	NA	1.55e-06	176.21	3.635E-11	413	gold
Q52K83	O49284	AF-Q52K83-F1-model_v3	AF-O49284-F1-model_v3	NA	NA	2.73e-02	342.46	8.628E-17	628	gold
Q52K84	Q5BPW9	AF-Q52K84-F1-model_v3	AF-Q5BPW9-F1-model_v3	NA	NA	1.25e-11	449.85	2.493E-15	758	gold
Q56XR6	P0C043	AF-Q56XR6-F1-model_v3	AF-P0C043-F1-model_v3	NA	NA	0.00e+00	1325.05	1.015E-40	2472	gold
Q56XR7	Q9M158	AF-Q56XR7-F1-model_v3	AF-Q9M158-F1-model_v3	NA	NA	1.88e-04	496.39	3.399E-19	726	gold
Q56XZ1	B5X561	AF-Q56XZ1-F1-model_v3	AF-B5X561-F1-model_v3	NA	NA	0.00e+00	1636.69	1.035E-94	4165	gold
Q5BPU6	F4HY84	AF-Q5BPU6-F1-model_v3	AF-F4HY84-F1-model_v3	NA	NA	4.46e-01	313.20	1.049E-04	203	gold
Q5BPW9	Q52K84	AF-Q5BPW9-F1-model_v3	AF-Q52K84-F1-model_v3	NA	NA	1.25e-11	449.85	5.207E-16	774	gold
Q5BPY8	O80782	AF-Q5BPY8-F1-model_v3	AF-O80782-F1-model_v3	NA	NA	1.31e-06	269.41	1.451E-09	340	gold
Q5BQ04	Q58G35	AF-Q5BQ04-F1-model_v3	AF-Q58G35-F1-model_v3	NA	NA	0.00e+00	606.14	6.656E-25	1313	gold
Q5HZ60	Q9LHQ7	AF-Q5HZ60-F1-model_v3	AF-Q9LHQ7-F1-model_v3	NA	NA	3.13e-11	572.79	1.448E-23	931	gold
Q5MK24	Q5MK23	AF-Q5MK24-F1-model_v3	AF-Q5MK23-F1-model_v3	NA	NA	0.00e+00	593.60	7.723E-22	1072	gold
Q5PP23	Q500V2	AF-Q5PP23-F1-model_v3	AF-Q500V2-F1-model_v3	NA	NA	0.00e+00	1498.32	7.904E-82	3793	gold
Q5PP33	A0A1P8B1H3	AF-Q5PP33-F1-model_v3	AF-A0A1P8B1H3-F1-model_v3	NA	NA	3.09e-13	1047.39	1.185E-18	1075	gold
Q5Q0C8	O82804	AF-Q5Q0C8-F1-model_v3	AF-O82804-F1-model_v3	NA	NA	5.70e-02	556.35	4.115E-09	370	gold
Q5Q0H6	Q9C7X6	AF-Q5Q0H6-F1-model_v3	AF-Q9C7X6-F1-model_v3	NA	NA	1.24e-07	364.60	8.090E-09	423	gold
Q5XF06	Q1PF33	AF-Q5XF06-F1-model_v3	AF-Q1PF33-F1-model_v3	NA	NA	1.97e-10	1074.32	2.788E-55	2173	gold
Q5XF13	A0A178VGS0	AF-Q5XF13-F1-model_v3	AF-A0A178VGS0-F1-model_v3	NA	NA	3.46e-10	527.13	3.440E-20	957	gold
Q5XF36	F4I8Q7	AF-Q5XF36-F1-model_v3	AF-F4I8Q7-F1-model_v3	NA	NA	0.00e+00	1083.68	1.682E-38	2150	gold
Q5XV31	O04650	AF-Q5XV31-F1-model_v3	AF-O04650-F1-model_v3	NA	NA	2.59e-05	1317.16	2.521E-12	712	gold
Q5XVA8	Q8LPK7	AF-Q5XVA8-F1-model_v3	AF-Q8LPK7-F1-model_v3	NA	NA	2.05e-12	1163.43	2.104E-12	463	gold
Q5XVH6	B3H4T7	AF-Q5XVH6-F1-model_v3	AF-B3H4T7-F1-model_v3	NA	NA	1.28e-12	265.90	3.488E-14	537	gold
Q64J17	Q42539	AF-Q64J17-F1-model_v3	AF-Q42539-F1-model_v3	NA	NA	0.00e+00	624.15	5.391E-39	1574	gold
Q66GR7	A8MQG8	AF-Q66GR7-F1-model_v3	AF-A8MQG8-F1-model_v3	NA	NA	2.20e-10	666.18	8.806E-20	845	gold
Q67XT3	F4K9F4	AF-Q67XT3-F1-model_v3	AF-F4K9F4-F1-model_v3	NA	NA	1.55e-10	513.30	8.407E-14	553	gold
Q67XU1	Q0WN19	AF-Q67XU1-F1-model_v3	AF-Q0WN19-F1-model_v3	NA	NA	2.03e-03	163.36	1.005E-09	364	gold
Q680D9	Q1PDT6	AF-Q680D9-F1-model_v3	AF-Q1PDT6-F1-model_v3	NA	NA	1.20e-14	666.27	4.525E-43	1761	gold
Q6AWV5	A0A1P8AM80	AF-Q6AWV5-F1-model_v3	AF-A0A1P8AM80-F1-model_v3	NA	NA	1.30e-06	257.77	6.439E-06	241	gold
Q6AWV8	Q8L9R4	AF-Q6AWV8-F1-model_v3	AF-Q8L9R4-F1-model_v3	NA	NA	2.66e-14	274.64	6.185E-06	328	gold
Q6DBN3	F4J8D6	AF-Q6DBN3-F1-model_v3	AF-F4J8D6-F1-model_v3	NA	NA	0.00e+00	540.35	8.433E-35	1330	gold
Q6GKU7	P93014	AF-Q6GKU7-F1-model_v3	AF-P93014-F1-model_v3	NA	NA	9.85e-04	510.25	3.719E-17	747	gold
Q6ICX5	F4KBG5	AF-Q6ICX5-F1-model_v3	AF-F4KBG5-F1-model_v3	NA	NA	0.00e+00	1469.58	1.286E-85	3849	gold
Q6IDC0	A0A1P8BAF7	AF-Q6IDC0-F1-model_v3	AF-A0A1P8BAF7-F1-model_v3	NA	NA	2.13e-04	764.88	2.513E-08	417	gold
Q6IDS6	E0X9N4	AF-Q6IDS6-F1-model_v3	AF-E0X9N4-F1-model_v3	NA	NA	1.29e-11	834.42	2.562E-49	1940	gold
Q6NKQ6	F4J1H2	AF-Q6NKQ6-F1-model_v3	AF-F4J1H2-F1-model_v3	NA	NA	3.39e-10	562.49	3.149E-30	1275	gold
Q6NKR3	A0A1P8AP59	AF-Q6NKR3-F1-model_v3	AF-A0A1P8AP59-F1-model_v3	NA	NA	7.26e-09	510.25	2.331E-16	663	gold
Q6NKT6	Q8L638	AF-Q6NKT6-F1-model_v3	AF-Q8L638-F1-model_v3	NA	NA	4.74e-06	632.06	3.992E-04	310	gold
Q6NKV4	O81071	AF-Q6NKV4-F1-model_v3	AF-O81071-F1-model_v3	NA	NA	0.00e+00	341.31	6.401E-14	693	gold
Q6NKX1	P92983	AF-Q6NKX1-F1-model_v3	AF-P92983-F1-model_v3	NA	NA	0.00e+00	1343.02	1.100E-67	3222	gold
Q6NL19	F4I2E7	AF-Q6NL19-F1-model_v3	AF-F4I2E7-F1-model_v3	NA	NA	0.00e+00	484.53	1.217E-25	1103	gold
Q6NLZ3	Q6DBN0	AF-Q6NLZ3-F1-model_v3	AF-Q6DBN0-F1-model_v3	NA	NA	0.00e+00	712.54	1.337E-43	1830	gold
Q6NME2	Q6AWV7	AF-Q6NME2-F1-model_v3	AF-Q6AWV7-F1-model_v3	NA	NA	1.24e-04	184.02	3.846E-09	358	gold
Q6NMH7	F4IDQ5	AF-Q6NMH7-F1-model_v3	AF-F4IDQ5-F1-model_v3	NA	NA	3.76e-02	520.63	2.462E-24	849	gold
Q6NMS1	P42793	AF-Q6NMS1-F1-model_v3	AF-P42793-F1-model_v3	NA	NA	3.60e-14	379.60	1.172E-27	1131	gold
Q6NNH6	Q9C7A8	AF-Q6NNH6-F1-model_v3	AF-Q9C7A8-F1-model_v3	NA	NA	3.62e-10	323.87	1.777E-05	271	gold
Q6NNM0	B3H572	AF-Q6NNM0-F1-model_v3	AF-B3H572-F1-model_v3	NA	NA	1.11e-16	183.80	2.576E-10	396	gold
Q6NPG7	A0A1I9LMB9	AF-Q6NPG7-F1-model_v3	AF-A0A1I9LMB9-F1-model_v3	NA	NA	4.40e-14	417.86	4.917E-04	242	gold
Q6NPP2	Q9LDH9	AF-Q6NPP2-F1-model_v3	AF-Q9LDH9-F1-model_v3	NA	NA	1.54e-12	475.78	7.553E-10	506	gold
Q6NQ99	A0A1P8B9P9	AF-Q6NQ99-F1-model_v3	AF-A0A1P8B9P9-F1-model_v3	NA	NA	6.08e-05	516.09	1.081E-08	330	gold
Q6NQG5	Q8GWQ6	AF-Q6NQG5-F1-model_v3	AF-Q8GWQ6-F1-model_v3	NA	NA	1.40e-09	286.49	2.651E-12	501	gold
Q6NQK9	Q9FJ81	AF-Q6NQK9-F1-model_v3	AF-Q9FJ81-F1-model_v3	NA	NA	1.02e-06	419.77	1.024E-12	567	gold
Q6NQM0	Q9M1X0	AF-Q6NQM0-F1-model_v3	AF-Q9M1X0-F1-model_v3	NA	NA	3.28e-11	660.33	3.084E-19	833	gold
Q6NQP5	A0A1P8AW53	AF-Q6NQP5-F1-model_v3	AF-A0A1P8AW53-F1-model_v3	NA	NA	1.54e-09	371.80	6.449E-06	298	gold
Q6RF46	Q9STN5	AF-Q6RF46-F1-model_v3	AF-Q9STN5-F1-model_v3	NA	NA	2.67e-08	231.90	2.191E-09	466	gold
Q6SJR1	F4K4L7	AF-Q6SJR1-F1-model_v3	AF-F4K4L7-F1-model_v3	NA	NA	7.20e-06	1148.20	1.492E-42	1746	gold
Q71DJ5	Q67ZU1	AF-Q71DJ5-F1-model_v3	AF-Q67ZU1-F1-model_v3	NA	NA	0.00e+00	970.56	1.509E-45	1764	gold
Q75W54	F4JCX1	AF-Q75W54-F1-model_v3	AF-F4JCX1-F1-model_v3	NA	NA	1.13e-05	1017.42	8.719E-29	1374	gold
Q7XA68	Q9SYL9	AF-Q7XA68-F1-model_v3	AF-Q9SYL9-F1-model_v3	NA	NA	1.46e-12	400.15	6.972E-16	640	gold
Q7XBQ8	Q94CK1	AF-Q7XBQ8-F1-model_v3	AF-Q94CK1-F1-model_v3	NA	NA	1.45e-04	407.73	1.736E-12	543	gold
Q7XJ61	A0A1I9LMM7	AF-Q7XJ61-F1-model_v3	AF-A0A1I9LMM7-F1-model_v3	NA	NA	0.00e+00	381.45	2.307E-18	809	gold
Q7Y1C5	Q7Y1C4	AF-Q7Y1C5-F1-model_v3	AF-Q7Y1C4-F1-model_v3	NA	NA	4.59e-12	2625.29	0.000E+00	7749	gold
Q7Y227	Q5BPR8	AF-Q7Y227-F1-model_v3	AF-Q5BPR8-F1-model_v3	NA	NA	0.00e+00	1160.19	1.786E-51	2570	gold
Q84JD6	Q56Y15	AF-Q84JD6-F1-model_v3	AF-Q56Y15-F1-model_v3	NA	NA	3.51e-08	678.11	1.885E-34	1068	gold
Q84JN0	F4IDY7	AF-Q84JN0-F1-model_v3	AF-F4IDY7-F1-model_v3	NA	NA	1.79e-08	846.17	1.884E-24	1133	gold
Q84JN2	Q9FX03	AF-Q84JN2-F1-model_v3	AF-Q9FX03-F1-model_v3	NA	NA	1.71e-05	525.48	1.151E-24	1078	gold
Q84JY3	Q0WQ76	AF-Q84JY3-F1-model_v3	AF-Q0WQ76-F1-model_v3	NA	NA	5.04e-04	357.61	1.471E-15	664	gold
Q84K05	F4KCY1	AF-Q84K05-F1-model_v3	AF-F4KCY1-F1-model_v3	NA	NA	1.07e-13	469.21	2.773E-27	1007	gold
Q84K42	Q1G3T8	AF-Q84K42-F1-model_v3	AF-Q1G3T8-F1-model_v3	NA	NA	1.16e-05	190.43	2.215E-04	200	gold
Q84K50	O80846	AF-Q84K50-F1-model_v3	AF-O80846-F1-model_v3	NA	NA	8.06e-05	362.27	2.179E-10	445	gold
Q84K90	Q94AZ5	AF-Q84K90-F1-model_v3	AF-Q94AZ5-F1-model_v3	NA	NA	1.48e-13	724.38	5.225E-12	497	gold
Q84M89	F4HTM3	AF-Q84M89-F1-model_v3	AF-F4HTM3-F1-model_v3	NA	NA	0.00e+00	2191.20	0.000E+00	5809	gold
Q84MD2	O65684	AF-Q84MD2-F1-model_v3	AF-O65684-F1-model_v3	NA	NA	1.89e-03	135.32	4.352E-06	217	gold
Q84Q60	Q9C7K7	AF-Q84Q60-F1-model_v3	AF-Q9C7K7-F1-model_v3	NA	NA	1.39e-09	325.20	5.463E-12	522	gold
Q84RF2	Q1G3W7	AF-Q84RF2-F1-model_v3	AF-Q1G3W7-F1-model_v3	NA	NA	3.83e-07	344.56	1.751E-09	391	gold
Q84VW1	F4KFM8	AF-Q84VW1-F1-model_v3	AF-F4KFM8-F1-model_v3	NA	NA	2.38e-04	189.92	8.819E-09	330	gold
Q84VZ6	A0A1P8AQV9	AF-Q84VZ6-F1-model_v3	AF-A0A1P8AQV9-F1-model_v3	NA	NA	0.00e+00	593.11	8.136E-33	1333	gold
Q84X07	O22829	AF-Q84X07-F1-model_v3	AF-O22829-F1-model_v3	NA	NA	1.67e-09	448.61	1.239E-22	1035	gold
Q84X40	Q6IDB0	AF-Q84X40-F1-model_v3	AF-Q6IDB0-F1-model_v3	NA	NA	4.73e-03	251.07	1.946E-15	507	gold
Q8GUH8	O81916	AF-Q8GUH8-F1-model_v3	AF-O81916-F1-model_v3	NA	NA	0.00e+00	1073.83	1.433E-62	2608	gold
Q8GUH9	F4J4F8	AF-Q8GUH9-F1-model_v3	AF-F4J4F8-F1-model_v3	NA	NA	6.66e-04	467.54	1.514E-10	501	gold
Q8GUM5	Q9M292	AF-Q8GUM5-F1-model_v3	AF-Q9M292-F1-model_v3	NA	NA	4.00e-10	815.27	3.282E-21	930	gold
