Uniprot_arabadopsis	Uniprot_pombe	AlphaFold_arabadopsis	AlphaFold_pombe	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q9ZPI1	Q9UUE6	AF-Q9ZPI1-F1-model_v3	AF-Q9UUE6-F1-model_v3	9.3e-205	583.9	0.00e+00	1541.94	4.848E-75	3201	platinum
Q9ZPW2	O42971	AF-Q9ZPW2-F1-model_v3	AF-O42971-F1-model_v3	1.1e-45	147.1	4.53e-14	407.86	8.487E-21	933	platinum
Q9ZPX1	Q09767	AF-Q9ZPX1-F1-model_v3	AF-Q09767-F1-model_v3	3.6e-62	188.7	0.00e+00	500.07	3.938E-26	982	platinum
Q9ZPY7	O13671	AF-Q9ZPY7-F1-model_v3	AF-O13671-F1-model_v3	1.1e-162	500.7	0.00e+00	2406.54	1.390E-45	3053	platinum
Q9ZQH0	O74414	AF-Q9ZQH0-F1-model_v3	AF-O74414-F1-model_v3	6.4e-41	137.9	0.00e+00	629.04	8.752E-22	888	platinum
Q9ZQX4	O43046	AF-Q9ZQX4-F1-model_v3	AF-O43046-F1-model_v3	1.6e-29	101.3	0.00e+00	328.10	3.982E-14	530	platinum
Q9ZR07	O74831	AF-Q9ZR07-F1-model_v3	AF-O74831-F1-model_v3	2.2e-25	94.0	1.09e-10	351.68	2.549E-12	505	platinum
Q9ZR37	O13632	AF-Q9ZR37-F1-model_v3	AF-O13632-F1-model_v3	1.4e-18	79.7	1.11e-08	418.61	2.090E-12	502	platinum
Q9ZRD6	O60073	AF-Q9ZRD6-F1-model_v3	AF-O60073-F1-model_v3	9.9e-61	186.0	0.00e+00	484.79	2.205E-26	1063	platinum
Q9ZRV4	Q9P7W6	AF-Q9ZRV4-F1-model_v3	AF-Q9P7W6-F1-model_v3	1.8e-113	356.3	0.00e+00	1582.30	1.473E-62	2824	platinum
Q9ZRZ8	Q09903	AF-Q9ZRZ8-F1-model_v3	AF-Q09903-F1-model_v3	5.5e-133	411.0	1.09e-09	1455.52	1.513E-59	2549	platinum
Q9ZSS6	O94634	AF-Q9ZSS6-F1-model_v3	AF-O94634-F1-model_v3	1.6e-144	429.1	0.00e+00	1509.17	1.209E-65	2840	platinum
Q9ZT71	Q12381	AF-Q9ZT71-F1-model_v3	AF-Q12381-F1-model_v3	4.3e-92	312.0	0.00e+00	2392.06	7.660E-64	3813	platinum
Q9ZT87	Q9USL5	AF-Q9ZT87-F1-model_v3	AF-Q9USL5-F1-model_v3	1.1e-97	293.9	0.00e+00	1061.37	2.378E-48	2009	platinum
Q9ZT91	Q9Y700	AF-Q9ZT91-F1-model_v3	AF-Q9Y700-F1-model_v3	3.4e-175	496.1	0.00e+00	1195.91	8.137E-69	2830	platinum
Q9ZU50	O60113	AF-Q9ZU50-F1-model_v3	AF-O60113-F1-model_v3	4.3e-88	278.9	0.00e+00	1335.62	3.954E-36	1903	platinum
Q9ZU66	O14102	AF-Q9ZU66-F1-model_v3	AF-O14102-F1-model_v3	5.6e-77	238.4	2.44e-07	705.44	3.544E-32	1244	platinum
Q9ZU97	P87145	AF-Q9ZU97-F1-model_v3	AF-P87145-F1-model_v3	8.0e-131	405.6	0.00e+00	1689.64	3.264E-36	2434	platinum
Q9ZUG4	O60185	AF-Q9ZUG4-F1-model_v3	AF-O60185-F1-model_v3	1.6e-110	325.5	0.00e+00	911.73	3.628E-45	1950	platinum
Q9ZUI4	Q10205	AF-Q9ZUI4-F1-model_v3	AF-Q10205-F1-model_v3	1.1e-44	151.0	0.00e+00	703.46	1.100E-31	1273	platinum
Q9ZUI6	Q9UU81	AF-Q9ZUI6-F1-model_v3	AF-Q9UU81-F1-model_v3	2.1e-161	490.7	7.77e-16	2030.80	3.736E-49	3145	platinum
Q9ZUN8	Q9P783	AF-Q9ZUN8-F1-model_v3	AF-Q9P783-F1-model_v3	6.4e-84	264.6	0.00e+00	1022.22	3.356E-46	2127	platinum
Q9ZUR7	O94346	AF-Q9ZUR7-F1-model_v3	AF-O94346-F1-model_v3	1.3e-71	231.5	0.00e+00	1088.13	3.906E-49	1949	platinum
Q9ZUT9	Q9P3T6	AF-Q9ZUT9-F1-model_v3	AF-Q9P3T6-F1-model_v3	3.8e-95	273.9	NA	NA	NA	NA	silver
Q9ZUX7	Q9UT75	AF-Q9ZUX7-F1-model_v3	AF-Q9UT75-F1-model_v3	2.8e-44	158.7	0.00e+00	850.20	4.018E-26	1176	platinum
Q9ZV43	Q9UR24	AF-Q9ZV43-F1-model_v3	AF-Q9UR24-F1-model_v3	9.6e-210	630.2	1.11e-11	1776.58	7.246E-69	3226	platinum
Q9ZV69	Q9UT93	AF-Q9ZV69-F1-model_v3	AF-Q9UT93-F1-model_v3	3.5e-93	291.6	0.00e+00	1281.93	4.433E-40	2141	platinum
Q9ZVE0	O94626	AF-Q9ZVE0-F1-model_v3	AF-O94626-F1-model_v3	2.0e-40	136.7	4.05e-10	499.84	1.117E-19	807	platinum
Q9ZVH8	P49373	AF-Q9ZVH8-F1-model_v3	AF-P49373-F1-model_v3	3.7e-32	120.6	1.39e-08	595.51	1.845E-16	827	platinum
Q9ZVI9	Q9UTI6	AF-Q9ZVI9-F1-model_v3	AF-Q9UTI6-F1-model_v3	6.9e-53	178.7	1.50e-09	612.14	5.142E-28	1098	platinum
Q9ZVJ4	O74729	AF-Q9ZVJ4-F1-model_v3	AF-O74729-F1-model_v3	8.4e-69	205.7	NA	NA	1.091E-27	1158	gold
Q9ZVN9	O74995	AF-Q9ZVN9-F1-model_v3	AF-O74995-F1-model_v3	3.4e-99	300.4	0.00e+00	920.03	2.181E-45	1809	platinum
Q9ZVT7	Q09704	AF-Q9ZVT7-F1-model_v3	AF-Q09704-F1-model_v3	1.2e-59	192.2	0.00e+00	699.06	4.387E-31	1280	platinum
Q9ZVU5	Q9Y7X9	AF-Q9ZVU5-F1-model_v3	AF-Q9Y7X9-F1-model_v3	6.8e-56	184.5	1.18e-05	630.28	5.482E-20	813	platinum
Q9ZVX7	O59733	AF-Q9ZVX7-F1-model_v3	AF-O59733-F1-model_v3	3.8e-10	56.6	2.66e-07	451.77	1.282E-06	282	platinum
Q9ZWB7	Q10075	AF-Q9ZWB7-F1-model_v3	AF-Q10075-F1-model_v3	2.2e-70	226.9	0.00e+00	838.77	1.565E-28	1423	platinum
A0A1I9LQY7	O42925	AF-A0A1I9LQY7-F1-model_v3	AF-O42925-F1-model_v3	NA	NA	1.27e-11	796.17	2.269E-18	931	gold
A0A1I9LR82	O14350	AF-A0A1I9LR82-F1-model_v3	AF-O14350-F1-model_v3	NA	NA	9.61e-05	292.94	4.682E-05	236	gold
A0A1P8ARI2	Q9P7B5	AF-A0A1P8ARI2-F1-model_v3	AF-Q9P7B5-F1-model_v3	NA	NA	1.13e-05	407.67	NA	NA	silver
A0A1P8ASX9	O60183	AF-A0A1P8ASX9-F1-model_v3	AF-O60183-F1-model_v3	NA	NA	7.51e-06	567.43	7.127E-18	867	gold
A0A1P8ATB1	Q9USH6	AF-A0A1P8ATB1-F1-model_v3	AF-Q9USH6-F1-model_v3	NA	NA	3.79e-09	393.12	1.009E-14	581	gold
A0A1P8AW47	O94698	AF-A0A1P8AW47-F1-model_v3	AF-O94698-F1-model_v3	NA	NA	0.00e+00	746.46	3.079E-21	1008	gold
A0A1P8AW53	Q9P7X6	AF-A0A1P8AW53-F1-model_v3	AF-Q9P7X6-F1-model_v3	NA	NA	0.00e+00	445.63	2.377E-12	562	gold
A0A1P8AWF3	P32372	AF-A0A1P8AWF3-F1-model_v3	AF-P32372-F1-model_v3	NA	NA	6.17e-04	1020.38	4.852E-26	1171	gold
A0A1P8AY88	O13950	AF-A0A1P8AY88-F1-model_v3	AF-O13950-F1-model_v3	NA	NA	2.84e-14	482.74	3.469E-15	598	gold
A0A1P8B0L2	O14207	AF-A0A1P8B0L2-F1-model_v3	AF-O14207-F1-model_v3	NA	NA	3.55e-02	1278.47	NA	NA	silver
A0A1P8B223	O13843	AF-A0A1P8B223-F1-model_v3	AF-O13843-F1-model_v3	NA	NA	1.73e-08	283.18	7.603E-10	466	gold
A0A1P8B2J0	Q9P7Q6	AF-A0A1P8B2J0-F1-model_v3	AF-Q9P7Q6-F1-model_v3	NA	NA	1.11e-12	532.35	6.873E-13	562	gold
A0A1P8B6L8	O13683	AF-A0A1P8B6L8-F1-model_v3	AF-O13683-F1-model_v3	NA	NA	5.32e-04	1266.57	3.597E-10	652	gold
A0A1P8B7B4	O36031	AF-A0A1P8B7B4-F1-model_v3	AF-O36031-F1-model_v3	NA	NA	4.30e-06	248.82	1.125E-05	254	gold
A0A1P8B9S9	Q9UUM2	AF-A0A1P8B9S9-F1-model_v3	AF-Q9UUM2-F1-model_v3	NA	NA	6.65e-09	1503.54	5.401E-24	1493	gold
A0A1P8BA81	O94393	AF-A0A1P8BA81-F1-model_v3	AF-O94393-F1-model_v3	NA	NA	2.25e-11	407.94	1.399E-14	607	gold
A0A1P8BBF5	O14109	AF-A0A1P8BBF5-F1-model_v3	AF-O14109-F1-model_v3	NA	NA	2.14e-10	404.69	8.732E-17	681	gold
A0A1P8BBR6	Q9US26	AF-A0A1P8BBR6-F1-model_v3	AF-Q9US26-F1-model_v3	NA	NA	6.74e-03	419.38	8.975E-05	246	gold
A0A1P8BD97	Q9Y7V2	AF-A0A1P8BD97-F1-model_v3	AF-Q9Y7V2-F1-model_v3	NA	NA	1.07e-02	772.14	1.251E-16	754	gold
A0MFS9	O13621	AF-A0MFS9-F1-model_v3	AF-O13621-F1-model_v3	NA	NA	1.12e-10	1129.89	3.170E-18	958	gold
A2RVP7	P87146	AF-A2RVP7-F1-model_v3	AF-P87146-F1-model_v3	NA	NA	0.00e+00	380.42	1.252E-09	502	gold
A4FVS2	Q09822	AF-A4FVS2-F1-model_v3	AF-Q09822-F1-model_v3	NA	NA	6.32e-04	893.16	2.755E-08	431	gold
A4GSN8	O74424	AF-A4GSN8-F1-model_v3	AF-O74424-F1-model_v3	NA	NA	1.23e-09	4223.81	3.050E-20	704	gold
A8MQD8	O94520	AF-A8MQD8-F1-model_v3	AF-O94520-F1-model_v3	NA	NA	7.32e-07	315.68	6.264E-07	320	gold
A8MRG8	O94627	AF-A8MRG8-F1-model_v3	AF-O94627-F1-model_v3	NA	NA	2.07e-07	405.49	2.215E-13	568	gold
B3H6Y2	Q10316	AF-B3H6Y2-F1-model_v3	AF-Q10316-F1-model_v3	NA	NA	1.74e-13	289.93	7.190E-06	307	gold
B3H797	Q9US10	AF-B3H797-F1-model_v3	AF-Q9US10-F1-model_v3	NA	NA	7.12e-08	877.88	6.323E-18	999	gold
B4F7N8	O13957	AF-B4F7N8-F1-model_v3	AF-O13957-F1-model_v3	NA	NA	1.93e-10	550.91	6.966E-06	397	gold
B5X0I6	O42668	AF-B5X0I6-F1-model_v3	AF-O42668-F1-model_v3	NA	NA	2.61e-12	2420.56	3.481E-37	2213	gold
B5X503	Q9HE11	AF-B5X503-F1-model_v3	AF-Q9HE11-F1-model_v3	NA	NA	8.87e-09	949.53	8.328E-24	1060	gold
B9DG24	O13701	AF-B9DG24-F1-model_v3	AF-O13701-F1-model_v3	NA	NA	3.04e-05	414.33	9.102E-13	522	gold
B9DG41	O60090	AF-B9DG41-F1-model_v3	AF-O60090-F1-model_v3	NA	NA	4.26e-05	328.52	NA	NA	silver
B9DHD3	P36605	AF-B9DHD3-F1-model_v3	AF-P36605-F1-model_v3	NA	NA	0.00e+00	795.81	1.426E-28	1198	gold
C0LU16	O94376	AF-C0LU16-F1-model_v3	AF-O94376-F1-model_v3	NA	NA	3.85e-10	309.02	9.872E-04	174	gold
F4HQ84	Q9Y7Z4	AF-F4HQ84-F1-model_v3	AF-Q9Y7Z4-F1-model_v3	NA	NA	2.40e-10	1450.49	6.067E-23	1305	gold
F4HQ87	Q09690	AF-F4HQ87-F1-model_v3	AF-Q09690-F1-model_v3	NA	NA	1.41e-03	1531.80	NA	NA	silver
F4HQA1	Q9US06	AF-F4HQA1-F1-model_v3	AF-Q9US06-F1-model_v3	NA	NA	3.80e-05	576.37	1.823E-17	718	gold
F4HRC1	Q9USR5	AF-F4HRC1-F1-model_v3	AF-Q9USR5-F1-model_v3	NA	NA	5.76e-09	493.86	7.214E-06	295	gold
F4HRS2	O42998	AF-F4HRS2-F1-model_v3	AF-O42998-F1-model_v3	NA	NA	0.00e+00	3425.53	4.603E-35	2458	gold
F4HTY0	Q9USZ5	AF-F4HTY0-F1-model_v3	AF-Q9USZ5-F1-model_v3	NA	NA	0.00e+00	352.67	7.129E-16	670	gold
F4HUI7	Q10498	AF-F4HUI7-F1-model_v3	AF-Q10498-F1-model_v3	NA	NA	0.00e+00	710.45	4.488E-11	711	gold
F4HUS5	O42973	AF-F4HUS5-F1-model_v3	AF-O42973-F1-model_v3	NA	NA	2.12e-10	799.66	5.154E-12	702	gold
F4HWD5	O59731	AF-F4HWD5-F1-model_v3	AF-O59731-F1-model_v3	NA	NA	2.01e-14	808.80	1.725E-15	911	gold
F4HXV6	Q9URX8	AF-F4HXV6-F1-model_v3	AF-Q9URX8-F1-model_v3	NA	NA	0.00e+00	2571.72	1.547E-52	3367	gold
F4HXZ1	O13783	AF-F4HXZ1-F1-model_v3	AF-O13783-F1-model_v3	NA	NA	0.00e+00	1704.69	8.412E-28	1581	gold
F4HY32	Q10172	AF-F4HY32-F1-model_v3	AF-Q10172-F1-model_v3	NA	NA	1.10e-03	1564.21	8.953E-15	684	gold
F4HYG2	Q8TFG6	AF-F4HYG2-F1-model_v3	AF-Q8TFG6-F1-model_v3	NA	NA	5.64e-03	1031.98	NA	NA	silver
F4HZC3	Q09680	AF-F4HZC3-F1-model_v3	AF-Q09680-F1-model_v3	NA	NA	5.13e-06	439.66	NA	NA	silver
F4HZJ6	O74444	AF-F4HZJ6-F1-model_v3	AF-O74444-F1-model_v3	NA	NA	3.88e-03	756.33	6.802E-11	612	gold
F4HZY1	Q10069	AF-F4HZY1-F1-model_v3	AF-Q10069-F1-model_v3	NA	NA	2.32e-03	278.59	3.951E-05	222	gold
F4I045	O94506	AF-F4I045-F1-model_v3	AF-O94506-F1-model_v3	NA	NA	6.15e-03	284.16	NA	NA	silver
F4I096	Q9HE02	AF-F4I096-F1-model_v3	AF-Q9HE02-F1-model_v3	NA	NA	2.71e-01	719.84	4.604E-09	433	gold
F4I1X0	O94480	AF-F4I1X0-F1-model_v3	AF-O94480-F1-model_v3	NA	NA	1.70e-08	485.64	1.773E-19	832	gold
F4I2N3	Q09676	AF-F4I2N3-F1-model_v3	AF-Q09676-F1-model_v3	NA	NA	2.11e-14	412.62	3.285E-15	596	gold
F4I313	Q9P7X5	AF-F4I313-F1-model_v3	AF-Q9P7X5-F1-model_v3	NA	NA	9.91e-12	1605.64	3.766E-37	2056	gold
F4I354	O13929	AF-F4I354-F1-model_v3	AF-O13929-F1-model_v3	NA	NA	3.41e-09	263.41	1.233E-06	291	gold
F4I3Y1	Q9UTB4	AF-F4I3Y1-F1-model_v3	AF-Q9UTB4-F1-model_v3	NA	NA	1.20e-08	452.73	1.789E-13	570	gold
F4I3Z5	O94474	AF-F4I3Z5-F1-model_v3	AF-O94474-F1-model_v3	NA	NA	5.46e-11	2217.88	1.192E-17	1281	gold
F4I456	O13754	AF-F4I456-F1-model_v3	AF-O13754-F1-model_v3	NA	NA	1.33e-12	674.69	6.188E-17	851	gold
F4I765	O74906	AF-F4I765-F1-model_v3	AF-O74906-F1-model_v3	NA	NA	2.10e-05	611.31	4.184E-22	919	gold
F4I7R5	Q9UST8	AF-F4I7R5-F1-model_v3	AF-Q9UST8-F1-model_v3	NA	NA	5.81e-05	375.54	3.377E-09	397	gold
F4I824	O13947	AF-F4I824-F1-model_v3	AF-O13947-F1-model_v3	NA	NA	0.00e+00	814.78	5.626E-35	1422	gold
F4I8H8	O14169	AF-F4I8H8-F1-model_v3	AF-O14169-F1-model_v3	NA	NA	5.66e-15	508.19	3.561E-15	637	gold
F4I8X8	Q8TFH3	AF-F4I8X8-F1-model_v3	AF-Q8TFH3-F1-model_v3	NA	NA	1.58e-12	668.62	7.583E-17	745	gold
F4IA25	O13917	AF-F4IA25-F1-model_v3	AF-O13917-F1-model_v3	NA	NA	1.24e-09	288.92	NA	NA	silver
F4IDS7	O74925	AF-F4IDS7-F1-model_v3	AF-O74925-F1-model_v3	NA	NA	0.00e+00	1903.96	5.017E-46	2552	gold
F4IE14	O13850	AF-F4IE14-F1-model_v3	AF-O13850-F1-model_v3	NA	NA	5.76e-12	533.29	4.237E-11	606	gold
F4IE40	Q10297	AF-F4IE40-F1-model_v3	AF-Q10297-F1-model_v3	NA	NA	0.00e+00	2169.87	4.222E-33	2296	gold
F4IEK5	P87056	AF-F4IEK5-F1-model_v3	AF-P87056-F1-model_v3	NA	NA	1.38e-05	542.99	NA	NA	silver
F4IEX1	O14056	AF-F4IEX1-F1-model_v3	AF-O14056-F1-model_v3	NA	NA	3.49e-04	174.39	1.130E-05	246	gold
F4IGA5	Q9UTH0	AF-F4IGA5-F1-model_v3	AF-Q9UTH0-F1-model_v3	NA	NA	1.18e-11	1622.88	1.044E-24	1527	gold
F4IH31	O60168	AF-F4IH31-F1-model_v3	AF-O60168-F1-model_v3	NA	NA	2.84e-05	347.96	NA	NA	silver
F4IHU8	Q9C0X8	AF-F4IHU8-F1-model_v3	AF-Q9C0X8-F1-model_v3	NA	NA	3.01e-10	2293.69	9.905E-35	2322	gold
F4II37	Q9Y803	AF-F4II37-F1-model_v3	AF-Q9Y803-F1-model_v3	NA	NA	9.24e-10	263.40	1.747E-10	433	gold
F4IIC2	O74999	AF-F4IIC2-F1-model_v3	AF-O74999-F1-model_v3	NA	NA	3.28e-09	987.34	3.790E-20	929	gold
F4IJ68	Q9Y817	AF-F4IJ68-F1-model_v3	AF-Q9Y817-F1-model_v3	NA	NA	8.15e-13	1947.09	1.118E-30	2143	gold
F4IJK5	O59810	AF-F4IJK5-F1-model_v3	AF-O59810-F1-model_v3	NA	NA	1.61e-02	608.99	NA	NA	silver
F4IKF6	Q9HDX4	AF-F4IKF6-F1-model_v3	AF-Q9HDX4-F1-model_v3	NA	NA	2.29e-12	995.41	NA	NA	silver
F4IKX0	Q09897	AF-F4IKX0-F1-model_v3	AF-Q09897-F1-model_v3	NA	NA	1.31e-03	1143.71	NA	NA	silver
F4IL30	Q9UTA4	AF-F4IL30-F1-model_v3	AF-Q9UTA4-F1-model_v3	NA	NA	1.71e-07	951.93	9.972E-31	1360	gold
F4IMH3	O94372	AF-F4IMH3-F1-model_v3	AF-O94372-F1-model_v3	NA	NA	0.00e+00	1148.53	4.298E-23	1428	gold
F4IP06	Q9P790	AF-F4IP06-F1-model_v3	AF-Q9P790-F1-model_v3	NA	NA	1.38e-03	410.63	1.261E-06	281	gold
F4IQ07	P87237	AF-F4IQ07-F1-model_v3	AF-P87237-F1-model_v3	NA	NA	5.46e-02	699.22	2.243E-07	289	gold
F4IQK9	O94343	AF-F4IQK9-F1-model_v3	AF-O94343-F1-model_v3	NA	NA	1.14e-11	1009.10	NA	NA	silver
F4IU60	Q09732	AF-F4IU60-F1-model_v3	AF-Q09732-F1-model_v3	NA	NA	7.86e-14	700.92	3.174E-23	1002	gold
F4IUH2	Q9Y7Q7	AF-F4IUH2-F1-model_v3	AF-Q9Y7Q7-F1-model_v3	NA	NA	4.27e-01	476.47	1.913E-08	439	gold
F4IV62	O59757	AF-F4IV62-F1-model_v3	AF-O59757-F1-model_v3	NA	NA	4.02e-02	1383.89	1.865E-11	521	gold
F4IX20	Q8NKC1	AF-F4IX20-F1-model_v3	AF-Q8NKC1-F1-model_v3	NA	NA	2.29e-09	446.17	8.416E-13	544	gold
F4IX33	O94730	AF-F4IX33-F1-model_v3	AF-O94730-F1-model_v3	NA	NA	7.25e-08	739.31	6.711E-11	531	gold
F4IXJ7	Q9US45	AF-F4IXJ7-F1-model_v3	AF-Q9US45-F1-model_v3	NA	NA	5.72e-08	403.31	5.862E-13	530	gold
F4IXX3	O13650	AF-F4IXX3-F1-model_v3	AF-O13650-F1-model_v3	NA	NA	3.50e-11	972.61	1.267E-23	1184	gold
F4IXX4	O14229	AF-F4IXX4-F1-model_v3	AF-O14229-F1-model_v3	NA	NA	5.28e-06	686.73	9.930E-21	863	gold
F4IY04	O74731	AF-F4IY04-F1-model_v3	AF-O74731-F1-model_v3	NA	NA	0.00e+00	840.92	1.777E-32	1415	gold
F4IYH6	Q10103	AF-F4IYH6-F1-model_v3	AF-Q10103-F1-model_v3	NA	NA	4.63e-01	650.39	NA	NA	silver
F4IZM8	Q9UTE3	AF-F4IZM8-F1-model_v3	AF-Q9UTE3-F1-model_v3	NA	NA	6.66e-02	564.37	NA	NA	silver
F4J246	O94679	AF-F4J246-F1-model_v3	AF-O94679-F1-model_v3	NA	NA	0.00e+00	2542.11	8.012E-42	2822	gold
F4J462	O94672	AF-F4J462-F1-model_v3	AF-O94672-F1-model_v3	NA	NA	0.00e+00	1978.69	NA	NA	silver
F4J5I0	O74511	AF-F4J5I0-F1-model_v3	AF-O74511-F1-model_v3	NA	NA	5.25e-05	1104.36	3.090E-22	1360	gold
F4J7B7	P26306	AF-F4J7B7-F1-model_v3	AF-P26306-F1-model_v3	NA	NA	1.50e-08	691.96	2.178E-23	1018	gold
F4J7P7	Q10441	AF-F4J7P7-F1-model_v3	AF-Q10441-F1-model_v3	NA	NA	0.00e+00	905.38	1.242E-24	1196	gold
F4JE34	Q09759	AF-F4JE34-F1-model_v3	AF-Q09759-F1-model_v3	NA	NA	2.05e-04	224.55	1.941E-06	286	gold
F4JF14	Q9C107	AF-F4JF14-F1-model_v3	AF-Q9C107-F1-model_v3	NA	NA	0.00e+00	1796.20	1.434E-60	2800	gold
F4JF17	Q9P3W5	AF-F4JF17-F1-model_v3	AF-Q9P3W5-F1-model_v3	NA	NA	1.98e-08	1231.67	6.690E-12	853	gold
F4JFA0	O60081	AF-F4JFA0-F1-model_v3	AF-O60081-F1-model_v3	NA	NA	0.00e+00	3004.99	1.773E-38	2673	gold
F4JG68	Q9UTH1	AF-F4JG68-F1-model_v3	AF-Q9UTH1-F1-model_v3	NA	NA	0.00e+00	730.71	2.363E-25	1136	gold
F4JH58	Q9Y7R5	AF-F4JH58-F1-model_v3	AF-Q9Y7R5-F1-model_v3	NA	NA	1.00e-05	381.77	4.218E-05	292	gold
F4JHM9	O13756	AF-F4JHM9-F1-model_v3	AF-O13756-F1-model_v3	NA	NA	3.51e-08	2264.75	7.325E-36	2021	gold
F4JHW1	Q8NIL3	AF-F4JHW1-F1-model_v3	AF-Q8NIL3-F1-model_v3	NA	NA	0.00e+00	581.72	1.184E-23	1005	gold
F4JJ52	Q9HGQ2	AF-F4JJ52-F1-model_v3	AF-Q9HGQ2-F1-model_v3	NA	NA	2.22e-16	1402.52	1.418E-58	2460	gold
F4JMJ1	Q10061	AF-F4JMJ1-F1-model_v3	AF-Q10061-F1-model_v3	NA	NA	0.00e+00	1853.44	1.967E-56	2672	gold
F4JP95	Q9USM9	AF-F4JP95-F1-model_v3	AF-Q9USM9-F1-model_v3	NA	NA	3.08e-12	389.90	8.106E-13	568	gold
F4JQ75	Q9USY2	AF-F4JQ75-F1-model_v3	AF-Q9USY2-F1-model_v3	NA	NA	8.44e-13	1438.87	3.522E-26	1489	gold
F4JQR6	O59718	AF-F4JQR6-F1-model_v3	AF-O59718-F1-model_v3	NA	NA	1.83e-03	673.56	NA	NA	silver
F4JRN8	O14297	AF-F4JRN8-F1-model_v3	AF-O14297-F1-model_v3	NA	NA	2.88e-06	404.90	1.093E-14	636	gold
F4JTE7	O14165	AF-F4JTE7-F1-model_v3	AF-O14165-F1-model_v3	NA	NA	0.00e+00	557.31	1.516E-21	887	gold
F4JUG3	Q9P7M8	AF-F4JUG3-F1-model_v3	AF-Q9P7M8-F1-model_v3	NA	NA	1.44e-12	2483.90	9.677E-26	1731	gold
F4JV59	P87315	AF-F4JV59-F1-model_v3	AF-P87315-F1-model_v3	NA	NA	4.25e-07	2081.76	3.975E-26	1741	gold
F4JVA4	O94481	AF-F4JVA4-F1-model_v3	AF-O94481-F1-model_v3	NA	NA	2.65e-02	599.38	2.670E-07	331	gold
F4JVU5	O74415	AF-F4JVU5-F1-model_v3	AF-O74415-F1-model_v3	NA	NA	3.65e-10	2574.64	1.189E-25	1694	gold
F4JVV4	O74797	AF-F4JVV4-F1-model_v3	AF-O74797-F1-model_v3	NA	NA	0.00e+00	368.45	7.234E-15	704	gold
F4JWS8	O74533	AF-F4JWS8-F1-model_v3	AF-O74533-F1-model_v3	NA	NA	7.93e-10	244.85	6.170E-06	285	gold
F4JWT7	P40999	AF-F4JWT7-F1-model_v3	AF-P40999-F1-model_v3	NA	NA	0.00e+00	784.71	6.838E-39	1573	gold
F4JYE9	Q9UTD0	AF-F4JYE9-F1-model_v3	AF-Q9UTD0-F1-model_v3	NA	NA	0.00e+00	944.56	7.292E-33	1463	gold
F4JZH9	O42936	AF-F4JZH9-F1-model_v3	AF-O42936-F1-model_v3	NA	NA	6.69e-09	789.68	1.000E-09	577	gold
F4K0C4	O74501	AF-F4K0C4-F1-model_v3	AF-O74501-F1-model_v3	NA	NA	2.61e-09	1434.45	8.912E-37	1876	gold
F4K0E6	O94530	AF-F4K0E6-F1-model_v3	AF-O94530-F1-model_v3	NA	NA	2.07e-07	453.57	5.580E-14	588	gold
F4K1G2	P40976	AF-F4K1G2-F1-model_v3	AF-P40976-F1-model_v3	NA	NA	6.00e-06	1141.72	3.684E-37	1617	gold
F4K265	O13978	AF-F4K265-F1-model_v3	AF-O13978-F1-model_v3	NA	NA	5.30e-14	383.19	5.359E-13	543	gold
F4K460	P87306	AF-F4K460-F1-model_v3	AF-P87306-F1-model_v3	NA	NA	2.05e-04	723.89	1.397E-08	416	gold
F4K790	Q10429	AF-F4K790-F1-model_v3	AF-Q10429-F1-model_v3	NA	NA	2.44e-15	1588.46	1.358E-20	1430	gold
F4K794	O59792	AF-F4K794-F1-model_v3	AF-O59792-F1-model_v3	NA	NA	7.93e-03	328.15	NA	NA	silver
F4K836	O94302	AF-F4K836-F1-model_v3	AF-O94302-F1-model_v3	NA	NA	0.00e+00	1262.69	3.171E-21	1300	gold
F4KB73	Q9HDV6	AF-F4KB73-F1-model_v3	AF-Q9HDV6-F1-model_v3	NA	NA	5.66e-15	3628.93	2.876E-51	3395	gold
F4KBW6	P78847	AF-F4KBW6-F1-model_v3	AF-P78847-F1-model_v3	NA	NA	2.22e-14	2547.51	1.194E-26	1865	gold
F4KEU4	Q65ZA6	AF-F4KEU4-F1-model_v3	AF-Q65ZA6-F1-model_v3	NA	NA	5.44e-10	202.51	2.068E-05	290	gold
F4KEY9	Q9Y809	AF-F4KEY9-F1-model_v3	AF-Q9Y809-F1-model_v3	NA	NA	0.00e+00	1690.94	7.333E-17	1172	gold
F4KFT7	Q9UUE0	AF-F4KFT7-F1-model_v3	AF-Q9UUE0-F1-model_v3	NA	NA	2.16e-13	553.56	5.775E-12	676	gold
F4KH86	Q9P7N4	AF-F4KH86-F1-model_v3	AF-Q9P7N4-F1-model_v3	NA	NA	5.22e-15	540.93	4.491E-21	853	gold
F4KI56	O94420	AF-F4KI56-F1-model_v3	AF-O94420-F1-model_v3	NA	NA	1.20e-11	451.60	NA	NA	silver
F4KIV8	O94472	AF-F4KIV8-F1-model_v3	AF-O94472-F1-model_v3	NA	NA	2.73e-07	388.10	3.528E-13	606	gold
O04147	O14080	AF-O04147-F1-model_v3	AF-O14080-F1-model_v3	NA	NA	4.49e-10	276.06	7.349E-08	345	gold
O04350	Q9Y703	AF-O04350-F1-model_v3	AF-Q9Y703-F1-model_v3	NA	NA	1.39e-13	285.89	1.248E-05	278	gold
