Uniprot_arabadopsis	Uniprot_sorghum	AlphaFold_arabadopsis	AlphaFold_sorghum	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q944S8	C5YZ82	AF-Q944S8-F1-model_v3	AF-C5YZ82-F1-model_v3	1.7e-30	102.1	1.78e-15	191.81	1.092E-08	329	platinum
Q945K9	A0A1W0VU19	AF-Q945K9-F1-model_v3	AF-A0A1W0VU19-F1-model_v3	1.2e-51	169.5	1.97e-08	567.28	NA	NA	gold
Q945M1	A0A1W0VUZ4	AF-Q945M1-F1-model_v3	AF-A0A1W0VUZ4-F1-model_v3	6.6e-59	177.2	0.00e+00	317.63	7.947E-14	588	platinum
Q945N1	A0A1B6PLN4	AF-Q945N1-F1-model_v3	AF-A0A1B6PLN4-F1-model_v3	2.1e-315	871.3	2.11e-15	1573.04	1.764E-89	4047	platinum
Q945P2	A0A1Z5RGZ6	AF-Q945P2-F1-model_v3	AF-A0A1Z5RGZ6-F1-model_v3	1.5e-32	115.5	7.01e-12	460.95	7.013E-10	346	platinum
Q945Q2	C5XK49	AF-Q945Q2-F1-model_v3	AF-C5XK49-F1-model_v3	1.9e-97	294.3	5.37e-14	769.20	2.277E-23	1302	platinum
Q945Q5	C5X5D4	AF-Q945Q5-F1-model_v3	AF-C5X5D4-F1-model_v3	4.5e-41	138.7	3.72e-08	449.51	1.982E-19	752	platinum
Q945S8	A0A1W0W4H6	AF-Q945S8-F1-model_v3	AF-A0A1W0W4H6-F1-model_v3	3.7e-100	301.2	1.92e-13	723.05	4.042E-39	1644	platinum
Q946J8	C6JRW0	AF-Q946J8-F1-model_v3	AF-C6JRW0-F1-model_v3	3.6e-51	177.6	3.86e-05	714.66	2.869E-21	905	platinum
Q947D2	C5YB03	AF-Q947D2-F1-model_v3	AF-C5YB03-F1-model_v3	0.0e+00	1120.9	5.98e-10	2428.62	NA	NA	gold
Q948K8	C5XIA1	AF-Q948K8-F1-model_v3	AF-C5XIA1-F1-model_v3	4.4e-121	341.7	0.00e+00	580.86	5.170E-39	1472	platinum
Q948R1	C5Y4J7	AF-Q948R1-F1-model_v3	AF-C5Y4J7-F1-model_v3	9.9e-108	325.1	NA	NA	1.387E-41	1677	gold
Q948R9	C5YPU4	AF-Q948R9-F1-model_v3	AF-C5YPU4-F1-model_v3	3.3e-80	246.1	1.49e-06	582.71	2.251E-27	1117	platinum
Q949M9	C5X622	AF-Q949M9-F1-model_v3	AF-C5X622-F1-model_v3	1.8e-193	537.3	0.00e+00	959.56	4.986E-57	2231	platinum
Q949P1	C5Y0C5	AF-Q949P1-F1-model_v3	AF-C5Y0C5-F1-model_v3	4.8e-230	639.4	NA	NA	1.471E-56	2954	gold
Q949Q0	C5XDG4	AF-Q949Q0-F1-model_v3	AF-C5XDG4-F1-model_v3	1.5e-202	565.8	0.00e+00	1152.35	1.051E-57	2685	platinum
Q949Q1	C5WWL3	AF-Q949Q1-F1-model_v3	AF-C5WWL3-F1-model_v3	4.6e-262	726.1	NA	NA	3.668E-70	3136	gold
Q949Q5	C5YFZ6	AF-Q949Q5-F1-model_v3	AF-C5YFZ6-F1-model_v3	5.5e-63	189.5	6.31e-08	322.40	1.649E-13	579	platinum
Q949Q7	A0A194YHR5	AF-Q949Q7-F1-model_v3	AF-A0A194YHR5-F1-model_v3	1.2e-219	613.6	0.00e+00	1255.23	8.852E-72	2929	platinum
Q949R4	C5XRD8	AF-Q949R4-F1-model_v3	AF-C5XRD8-F1-model_v3	2.1e-120	347.1	0.00e+00	706.53	3.135E-44	1663	platinum
Q949R9	C5XBD1	AF-Q949R9-F1-model_v3	AF-C5XBD1-F1-model_v3	5.2e-64	189.5	3.95e-13	296.43	1.050E-12	626	platinum
Q949S4	C5Y8Z2	AF-Q949S4-F1-model_v3	AF-C5Y8Z2-F1-model_v3	5.9e-76	230.3	NA	NA	6.409E-22	842	gold
Q949S6	C5WVY3	AF-Q949S6-F1-model_v3	AF-C5WVY3-F1-model_v3	2.2e-63	194.1	1.79e-09	378.90	3.804E-16	677	platinum
Q949S9	C5XGI1	AF-Q949S9-F1-model_v3	AF-C5XGI1-F1-model_v3	6.0e-88	261.5	6.23e-14	609.20	1.505E-20	805	platinum
Q949T8	A0A194YQV9	AF-Q949T8-F1-model_v3	AF-A0A194YQV9-F1-model_v3	2.1e-164	478.0	1.17e-07	968.61	1.707E-49	2094	platinum
Q949U4	C5YNB7	AF-Q949U4-F1-model_v3	AF-C5YNB7-F1-model_v3	2.6e-231	651.0	NA	NA	1.239E-70	3133	gold
Q949U5	A0A1B6Q160	AF-Q949U5-F1-model_v3	AF-A0A1B6Q160-F1-model_v3	4.1e-241	681.8	0.00e+00	1624.73	1.354E-88	3800	platinum
Q949U7	C5XXD7	AF-Q949U7-F1-model_v3	AF-C5XXD7-F1-model_v3	1.0e-90	266.9	4.44e-16	615.40	3.600E-34	1296	platinum
Q949U9	Q8LKU9	AF-Q949U9-F1-model_v3	AF-Q8LKU9-F1-model_v3	5.9e-156	439.5	0.00e+00	875.20	8.117E-31	1739	platinum
Q949V0	A0A1B6PFD8	AF-Q949V0-F1-model_v3	AF-A0A1B6PFD8-F1-model_v3	3.5e-152	432.6	0.00e+00	878.50	6.028E-52	2137	platinum
Q949W6	A0A1Z5RFK1	AF-Q949W6-F1-model_v3	AF-A0A1Z5RFK1-F1-model_v3	5.4e-11	65.1	2.56e-02	637.38	1.705E-07	306	platinum
Q949W7	C5YKN0	AF-Q949W7-F1-model_v3	AF-C5YKN0-F1-model_v3	1.1e-174	497.7	0.00e+00	1055.90	2.053E-51	2172	platinum
Q949W8	C5X3D5	AF-Q949W8-F1-model_v3	AF-C5X3D5-F1-model_v3	2.2e-289	797.0	0.00e+00	1604.22	1.549E-94	4070	platinum
Q949X1	C5XE32	AF-Q949X1-F1-model_v3	AF-C5XE32-F1-model_v3	7.0e-107	313.9	1.69e-06	588.89	2.144E-25	980	platinum
Q949Y3	A0A194YKI3	AF-Q949Y3-F1-model_v3	AF-A0A194YKI3-F1-model_v3	1.1e-260	717.2	0.00e+00	1334.15	3.973E-85	3549	platinum
Q94A02	A0A1B6Q1G1	AF-Q94A02-F1-model_v3	AF-A0A1B6Q1G1-F1-model_v3	5.7e-142	416.8	0.00e+00	1081.21	2.233E-55	2260	platinum
Q94A05	C5Z5D2	AF-Q94A05-F1-model_v3	AF-C5Z5D2-F1-model_v3	1.8e-165	465.7	0.00e+00	881.16	8.590E-54	2077	platinum
Q94A08	C5WW34	AF-Q94A08-F1-model_v3	AF-C5WW34-F1-model_v3	0.0e+00	1146.0	0.00e+00	2076.73	0.000E+00	5837	platinum
Q94A09	C5XYQ9	AF-Q94A09-F1-model_v3	AF-C5XYQ9-F1-model_v3	8.4e-142	409.1	5.85e-12	893.46	4.696E-51	1962	platinum
Q94A15	A0A1B6P9I4	AF-Q94A15-F1-model_v3	AF-A0A1B6P9I4-F1-model_v3	1.6e-225	634.0	0.00e+00	1407.98	4.891E-53	2998	platinum
Q94A20	A0A1B6P870	AF-Q94A20-F1-model_v3	AF-A0A1B6P870-F1-model_v3	2.0e-94	278.5	0.00e+00	690.51	9.389E-22	1209	platinum
Q94A21	C5WU34	AF-Q94A21-F1-model_v3	AF-C5WU34-F1-model_v3	2.2e-96	288.5	1.96e-09	641.78	2.249E-23	1205	platinum
Q94A27	C5WVS0	AF-Q94A27-F1-model_v3	AF-C5WVS0-F1-model_v3	1.1e-287	811.6	NA	NA	6.148E-91	3989	gold
Q94A32	C5Y9G2	AF-Q94A32-F1-model_v3	AF-C5Y9G2-F1-model_v3	3.7e-40	137.5	9.72e-06	339.24	NA	NA	gold
Q94A38	A0A1B6Q665	AF-Q94A38-F1-model_v3	AF-A0A1B6Q665-F1-model_v3	6.7e-69	225.3	NA	NA	NA	NA	silver
Q94A41	A0A1B6Q5R0	AF-Q94A41-F1-model_v3	AF-A0A1B6Q5R0-F1-model_v3	0.0e+00	1055.4	1.11e-16	2084.39	0.000E+00	5304	platinum
Q94A43	C5XCF5	AF-Q94A43-F1-model_v3	AF-C5XCF5-F1-model_v3	3.1e-83	255.0	9.55e-05	514.43	4.027E-25	913	platinum
Q94A52	C5XWR4	AF-Q94A52-F1-model_v3	AF-C5XWR4-F1-model_v3	3.6e-255	697.6	0.00e+00	1190.61	1.209E-75	3043	platinum
Q94A56	C5YU77	AF-Q94A56-F1-model_v3	AF-C5YU77-F1-model_v3	7.8e-66	211.5	3.19e-14	803.66	2.471E-20	1094	platinum
Q94A68	C5X9G4	AF-Q94A68-F1-model_v3	AF-C5X9G4-F1-model_v3	3.4e-196	545.8	0.00e+00	1023.64	5.764E-58	2332	platinum
Q94A73	C5WZ94	AF-Q94A73-F1-model_v3	AF-C5WZ94-F1-model_v3	1.4e-201	582.8	0.00e+00	1437.37	2.630E-48	2775	platinum
Q94A79	A0A1B6Q0M1	AF-Q94A79-F1-model_v3	AF-A0A1B6Q0M1-F1-model_v3	6.0e-103	311.6	0.00e+00	984.32	2.975E-39	1712	platinum
Q94A82	C5Z3T0	AF-Q94A82-F1-model_v3	AF-C5Z3T0-F1-model_v3	9.5e-168	477.2	0.00e+00	931.98	2.466E-57	2346	platinum
Q94A98	A0A1Z5SC27	AF-Q94A98-F1-model_v3	AF-A0A1Z5SC27-F1-model_v3	1.5e-159	455.7	0.00e+00	1011.80	3.364E-57	2284	platinum
Q94AA3	C5WU52	AF-Q94AA3-F1-model_v3	AF-C5WU52-F1-model_v3	6.2e-66	211.1	1.39e-10	697.61	5.267E-30	1247	platinum
Q94AB1	C5XTN1	AF-Q94AB1-F1-model_v3	AF-C5XTN1-F1-model_v3	2.3e-249	702.6	8.02e-14	1413.84	3.170E-73	3061	platinum
Q94AB2	C5XG37	AF-Q94AB2-F1-model_v3	AF-C5XG37-F1-model_v3	0.0e+00	956.1	6.16e-08	1748.26	1.029E-88	3828	platinum
Q94AC1	C5YPU5	AF-Q94AC1-F1-model_v3	AF-C5YPU5-F1-model_v3	3.9e-254	710.7	0.00e+00	1423.17	2.489E-87	3438	platinum
Q94AC3	A0A1B6Q850	AF-Q94AC3-F1-model_v3	AF-A0A1B6Q850-F1-model_v3	1.2e-162	460.3	2.52e-11	790.18	9.718E-52	2003	platinum
Q94AC8	A0A1Z5RA05	AF-Q94AC8-F1-model_v3	AF-A0A1Z5RA05-F1-model_v3	5.0e-83	250.4	9.80e-14	629.12	7.497E-32	1290	platinum
Q94AD8	A0A1Z5RF19	AF-Q94AD8-F1-model_v3	AF-A0A1Z5RF19-F1-model_v3	1.1e-192	551.6	4.44e-16	1280.96	4.008E-65	2821	platinum
Q94AF2	A0A1B6PRJ3	AF-Q94AF2-F1-model_v3	AF-A0A1B6PRJ3-F1-model_v3	1.3e-159	453.4	0.00e+00	924.48	9.568E-49	2232	platinum
Q94AF7	C5Y120	AF-Q94AF7-F1-model_v3	AF-C5Y120-F1-model_v3	1.6e-58	177.2	0.00e+00	359.63	2.312E-15	608	platinum
Q94AG6	C5XZC6	AF-Q94AG6-F1-model_v3	AF-C5XZC6-F1-model_v3	1.1e-157	442.6	NA	NA	5.481E-30	1726	gold
Q94AH1	C5X081	AF-Q94AH1-F1-model_v3	AF-C5X081-F1-model_v3	7.6e-127	364.0	0.00e+00	761.51	1.154E-23	1329	platinum
Q94AH2	C5XU47	AF-Q94AH2-F1-model_v3	AF-C5XU47-F1-model_v3	2.0e-102	302.0	0.00e+00	885.95	1.402E-52	2397	platinum
Q94AI1	C5WTR6	AF-Q94AI1-F1-model_v3	AF-C5WTR6-F1-model_v3	7.4e-82	269.2	NA	NA	2.251E-24	827	gold
Q94AI4	C5WXX9	AF-Q94AI4-F1-model_v3	AF-C5WXX9-F1-model_v3	5.9e-150	458.4	7.28e-05	1335.63	1.066E-48	1824	platinum
Q94AI6	C5XYR7	AF-Q94AI6-F1-model_v3	AF-C5XYR7-F1-model_v3	0.0e+00	1211.8	0.00e+00	2113.58	4.661E-77	4381	platinum
Q94AJ5	C5YUW4	AF-Q94AJ5-F1-model_v3	AF-C5YUW4-F1-model_v3	6.2e-134	391.7	NA	NA	6.467E-40	2124	gold
Q94AJ9	C5XSA3	AF-Q94AJ9-F1-model_v3	AF-C5XSA3-F1-model_v3	2.3e-151	461.5	3.15e-06	1487.94	1.411E-59	2498	platinum
Q94AK8	C5Y2Z2	AF-Q94AK8-F1-model_v3	AF-C5Y2Z2-F1-model_v3	2.6e-96	281.2	0.00e+00	639.24	2.607E-36	1416	platinum
Q94AL8	C5YVW4	AF-Q94AL8-F1-model_v3	AF-C5YVW4-F1-model_v3	1.2e-58	184.9	1.28e-05	424.14	1.393E-09	503	platinum
Q94AM1	A0A194YU99	AF-Q94AM1-F1-model_v3	AF-A0A194YU99-F1-model_v3	0.0e+00	1153.7	0.00e+00	2203.93	1.839E-97	5395	platinum
Q94AM5	C5WMZ0	AF-Q94AM5-F1-model_v3	AF-C5WMZ0-F1-model_v3	8.5e-148	427.2	0.00e+00	972.69	4.326E-51	1982	platinum
Q94AN2	C5YAL9	AF-Q94AN2-F1-model_v3	AF-C5YAL9-F1-model_v3	0.0e+00	1010.0	0.00e+00	1868.52	2.685E-77	4114	platinum
Q94AN4	A0A1W0W536	AF-Q94AN4-F1-model_v3	AF-A0A1W0W536-F1-model_v3	1.6e-107	320.1	NA	NA	NA	NA	silver
Q94AP0	C5YAL6	AF-Q94AP0-F1-model_v3	AF-C5YAL6-F1-model_v3	7.4e-244	677.2	0.00e+00	1383.72	2.975E-84	3322	platinum
Q94AP3	C5YN53	AF-Q94AP3-F1-model_v3	AF-C5YN53-F1-model_v3	4.1e-192	537.0	9.21e-15	972.11	7.522E-35	1951	platinum
Q94AQ6	A0A1B6PBP5	AF-Q94AQ6-F1-model_v3	AF-A0A1B6PBP5-F1-model_v3	1.0e-159	453.8	0.00e+00	906.22	6.100E-50	2001	platinum
Q94AQ7	C5XN00	AF-Q94AQ7-F1-model_v3	AF-C5XN00-F1-model_v3	8.2e-90	263.8	2.55e-15	536.51	7.233E-21	1065	platinum
Q94AQ8	A0A1B6QQE3	AF-Q94AQ8-F1-model_v3	AF-A0A1B6QQE3-F1-model_v3	1.3e-122	357.5	0.00e+00	860.02	1.660E-44	1996	platinum
Q94AQ9	A0A1B6PLP4	AF-Q94AQ9-F1-model_v3	AF-A0A1B6PLP4-F1-model_v3	1.1e-59	190.7	5.14e-10	449.59	NA	NA	gold
Q94AR8	C5XT62	AF-Q94AR8-F1-model_v3	AF-C5XT62-F1-model_v3	3.0e-298	815.1	0.00e+00	1400.71	1.415E-97	3785	platinum
Q94AS5	A0A1B6Q4Z1	AF-Q94AS5-F1-model_v3	AF-A0A1B6Q4Z1-F1-model_v3	8.5e-186	522.7	NA	NA	2.495E-56	2497	gold
Q94AT3	A0A1B6P833	AF-Q94AT3-F1-model_v3	AF-A0A1B6P833-F1-model_v3	1.3e-110	330.1	0.00e+00	945.83	2.083E-48	2041	platinum
Q94AT5	C5XEY9	AF-Q94AT5-F1-model_v3	AF-C5XEY9-F1-model_v3	8.1e-162	478.8	1.18e-10	1283.52	2.762E-57	2495	platinum
Q94AU2	C5WY28	AF-Q94AU2-F1-model_v3	AF-C5WY28-F1-model_v3	2.1e-143	399.1	0.00e+00	617.38	7.308E-33	1360	platinum
Q94AU3	A0A1B6QDR5	AF-Q94AU3-F1-model_v3	AF-A0A1B6QDR5-F1-model_v3	2.9e-123	357.1	0.00e+00	822.27	3.934E-27	1518	platinum
Q94AU5	C5YBR8	AF-Q94AU5-F1-model_v3	AF-C5YBR8-F1-model_v3	5.9e-40	130.6	0.00e+00	329.85	6.039E-10	502	platinum
Q94AU9	C5YL11	AF-Q94AU9-F1-model_v3	AF-C5YL11-F1-model_v3	6.4e-53	166.8	3.22e-12	408.98	1.085E-14	643	platinum
Q94AV6	A0A1W0VV14	AF-Q94AV6-F1-model_v3	AF-A0A1W0VV14-F1-model_v3	2.6e-229	637.9	0.00e+00	1273.50	2.861E-70	2862	platinum
Q94AW5	C5XUH5	AF-Q94AW5-F1-model_v3	AF-C5XUH5-F1-model_v3	1.6e-49	157.5	NA	NA	1.533E-16	669	gold
Q94AX0	C5Y8N7	AF-Q94AX0-F1-model_v3	AF-C5Y8N7-F1-model_v3	1.2e-20	82.8	1.13e-11	414.98	NA	NA	gold
Q94AX2	A0A194YMK8	AF-Q94AX2-F1-model_v3	AF-A0A194YMK8-F1-model_v3	8.2e-87	261.5	1.38e-12	663.71	2.272E-29	1164	platinum
Q94AX4	C5XA95	AF-Q94AX4-F1-model_v3	AF-C5XA95-F1-model_v3	1.5e-281	778.9	0.00e+00	1427.83	4.659E-83	3612	platinum
Q94AX5	A0A1B6Q0T1	AF-Q94AX5-F1-model_v3	AF-A0A1B6Q0T1-F1-model_v3	6.2e-112	330.9	9.92e-13	738.86	6.410E-25	1324	platinum
Q94AY1	C5XTX1	AF-Q94AY1-F1-model_v3	AF-C5XTX1-F1-model_v3	4.6e-312	862.1	0.00e+00	1667.77	4.573E-97	4165	platinum
Q94AZ2	C5WSQ7	AF-Q94AZ2-F1-model_v3	AF-C5WSQ7-F1-model_v3	2.0e-305	834.3	0.00e+00	1455.50	3.632E-59	3402	platinum
Q94AZ4	A0A1Z5R892	AF-Q94AZ4-F1-model_v3	AF-A0A1Z5R892-F1-model_v3	3.7e-78	228.4	0.00e+00	406.84	3.869E-19	856	platinum
Q94AZ7	C5Y8K2	AF-Q94AZ7-F1-model_v3	AF-C5Y8K2-F1-model_v3	9.8e-28	107.5	1.86e-03	371.58	NA	NA	gold
Q94B03	C5XZV0	AF-Q94B03-F1-model_v3	AF-C5XZV0-F1-model_v3	2.2e-165	476.9	7.55e-15	1056.46	1.799E-56	2455	platinum
Q94B35	C5WLY2	AF-Q94B35-F1-model_v3	AF-C5WLY2-F1-model_v3	4.2e-239	661.8	0.00e+00	1307.88	3.936E-75	3176	platinum
Q94B38	A5Y3J9	AF-Q94B38-F1-model_v3	AF-A5Y3J9-F1-model_v3	2.4e-192	537.0	NA	NA	2.655E-40	2164	gold
Q94B55	C5YYJ6	AF-Q94B55-F1-model_v3	AF-C5YYJ6-F1-model_v3	2.3e-171	489.6	0.00e+00	1158.85	NA	NA	gold
Q94B59	C5Y9D8	AF-Q94B59-F1-model_v3	AF-C5Y9D8-F1-model_v3	1.9e-109	328.2	0.00e+00	1015.68	5.615E-28	1669	platinum
Q94B60	C5WQL6	AF-Q94B60-F1-model_v3	AF-C5WQL6-F1-model_v3	1.4e-119	344.7	2.34e-13	697.18	8.120E-38	1486	platinum
Q94B65	C5Z5V8	AF-Q94B65-F1-model_v3	AF-C5Z5V8-F1-model_v3	4.6e-160	449.9	0.00e+00	954.17	2.131E-33	1843	platinum
Q94B71	C5WRK9	AF-Q94B71-F1-model_v3	AF-C5WRK9-F1-model_v3	1.4e-176	523.5	1.20e-08	1490.07	3.674E-47	2190	platinum
Q94B74	A0A1W0VU04	AF-Q94B74-F1-model_v3	AF-A0A1W0VU04-F1-model_v3	2.1e-108	318.9	NA	NA	7.420E-42	1665	gold
Q94BN1	C5X324	AF-Q94BN1-F1-model_v3	AF-C5X324-F1-model_v3	9.6e-187	539.3	0.00e+00	1351.45	1.303E-53	2734	platinum
Q94BN8	C5XHJ0	AF-Q94BN8-F1-model_v3	AF-C5XHJ0-F1-model_v3	3.9e-78	271.6	1.15e-03	1206.30	3.156E-37	1566	platinum
Q94BP0	A0A194YGT4	AF-Q94BP0-F1-model_v3	AF-A0A194YGT4-F1-model_v3	1.1e-136	424.5	NA	NA	NA	NA	silver
Q94BP7	C5Y0N5	AF-Q94BP7-F1-model_v3	AF-C5Y0N5-F1-model_v3	9.0e-273	768.5	2.76e-06	1275.03	9.246E-55	2409	platinum
Q94BQ3	A0A1B6QQ15	AF-Q94BQ3-F1-model_v3	AF-A0A1B6QQ15-F1-model_v3	4.8e-287	806.6	0.00e+00	1682.80	5.946E-88	4099	platinum
Q94BR1	C5YMI0	AF-Q94BR1-F1-model_v3	AF-C5YMI0-F1-model_v3	0.0e+00	902.5	0.00e+00	1830.78	1.388E-59	3719	platinum
Q94BR5	A0A1B6PFX8	AF-Q94BR5-F1-model_v3	AF-A0A1B6PFX8-F1-model_v3	3.0e-295	846.7	8.64e-10	2112.83	NA	NA	gold
Q94BS2	C5XAD3	AF-Q94BS2-F1-model_v3	AF-C5XAD3-F1-model_v3	1.6e-126	366.3	1.21e-14	848.40	8.928E-37	1586	platinum
Q94BT0	C5YVK9	AF-Q94BT0-F1-model_v3	AF-C5YVK9-F1-model_v3	0.0e+00	1388.2	0.00e+00	2614.57	0.000E+00	6189	platinum
Q94BU1	A0A1Z5RF77	AF-Q94BU1-F1-model_v3	AF-A0A1Z5RF77-F1-model_v3	4.6e-297	827.8	0.00e+00	1763.20	5.884E-69	3801	platinum
Q94BU8	A0A1B6QH21	AF-Q94BU8-F1-model_v3	AF-A0A1B6QH21-F1-model_v3	6.1e-118	332.0	0.00e+00	471.49	5.046E-32	1328	platinum
Q94BV2	C5YWB3	AF-Q94BV2-F1-model_v3	AF-C5YWB3-F1-model_v3	5.0e-46	149.8	1.30e-06	310.59	1.942E-14	530	platinum
Q94BX2	C5Y0C1	AF-Q94BX2-F1-model_v3	AF-C5Y0C1-F1-model_v3	8.9e-66	218.0	1.29e-04	798.52	NA	NA	gold
Q94BX4	C5X3H6	AF-Q94BX4-F1-model_v3	AF-C5X3H6-F1-model_v3	1.6e-260	714.5	0.00e+00	1269.31	3.946E-78	3237	platinum
Q94BY1	C5X8A4	AF-Q94BY1-F1-model_v3	AF-C5X8A4-F1-model_v3	1.1e-78	236.1	0.00e+00	565.72	7.438E-33	1237	platinum
Q94BY3	A0A1Z5R6H7	AF-Q94BY3-F1-model_v3	AF-A0A1Z5R6H7-F1-model_v3	6.3e-49	157.9	8.72e-14	448.66	2.140E-19	913	platinum
Q94BY4	C5XDR8	AF-Q94BY4-F1-model_v3	AF-C5XDR8-F1-model_v3	1.7e-267	748.8	3.33e-16	1462.77	1.196E-73	3257	platinum
Q94BY7	C5XMI5	AF-Q94BY7-F1-model_v3	AF-C5XMI5-F1-model_v3	5.7e-52	165.6	9.66e-06	401.96	3.685E-15	568	platinum
Q94BY8	C5X3Z3	AF-Q94BY8-F1-model_v3	AF-C5X3Z3-F1-model_v3	4.6e-126	363.6	0.00e+00	807.30	1.293E-35	1706	platinum
Q94BZ0	C5Y464	AF-Q94BZ0-F1-model_v3	AF-C5Y464-F1-model_v3	5.0e-209	582.4	0.00e+00	1160.35	5.304E-65	2765	platinum
Q94BZ5	C5XSG6	AF-Q94BZ5-F1-model_v3	AF-C5XSG6-F1-model_v3	5.4e-117	352.1	3.19e-06	849.49	3.422E-33	1243	platinum
Q94C11	A0A1B6QF44	AF-Q94C11-F1-model_v3	AF-A0A1B6QF44-F1-model_v3	2.5e-141	411.0	2.24e-07	866.11	3.243E-35	1584	platinum
Q94C15	C5Y9T9	AF-Q94C15-F1-model_v3	AF-C5Y9T9-F1-model_v3	5.9e-87	255.0	0.00e+00	554.82	1.053E-29	1288	platinum
Q94C20	C5XYN9	AF-Q94C20-F1-model_v3	AF-C5XYN9-F1-model_v3	5.9e-53	171.0	9.69e-05	333.61	1.697E-15	590	platinum
Q94C21	C5XAU5	AF-Q94C21-F1-model_v3	AF-C5XAU5-F1-model_v3	1.6e-45	168.7	5.76e-02	530.43	4.855E-12	464	platinum
Q94C25	A0A194YH45	AF-Q94C25-F1-model_v3	AF-A0A194YH45-F1-model_v3	8.0e-122	362.8	1.13e-14	1005.08	7.254E-44	1904	platinum
Q94C32	A0A1Z5RM40	AF-Q94C32-F1-model_v3	AF-A0A1Z5RM40-F1-model_v3	5.1e-119	349.0	5.96e-12	757.81	1.187E-35	1497	platinum
Q94C48	A0A194YK19	AF-Q94C48-F1-model_v3	AF-A0A194YK19-F1-model_v3	5.7e-53	182.2	1.64e-04	708.84	9.318E-13	464	platinum
Q94C50	C5Z2T6	AF-Q94C50-F1-model_v3	AF-C5Z2T6-F1-model_v3	3.6e-72	218.0	NA	NA	NA	NA	silver
Q94C53	C5X742	AF-Q94C53-F1-model_v3	AF-C5X742-F1-model_v3	1.6e-61	197.6	1.37e-13	710.49	3.274E-29	1098	platinum
Q94C55	C5WNV5	AF-Q94C55-F1-model_v3	AF-C5WNV5-F1-model_v3	2.9e-145	428.3	3.59e-11	1032.80	NA	NA	gold
Q94C59	C5Z7R9	AF-Q94C59-F1-model_v3	AF-C5Z7R9-F1-model_v3	1.7e-139	413.7	1.20e-13	1132.65	1.498E-54	2286	platinum
Q94C78	A0A1Z5SAF4	AF-Q94C78-F1-model_v3	AF-A0A1Z5SAF4-F1-model_v3	1.1e-86	260.4	3.17e-07	680.27	2.582E-19	844	platinum
Q94C90	A0A1W0W133	AF-Q94C90-F1-model_v3	AF-A0A1W0W133-F1-model_v3	4.9e-207	578.9	0.00e+00	1132.14	2.797E-67	2736	platinum
Q94C95	A0A1Z5SBQ2	AF-Q94C95-F1-model_v3	AF-A0A1Z5SBQ2-F1-model_v3	4.0e-141	424.5	NA	NA	4.633E-47	2363	gold
Q94CA0	C5X0N3	AF-Q94CA0-F1-model_v3	AF-C5X0N3-F1-model_v3	2.5e-212	595.5	0.00e+00	1199.37	1.271E-43	2296	platinum
Q94CA9	A0A1B6QPU9	AF-Q94CA9-F1-model_v3	AF-A0A1B6QPU9-F1-model_v3	9.4e-91	273.5	NA	NA	NA	NA	silver
Q94CC6	C5WW86	AF-Q94CC6-F1-model_v3	AF-C5WW86-F1-model_v3	1.4e-223	625.2	NA	NA	NA	NA	silver
Q94CD4	C5XT77	AF-Q94CD4-F1-model_v3	AF-C5XT77-F1-model_v3	1.7e-55	170.6	4.40e-05	199.94	3.117E-14	556	platinum
Q94CD5	C5XR11	AF-Q94CD5-F1-model_v3	AF-C5XR11-F1-model_v3	2.6e-191	569.3	0.00e+00	1656.42	1.973E-80	3384	platinum
Q94CD8	C5XCE5	AF-Q94CD8-F1-model_v3	AF-C5XCE5-F1-model_v3	6.1e-179	511.9	0.00e+00	1281.52	2.583E-67	2773	platinum
Q94CE3	A0A1B6QD00	AF-Q94CE3-F1-model_v3	AF-A0A1B6QD00-F1-model_v3	4.1e-108	316.6	NA	NA	9.795E-37	1466	gold
Q94CE4	A0A1B6Q4Y1	AF-Q94CE4-F1-model_v3	AF-A0A1B6Q4Y1-F1-model_v3	7.70e-01	69.84	NA	NA	NA	NA	silver
Q94CE5	C5YII6	AF-Q94CE5-F1-model_v3	AF-C5YII6-F1-model_v3	2.8e-279	766.9	0.00e+00	1364.14	6.333E-81	3460	platinum
Q94CH6	C5X6W4	AF-Q94CH6-F1-model_v3	AF-C5X6W4-F1-model_v3	3.7e-123	359.4	NA	NA	9.337E-45	1839	gold
Q94CJ5	C5YXG7	AF-Q94CJ5-F1-model_v3	AF-C5YXG7-F1-model_v3	8.7e-148	424.9	0.00e+00	1001.26	1.643E-33	1883	platinum
Q94CK1	C5Y4T0	AF-Q94CK1-F1-model_v3	AF-C5Y4T0-F1-model_v3	1.1e-100	304.7	3.43e-08	852.62	1.578E-40	1587	platinum
Q94CL6	A0A1B6QHZ5	AF-Q94CL6-F1-model_v3	AF-A0A1B6QHZ5-F1-model_v3	2.0e-229	637.9	0.00e+00	1213.54	2.755E-65	2858	platinum
Q94EG4	A0A1W0W031	AF-Q94EG4-F1-model_v3	AF-A0A1W0W031-F1-model_v3	5.5e-72	219.9	9.51e-11	440.88	4.409E-25	1088	platinum
Q94EI9	C5YMY8	AF-Q94EI9-F1-model_v3	AF-C5YMY8-F1-model_v3	2.7e-154	437.6	NA	NA	2.027E-29	1667	gold
