Uniprot_arabadopsis	Uniprot_soybean	AlphaFold_arabadopsis	AlphaFold_soybean	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q9LFJ8	I1LVT7	AF-Q9LFJ8-F1-model_v3	AF-I1LVT7-F1-model_v3	2.7e-138	406.8	0.00e+00	1202.15	2.235E-55	2459	platinum
Q9LFK6	C6SWY2	AF-Q9LFK6-F1-model_v3	AF-C6SWY2-F1-model_v3	1.1e-25	92.0	5.37e-05	161.52	NA	NA	gold
Q9LFL0	K7K5F4	AF-Q9LFL0-F1-model_v3	AF-K7K5F4-F1-model_v3	0.0e+00	2013.8	NA	NA	NA	NA	silver
Q9LFL3	C6TGU6	AF-Q9LFL3-F1-model_v3	AF-C6TGU6-F1-model_v3	6.0e-190	532.7	2.24e-11	960.69	1.694E-37	1988	platinum
Q9LFL5	A0A0R0GGP5	AF-Q9LFL5-F1-model_v3	AF-A0A0R0GGP5-F1-model_v3	0.0e+00	924.1	0.00e+00	2365.03	5.945E-67	4561	platinum
Q9LFL9	K7KTK7	AF-Q9LFL9-F1-model_v3	AF-K7KTK7-F1-model_v3	0.0e+00	902.1	0.00e+00	1739.81	4.658E-100	4215	platinum
Q9LFM4	I1MWN9	AF-Q9LFM4-F1-model_v3	AF-I1MWN9-F1-model_v3	4.7e-199	557.4	0.00e+00	1164.85	1.174E-67	2832	platinum
Q9LFM6	I1MWM7	AF-Q9LFM6-F1-model_v3	AF-I1MWM7-F1-model_v3	5.1e-65	224.9	0.00e+00	1460.08	4.104E-42	2495	platinum
Q9LFQ3	I1N5Z6	AF-Q9LFQ3-F1-model_v3	AF-I1N5Z6-F1-model_v3	0.0e+00	1424.5	1.99e-09	2814.13	NA	NA	gold
Q9LFQ6	K7MHJ1	AF-Q9LFQ6-F1-model_v3	AF-K7MHJ1-F1-model_v3	7.9e-52	194.1	NA	NA	7.101E-17	780	gold
Q9LFQ8	I1N5Z4	AF-Q9LFQ8-F1-model_v3	AF-I1N5Z4-F1-model_v3	3.0e-105	313.5	NA	NA	6.527E-28	1270	gold
Q9LFR9	I1N6Q0	AF-Q9LFR9-F1-model_v3	AF-I1N6Q0-F1-model_v3	1.4e-41	132.1	0.00e+00	263.79	7.496E-10	426	platinum
Q9LFS2	A0A0R0GIF3	AF-Q9LFS2-F1-model_v3	AF-A0A0R0GIF3-F1-model_v3	2.1e-189	547.7	8.88e-16	1416.40	2.885E-64	2941	platinum
Q9LFS3	I1JDE1	AF-Q9LFS3-F1-model_v3	AF-I1JDE1-F1-model_v3	3.3e-113	327.0	0.00e+00	742.21	9.633E-27	1442	platinum
Q9LFS8	I1NHX5	AF-Q9LFS8-F1-model_v3	AF-I1NHX5-F1-model_v3	0.0e+00	1215.7	0.00e+00	2893.44	0.000E+00	5461	platinum
Q9LFT2	A0A0R0EHT4	AF-Q9LFT2-F1-model_v3	AF-A0A0R0EHT4-F1-model_v3	5.7e-112	329.3	2.24e-13	791.79	5.927E-25	824	platinum
Q9LFT5	C6SZ30	AF-Q9LFT5-F1-model_v3	AF-C6SZ30-F1-model_v3	2.7e-31	108.2	4.52e-07	238.53	1.539E-10	419	platinum
Q9LFU9	I1JQ22	AF-Q9LFU9-F1-model_v3	AF-I1JQ22-F1-model_v3	1.5e-71	212.2	0.00e+00	431.17	1.688E-25	985	platinum
Q9LFV3	I1N6G8	AF-Q9LFV3-F1-model_v3	AF-I1N6G8-F1-model_v3	1.4e-181	513.5	0.00e+00	1106.77	6.134E-55	2335	platinum
Q9LFV5	A0A0R0IXP4	AF-Q9LFV5-F1-model_v3	AF-A0A0R0IXP4-F1-model_v3	9.1e-262	717.6	0.00e+00	1148.27	2.051E-68	3052	platinum
Q9LFW1	I1LWV7	AF-Q9LFW1-F1-model_v3	AF-I1LWV7-F1-model_v3	2.4e-244	666.4	NA	NA	8.179E-73	2793	gold
Q9LFX3	K7K1P5	AF-Q9LFX3-F1-model_v3	AF-K7K1P5-F1-model_v3	1.3e-201	567.4	0.00e+00	1378.67	8.737E-45	2615	platinum
Q9LFX8	I1J5J5	AF-Q9LFX8-F1-model_v3	AF-I1J5J5-F1-model_v3	4.4e-107	323.9	1.35e-10	983.81	2.269E-31	1545	platinum
Q9LFY0	K7K608	AF-Q9LFY0-F1-model_v3	AF-K7K608-F1-model_v3	1.3e-117	357.5	6.37e-05	911.49	NA	NA	gold
Q9LG26	K7LAC5	AF-Q9LG26-F1-model_v3	AF-K7LAC5-F1-model_v3	1.6e-252	715.3	0.00e+00	1628.43	3.285E-77	3618	platinum
Q9LH39	I1JAZ5	AF-Q9LH39-F1-model_v3	AF-I1JAZ5-F1-model_v3	4.0e-247	683.7	NA	NA	7.622E-49	2684	gold
Q9LH41	I1NG05	AF-Q9LH41-F1-model_v3	AF-I1NG05-F1-model_v3	1.3e-249	689.5	NA	NA	8.280E-68	2983	gold
Q9LHA4	I1L5Z7	AF-Q9LHA4-F1-model_v3	AF-I1L5Z7-F1-model_v3	2.4e-254	691.0	0.00e+00	1030.24	2.627E-46	2581	platinum
Q9LHE6	C6TLE4	AF-Q9LHE6-F1-model_v3	AF-C6TLE4-F1-model_v3	9.1e-216	600.9	0.00e+00	1161.79	1.163E-45	2588	platinum
Q9LHE8	I1LF93	AF-Q9LHE8-F1-model_v3	AF-I1LF93-F1-model_v3	6.5e-170	484.2	1.13e-13	948.45	4.190E-49	2167	platinum
Q9LHG8	I1LPI0	AF-Q9LHG8-F1-model_v3	AF-I1LPI0-F1-model_v3	2.8e-169	479.9	0.00e+00	1053.62	2.341E-48	1971	platinum
Q9LHH3	I1JV77	AF-Q9LHH3-F1-model_v3	AF-I1JV77-F1-model_v3	3.9e-63	193.7	5.10e-07	346.85	6.901E-17	589	platinum
Q9LHH5	I1M0M5	AF-Q9LHH5-F1-model_v3	AF-I1M0M5-F1-model_v3	1.5e-22	95.5	7.89e-03	338.02	5.619E-07	302	platinum
Q9LHI0	C6SY81	AF-Q9LHI0-F1-model_v3	AF-C6SY81-F1-model_v3	1.5e-60	183.0	2.93e-13	329.13	1.029E-14	679	platinum
Q9LHJ2	A0A0R0G709	AF-Q9LHJ2-F1-model_v3	AF-A0A0R0G709-F1-model_v3	3.8e-152	441.0	0.00e+00	1089.12	1.691E-53	2311	platinum
Q9LHJ3	A0A0R0GGK9	AF-Q9LHJ3-F1-model_v3	AF-A0A0R0GGK9-F1-model_v3	1.1e-15	64.7	NA	NA	NA	NA	silver
Q9LHJ8	A0A0R4J5B8	AF-Q9LHJ8-F1-model_v3	AF-A0A0R4J5B8-F1-model_v3	2.5e-63	192.2	NA	NA	1.022E-19	719	gold
Q9LHK4	I1J4J3	AF-Q9LHK4-F1-model_v3	AF-I1J4J3-F1-model_v3	0.0e+00	1520.0	NA	NA	0.000E+00	7374	gold
Q9LHK9	K7MV60	AF-Q9LHK9-F1-model_v3	AF-K7MV60-F1-model_v3	2.4e-288	789.3	0.00e+00	1392.73	2.341E-96	3720	platinum
Q9LHL1	I1M6E2	AF-Q9LHL1-F1-model_v3	AF-I1M6E2-F1-model_v3	3.4e-14	63.5	1.41e-02	122.47	NA	NA	gold
Q9LHL2	I1LXP8	AF-Q9LHL2-F1-model_v3	AF-I1LXP8-F1-model_v3	4.2e-108	320.9	NA	NA	1.168E-37	1483	gold
Q9LHL3	I1JEX4	AF-Q9LHL3-F1-model_v3	AF-I1JEX4-F1-model_v3	6.7e-135	394.8	NA	NA	NA	NA	silver
Q9LHN2	K7MUL5	AF-Q9LHN2-F1-model_v3	AF-K7MUL5-F1-model_v3	1.9e-86	259.6	0.00e+00	716.64	8.099E-25	1342	platinum
Q9LHN5	A0A0R0HG19	AF-Q9LHN5-F1-model_v3	AF-A0A0R0HG19-F1-model_v3	1.1e-176	520.0	0.00e+00	1844.67	4.177E-46	3024	platinum
Q9LHN9	I1K3X1	AF-Q9LHN9-F1-model_v3	AF-I1K3X1-F1-model_v3	2.1e-240	678.7	3.30e-07	1127.84	NA	NA	gold
Q9LHP1	I1KVR2	AF-Q9LHP1-F1-model_v3	AF-I1KVR2-F1-model_v3	2.3e-148	414.1	0.00e+00	719.75	1.969E-43	1640	platinum
Q9LHQ4	A0A0R0GVS1	AF-Q9LHQ4-F1-model_v3	AF-A0A0R0GVS1-F1-model_v3	4.8e-109	322.0	0.00e+00	784.34	3.780E-39	1558	platinum
Q9LHQ6	I1M3G2	AF-Q9LHQ6-F1-model_v3	AF-I1M3G2-F1-model_v3	1.4e-257	714.1	0.00e+00	1433.08	5.374E-58	3202	platinum
Q9LHS8	K7M5B3	AF-Q9LHS8-F1-model_v3	AF-K7M5B3-F1-model_v3	2.3e-54	172.6	NA	NA	6.311E-16	658	gold
Q9LI61	K7MV42	AF-Q9LI61-F1-model_v3	AF-K7MV42-F1-model_v3	4.4e-218	608.6	0.00e+00	1319.59	1.221E-46	2559	platinum
Q9LI77	I1KY45	AF-Q9LI77-F1-model_v3	AF-I1KY45-F1-model_v3	1.2e-280	773.5	0.00e+00	1521.03	3.577E-86	3780	platinum
Q9LI85	I1MMN7	AF-Q9LI85-F1-model_v3	AF-I1MMN7-F1-model_v3	2.7e-28	102.8	4.05e-05	273.39	NA	NA	gold
Q9LI95	K7L8J0	AF-Q9LI95-F1-model_v3	AF-K7L8J0-F1-model_v3	1.9e-198	564.7	3.78e-10	1131.87	1.613E-64	2527	platinum
Q9LIC2	I1KGC3	AF-Q9LIC2-F1-model_v3	AF-I1KGC3-F1-model_v3	0.0e+00	1112.4	NA	NA	1.332E-88	4705	gold
Q9LIC3	K7K942	AF-Q9LIC3-F1-model_v3	AF-K7K942-F1-model_v3	0.0e+00	892.9	0.00e+00	1773.04	1.491E-63	3747	platinum
Q9LIC6	I1M5D1	AF-Q9LIC6-F1-model_v3	AF-I1M5D1-F1-model_v3	2.2e-69	209.5	NA	NA	NA	NA	silver
Q9LID0	I1KE11	AF-Q9LID0-F1-model_v3	AF-I1KE11-F1-model_v3	0.0e+00	983.4	0.00e+00	1987.12	0.000E+00	4818	platinum
Q9LIE5	I1JVW1	AF-Q9LIE5-F1-model_v3	AF-I1JVW1-F1-model_v3	0.0e+00	1039.3	1.55e-14	2013.72	NA	NA	gold
Q9LIE7	I1M652	AF-Q9LIE7-F1-model_v3	AF-I1M652-F1-model_v3	1.5e-316	885.9	0.00e+00	2144.28	1.982E-57	3919	platinum
Q9LIE8	I1NDT2	AF-Q9LIE8-F1-model_v3	AF-I1NDT2-F1-model_v3	1.1e-37	145.6	NA	NA	NA	NA	silver
Q9LIG0	C6T8I5	AF-Q9LIG0-F1-model_v3	AF-C6T8I5-F1-model_v3	1.2e-187	520.4	0.00e+00	905.33	1.352E-61	2378	platinum
Q9LIG6	I1NJ75	AF-Q9LIG6-F1-model_v3	AF-I1NJ75-F1-model_v3	1.4e-123	354.0	4.40e-13	666.84	1.995E-39	1515	platinum
Q9LIH2	I1KYS8	AF-Q9LIH2-F1-model_v3	AF-I1KYS8-F1-model_v3	1.4e-156	444.5	1.78e-15	896.03	2.919E-45	1800	platinum
Q9LIH6	K7LSR6	AF-Q9LIH6-F1-model_v3	AF-K7LSR6-F1-model_v3	2.0e-146	415.2	0.00e+00	824.68	7.579E-48	1961	platinum
Q9LIH7	K7LGK1	AF-Q9LIH7-F1-model_v3	AF-K7LGK1-F1-model_v3	2.3e-123	360.1	9.88e-15	855.15	1.636E-38	1752	platinum
Q9LII8	I1N5R3	AF-Q9LII8-F1-model_v3	AF-I1N5R3-F1-model_v3	2.8e-296	824.7	NA	NA	NA	NA	silver
Q9LIK1	I1NIB7	AF-Q9LIK1-F1-model_v3	AF-I1NIB7-F1-model_v3	6.3e-123	344.7	0.00e+00	527.73	1.043E-37	1418	platinum
Q9LIK9	I1NGL3	AF-Q9LIK9-F1-model_v3	AF-I1NGL3-F1-model_v3	3.1e-280	766.1	NA	NA	2.562E-87	3374	gold
Q9LIL5	K7M297	AF-Q9LIL5-F1-model_v3	AF-K7M297-F1-model_v3	9.2e-44	162.2	4.24e-14	1256.22	3.202E-33	1971	platinum
Q9LIM3	I1LV37	AF-Q9LIM3-F1-model_v3	AF-I1LV37-F1-model_v3	3.1e-21	93.2	NA	NA	NA	NA	silver
Q9LIP9	I1L694	AF-Q9LIP9-F1-model_v3	AF-I1L694-F1-model_v3	0.0e+00	1108.6	0.00e+00	1955.19	0.000E+00	5326	platinum
Q9LIQ3	I1LAK7	AF-Q9LIQ3-F1-model_v3	AF-I1LAK7-F1-model_v3	2.1e-165	471.9	NA	NA	2.062E-58	2331	gold
Q9LIQ4	I1LAK9	AF-Q9LIQ4-F1-model_v3	AF-I1LAK9-F1-model_v3	4.8e-120	345.5	0.00e+00	761.42	2.237E-35	1740	platinum
Q9LIQ7	A0A0R0JV25	AF-Q9LIQ7-F1-model_v3	AF-A0A0R0JV25-F1-model_v3	3.0e-245	691.8	NA	NA	2.941E-53	3425	gold
Q9LIQ9	K7N288	AF-Q9LIQ9-F1-model_v3	AF-K7N288-F1-model_v3	8.8e-103	332.0	3.70e-07	1382.18	6.775E-37	1237	platinum
Q9LIR4	I1M137	AF-Q9LIR4-F1-model_v3	AF-I1M137-F1-model_v3	0.0e+00	979.5	0.00e+00	1711.73	0.000E+00	4450	platinum
Q9LIR6	A0A0R4J443	AF-Q9LIR6-F1-model_v3	AF-A0A0R4J443-F1-model_v3	1.9e-319	874.8	0.00e+00	1533.53	2.113E-90	3947	platinum
Q9LIS3	I1LN28	AF-Q9LIS3-F1-model_v3	AF-I1LN28-F1-model_v3	3.6e-261	717.6	0.00e+00	1217.23	1.927E-77	3123	platinum
Q9LJ44	A0A0R0HEE4	AF-Q9LJ44-F1-model_v3	AF-A0A0R0HEE4-F1-model_v3	6.3e-72	230.7	NA	NA	6.718E-30	1103	gold
Q9LJ66	A0A0R0EGI2	AF-Q9LJ66-F1-model_v3	AF-A0A0R0EGI2-F1-model_v3	3.6e-155	440.7	NA	NA	NA	NA	silver
Q9LJ71	A0A0R0HPS5	AF-Q9LJ71-F1-model_v3	AF-A0A0R0HPS5-F1-model_v3	2.9e-126	392.5	NA	NA	NA	NA	silver
Q9LJ87	I1LFW0	AF-Q9LJ87-F1-model_v3	AF-I1LFW0-F1-model_v3	2.2e-195	546.2	0.00e+00	986.97	5.817E-61	2326	platinum
Q9LJ92	I1NGG1	AF-Q9LJ92-F1-model_v3	AF-I1NGG1-F1-model_v3	2.7e-50	155.6	9.15e-10	270.43	NA	NA	gold
Q9LJ97	I1NGG4	AF-Q9LJ97-F1-model_v3	AF-I1NGG4-F1-model_v3	3.1e-100	293.5	0.00e+00	684.28	7.147E-33	1458	platinum
Q9LJ98	I1KFP3	AF-Q9LJ98-F1-model_v3	AF-I1KFP3-F1-model_v3	1.9e-63	191.4	0.00e+00	403.82	7.693E-16	634	platinum
Q9LJA1	K7LMC8	AF-Q9LJA1-F1-model_v3	AF-K7LMC8-F1-model_v3	4.4e-87	264.6	6.86e-06	533.25	NA	NA	gold
Q9LJD7	I1KSB4	AF-Q9LJD7-F1-model_v3	AF-I1KSB4-F1-model_v3	6.2e-87	253.4	0.00e+00	485.26	4.410E-29	1119	platinum
Q9LJD8	K7LNX9	AF-Q9LJD8-F1-model_v3	AF-K7LNX9-F1-model_v3	0.0e+00	1864.4	NA	NA	0.000E+00	7091	gold
Q9LJE2	I1JMN9	AF-Q9LJE2-F1-model_v3	AF-I1JMN9-F1-model_v3	1.5e-289	800.4	0.00e+00	1660.75	5.098E-94	4035	platinum
Q9LJF2	I1LN08	AF-Q9LJF2-F1-model_v3	AF-I1LN08-F1-model_v3	0.0e+00	896.0	0.00e+00	1623.11	7.083E-97	4556	platinum
Q9LJF5	K7KGT5	AF-Q9LJF5-F1-model_v3	AF-K7KGT5-F1-model_v3	2.6e-86	271.2	NA	NA	1.378E-32	1294	gold
Q9LJG8	I1MK41	AF-Q9LJG8-F1-model_v3	AF-I1MK41-F1-model_v3	1.8e-73	235.7	3.18e-08	763.97	1.507E-25	1010	platinum
Q9LJK1	I1KM01	AF-Q9LJK1-F1-model_v3	AF-I1KM01-F1-model_v3	6.9e-250	693.0	NA	NA	9.862E-76	3083	gold
Q9LJK5	I1KLZ7	AF-Q9LJK5-F1-model_v3	AF-I1KLZ7-F1-model_v3	0.0e+00	885.6	0.00e+00	1563.75	3.631E-100	4316	platinum
Q9LJM5	C6T1N0	AF-Q9LJM5-F1-model_v3	AF-C6T1N0-F1-model_v3	1.1e-67	203.8	NA	NA	NA	NA	silver
Q9LJN1	I1NG30	AF-Q9LJN1-F1-model_v3	AF-I1NG30-F1-model_v3	7.5e-13	68.2	6.26e-02	321.50	NA	NA	gold
Q9LJN2	I1JAX6	AF-Q9LJN2-F1-model_v3	AF-I1JAX6-F1-model_v3	2.3e-175	498.4	0.00e+00	988.35	1.893E-45	1995	platinum
Q9LJN4	K7N397	AF-Q9LJN4-F1-model_v3	AF-K7N397-F1-model_v3	0.0e+00	1066.2	NA	NA	0.000E+00	5471	gold
Q9LJQ5	I1KJ13	AF-Q9LJQ5-F1-model_v3	AF-I1KJ13-F1-model_v3	3.9e-76	229.6	0.00e+00	621.49	3.345E-19	794	platinum
Q9LJR1	C6SZT8	AF-Q9LJR1-F1-model_v3	AF-C6SZT8-F1-model_v3	3.4e-75	222.6	4.55e-15	412.16	4.674E-18	747	platinum
Q9LJR9	I1MME7	AF-Q9LJR9-F1-model_v3	AF-I1MME7-F1-model_v3	3.0e-42	145.2	NA	NA	NA	NA	silver
Q9LJU7	G0T427	AF-Q9LJU7-F1-model_v3	AF-G0T427-F1-model_v3	2.5e-259	712.2	0.00e+00	1241.06	1.380E-82	3328	platinum
Q9LJW0	I1N4F8	AF-Q9LJW0-F1-model_v3	AF-I1N4F8-F1-model_v3	6.9e-295	829.7	NA	NA	NA	NA	silver
Q9LJX0	I1LWJ6	AF-Q9LJX0-F1-model_v3	AF-I1LWJ6-F1-model_v3	0.0e+00	2182.1	0.00e+00	3618.02	0.000E+00	9137	platinum
Q9LJY0	K7M8N2	AF-Q9LJY0-F1-model_v3	AF-K7M8N2-F1-model_v3	5.9e-189	550.8	0.00e+00	1616.01	3.319E-75	3190	platinum
Q9LJY1	I1KYH0	AF-Q9LJY1-F1-model_v3	AF-I1KYH0-F1-model_v3	2.2e-70	231.5	0.00e+00	1242.34	4.907E-32	1913	platinum
Q9LK11	I1JWA3	AF-Q9LK11-F1-model_v3	AF-I1JWA3-F1-model_v3	5.3e-227	634.4	0.00e+00	1362.64	2.887E-79	3024	platinum
Q9LK21	I1N7K8	AF-Q9LK21-F1-model_v3	AF-I1N7K8-F1-model_v3	3.2e-238	659.1	0.00e+00	1084.19	3.275E-72	2883	platinum
Q9LK27	I1MLM9	AF-Q9LK27-F1-model_v3	AF-I1MLM9-F1-model_v3	8.2e-210	612.1	2.69e-07	1483.62	3.607E-57	2488	platinum
Q9LK28	I1K145	AF-Q9LK28-F1-model_v3	AF-I1K145-F1-model_v3	2.2e-53	176.4	NA	NA	NA	NA	silver
Q9LK35	I1LT08	AF-Q9LK35-F1-model_v3	AF-I1LT08-F1-model_v3	0.0e+00	1200.3	0.00e+00	2226.61	NA	NA	gold
Q9LK44	K7L5Z0	AF-Q9LK44-F1-model_v3	AF-K7L5Z0-F1-model_v3	6.5e-32	132.1	NA	NA	4.507E-11	467	gold
Q9LK47	A0A0R0F511	AF-Q9LK47-F1-model_v3	AF-A0A0R0F511-F1-model_v3	1.2e-145	418.7	4.33e-15	890.75	1.219E-53	2159	platinum
Q9LK65	I1JJH5	AF-Q9LK65-F1-model_v3	AF-I1JJH5-F1-model_v3	8.2e-294	817.0	0.00e+00	1652.04	9.869E-83	3562	platinum
Q9LK73	I1MPF4	AF-Q9LK73-F1-model_v3	AF-I1MPF4-F1-model_v3	2.8e-158	457.6	0.00e+00	1163.82	3.281E-57	2435	platinum
Q9LK77	I1N434	AF-Q9LK77-F1-model_v3	AF-I1N434-F1-model_v3	1.3e-233	646.4	0.00e+00	1168.53	1.054E-78	3163	platinum
Q9LK80	I1MMJ5	AF-Q9LK80-F1-model_v3	AF-I1MMJ5-F1-model_v3	1.1e-159	463.8	0.00e+00	1140.47	1.504E-36	2077	platinum
Q9LK90	I1N5P8	AF-Q9LK90-F1-model_v3	AF-I1N5P8-F1-model_v3	0.0e+00	1736.9	NA	NA	0.000E+00	8427	gold
Q9LK96	I1LV40	AF-Q9LK96-F1-model_v3	AF-I1LV40-F1-model_v3	8.4e-179	501.1	0.00e+00	1060.31	7.227E-67	2554	platinum
Q9LKA4	K7KWT9	AF-Q9LKA4-F1-model_v3	AF-K7KWT9-F1-model_v3	1.5e-132	388.3	9.34e-09	910.61	2.409E-48	1824	platinum
Q9LKA5	I1M324	AF-Q9LKA5-F1-model_v3	AF-I1M324-F1-model_v3	2.0e-95	291.6	4.20e-08	774.19	3.265E-36	1385	platinum
Q9LKB4	I1M833	AF-Q9LKB4-F1-model_v3	AF-I1M833-F1-model_v3	4.0e-233	659.1	2.70e-07	1174.29	4.359E-63	2593	platinum
Q9LKB6	K7M272	AF-Q9LKB6-F1-model_v3	AF-K7M272-F1-model_v3	2.1e-76	232.6	NA	NA	3.785E-18	977	gold
Q9LKI5	K7LMX5	AF-Q9LKI5-F1-model_v3	AF-K7LMX5-F1-model_v3	0.0e+00	1247.3	0.00e+00	2399.42	0.000E+00	5708	platinum
Q9LKJ1	B0M1A0	AF-Q9LKJ1-F1-model_v3	AF-B0M1A0-F1-model_v3	4.6e-187	523.5	0.00e+00	1074.08	4.083E-51	2449	platinum
Q9LKR4	I1L023	AF-Q9LKR4-F1-model_v3	AF-I1L023-F1-model_v3	1.2e-286	800.8	8.66e-15	1806.15	7.826E-90	3899	platinum
Q9LKU2	C6SZ58	AF-Q9LKU2-F1-model_v3	AF-C6SZ58-F1-model_v3	1.1e-32	113.2	1.85e-06	296.13	9.589E-09	315	platinum
Q9LKU3	K7M1P8	AF-Q9LKU3-F1-model_v3	AF-K7M1P8-F1-model_v3	0.0e+00	1367.4	0.00e+00	2390.44	3.857E-88	5421	platinum
Q9LKW9	H9CDQ2	AF-Q9LKW9-F1-model_v3	AF-H9CDQ2-F1-model_v3	0.0e+00	1342.4	3.00e-10	2692.86	2.314E-102	5835	platinum
Q9LL84	A0A0R0G1X4	AF-Q9LL84-F1-model_v3	AF-A0A0R0G1X4-F1-model_v3	0.0e+00	1335.1	1.04e-14	2887.24	0.000E+00	6418	platinum
Q9LLL8	A0A0R0IKE9	AF-Q9LLL8-F1-model_v3	AF-A0A0R0IKE9-F1-model_v3	0.0e+00	964.1	0.00e+00	2096.57	0.000E+00	5062	platinum
Q9LM02	C6TI82	AF-Q9LM02-F1-model_v3	AF-C6TI82-F1-model_v3	2.4e-227	621.7	0.00e+00	983.34	9.380E-64	2791	platinum
Q9LM13	K7KJB2	AF-Q9LM13-F1-model_v3	AF-K7KJB2-F1-model_v3	4.8e-162	458.4	NA	NA	5.156E-53	2069	gold
Q9LM55	I1KA24	AF-Q9LM55-F1-model_v3	AF-I1KA24-F1-model_v3	2.0e-223	623.2	0.00e+00	1152.89	6.610E-66	2938	platinum
Q9LM58	I1KA32	AF-Q9LM58-F1-model_v3	AF-I1KA32-F1-model_v3	6.1e-124	359.0	0.00e+00	775.46	7.521E-26	1450	platinum
Q9LM69	C6TKF9	AF-Q9LM69-F1-model_v3	AF-C6TKF9-F1-model_v3	3.3e-71	214.5	8.00e-10	415.74	4.558E-21	780	platinum
Q9LM71	I1JSS3	AF-Q9LM71-F1-model_v3	AF-I1JSS3-F1-model_v3	8.2e-91	267.3	6.09e-10	484.88	7.859E-27	1150	platinum
Q9LM92	C6SWW8	AF-Q9LM92-F1-model_v3	AF-C6SWW8-F1-model_v3	4.5e-66	196.8	5.26e-13	299.52	2.920E-20	830	platinum
Q9LM93	I1KLS1	AF-Q9LM93-F1-model_v3	AF-I1KLS1-F1-model_v3	8.1e-154	427.9	0.00e+00	718.60	1.377E-47	1859	platinum
Q9LMA1	I1LY93	AF-Q9LMA1-F1-model_v3	AF-I1LY93-F1-model_v3	3.5e-267	738.0	0.00e+00	1479.90	1.011E-81	3537	platinum
Q9LMA2	I1LY95	AF-Q9LMA2-F1-model_v3	AF-I1LY95-F1-model_v3	1.1e-14	63.9	4.88e-04	119.18	NA	NA	gold
Q9LMC8	K7KVV5	AF-Q9LMC8-F1-model_v3	AF-K7KVV5-F1-model_v3	2.9e-130	392.5	NA	NA	1.310E-39	1464	gold
Q9LME2	K7LWZ4	AF-Q9LME2-F1-model_v3	AF-K7LWZ4-F1-model_v3	5.9e-215	631.7	NA	NA	5.089E-52	1604	gold
Q9LMG4	I1JEA7	AF-Q9LMG4-F1-model_v3	AF-I1JEA7-F1-model_v3	1.0e-131	425.6	7.14e-03	1254.08	NA	NA	gold
Q9LMH0	I1KIA5	AF-Q9LMH0-F1-model_v3	AF-I1KIA5-F1-model_v3	1.3e-160	449.9	0.00e+00	843.00	8.965E-44	1880	platinum
Q9LMH6	A0A0R0H659	AF-Q9LMH6-F1-model_v3	AF-A0A0R0H659-F1-model_v3	7.4e-126	391.0	0.00e+00	1717.11	1.621E-58	2504	platinum
Q9LMI0	I1KEL5	AF-Q9LMI0-F1-model_v3	AF-I1KEL5-F1-model_v3	0.0e+00	1383.2	NA	NA	0.000E+00	6234	gold
Q9LMJ2	I1LLT3	AF-Q9LMJ2-F1-model_v3	AF-I1LLT3-F1-model_v3	1.9e-59	183.0	NA	NA	NA	NA	silver
Q9LMJ7	I1JBQ4	AF-Q9LMJ7-F1-model_v3	AF-I1JBQ4-F1-model_v3	4.1e-164	464.5	0.00e+00	926.41	1.907E-53	2189	platinum
Q9LMK4	I1LLL9	AF-Q9LMK4-F1-model_v3	AF-I1LLL9-F1-model_v3	4.6e-133	390.2	NA	NA	NA	NA	silver
Q9LMK5	I1KU98	AF-Q9LMK5-F1-model_v3	AF-I1KU98-F1-model_v3	1.6e-39	132.5	0.00e+00	368.09	3.355E-18	753	platinum
Q9LML3	K7KRK2	AF-Q9LML3-F1-model_v3	AF-K7KRK2-F1-model_v3	1.7e-45	154.5	2.05e-05	403.59	2.690E-17	686	platinum
Q9LMN4	K7K732	AF-Q9LMN4-F1-model_v3	AF-K7K732-F1-model_v3	2.0e-60	179.9	0.00e+00	287.64	3.133E-17	786	platinum
Q9LMP7	I1KVK0	AF-Q9LMP7-F1-model_v3	AF-I1KVK0-F1-model_v3	1.7e-119	339.3	0.00e+00	632.27	5.224E-22	942	platinum
Q9LMS7	I1KQH1	AF-Q9LMS7-F1-model_v3	AF-I1KQH1-F1-model_v3	7.0e-286	785.4	0.00e+00	1343.96	7.323E-86	3608	platinum
Q9LMT1	I1L484	AF-Q9LMT1-F1-model_v3	AF-I1L484-F1-model_v3	3.8e-145	413.7	0.00e+00	878.80	1.738E-53	2152	platinum
Q9LMT2	I1L486	AF-Q9LMT2-F1-model_v3	AF-I1L486-F1-model_v3	3.0e-308	859.4	NA	NA	4.188E-81	3638	gold
Q9LMU1	K7K5L4	AF-Q9LMU1-F1-model_v3	AF-K7K5L4-F1-model_v3	3.9e-295	811.2	1.11e-16	1292.38	1.742E-64	3096	platinum
Q9LMU5	I1MQD5	AF-Q9LMU5-F1-model_v3	AF-I1MQD5-F1-model_v3	9.8e-111	326.6	8.91e-12	765.83	7.496E-42	1709	platinum
Q9LMX8	I1J630	AF-Q9LMX8-F1-model_v3	AF-I1J630-F1-model_v3	1.5e-129	368.2	NA	NA	2.400E-44	1652	gold
Q9LMX9	K7MUZ9	AF-Q9LMX9-F1-model_v3	AF-K7MUZ9-F1-model_v3	2.1e-162	458.8	NA	NA	2.154E-58	2228	gold
