Uniprot_arabadopsis	Uniprot_maize	AlphaFold_arabadopsis	AlphaFold_maize	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q9FMU5	B4FFH2	AF-Q9FMU5-F1-model_v3	AF-B4FFH2-F1-model_v3	4.7e-209	592.4	0.00e+00	1331.85	4.097E-71	3122	platinum
Q9FMU6	B4FTJ6	AF-Q9FMU6-F1-model_v3	AF-B4FTJ6-F1-model_v3	4.8e-202	560.1	0.00e+00	941.02	1.207E-36	2176	platinum
Q9FMV4	B6UHG8	AF-Q9FMV4-F1-model_v3	AF-B6UHG8-F1-model_v3	1.5e-31	112.5	9.08e-10	371.61	1.248E-11	499	platinum
Q9FMW4	A0A1D6KSF0	AF-Q9FMW4-F1-model_v3	AF-A0A1D6KSF0-F1-model_v3	9.6e-59	186.4	NA	NA	2.396E-20	937	gold
Q9FMW7	K7UXB8	AF-Q9FMW7-F1-model_v3	AF-K7UXB8-F1-model_v3	5.4e-78	247.3	0.00e+00	1141.54	2.710E-51	2200	platinum
Q9FMW9	A0A096PS81	AF-Q9FMW9-F1-model_v3	AF-A0A096PS81-F1-model_v3	7.2e-84	246.5	0.00e+00	551.26	3.411E-20	1081	platinum
Q9FMX0	A0A1D6LKU6	AF-Q9FMX0-F1-model_v3	AF-A0A1D6LKU6-F1-model_v3	1.3e-98	290.0	0.00e+00	636.87	4.943E-29	1340	platinum
Q9FMX6	C4J426	AF-Q9FMX6-F1-model_v3	AF-C4J426-F1-model_v3	2.2e-115	347.4	3.52e-09	965.01	6.611E-38	1729	platinum
Q9FMX7	A0A1D6E5R3	AF-Q9FMX7-F1-model_v3	AF-A0A1D6E5R3-F1-model_v3	2.1e-68	207.6	0.00e+00	514.59	2.384E-29	1120	platinum
Q9FMY1	A0A1D6GP24	AF-Q9FMY1-F1-model_v3	AF-A0A1D6GP24-F1-model_v3	2.3e-258	717.6	0.00e+00	1495.04	1.330E-61	3239	platinum
Q9FMY3	A0A096TFS4	AF-Q9FMY3-F1-model_v3	AF-A0A096TFS4-F1-model_v3	3.1e-65	211.5	NA	NA	NA	NA	silver
Q9FMZ0	A0A1D6I5V1	AF-Q9FMZ0-F1-model_v3	AF-A0A1D6I5V1-F1-model_v3	3.0e-14	71.6	1.04e-02	296.98	NA	NA	gold
Q9FMZ3	A0A1D6GG94	AF-Q9FMZ3-F1-model_v3	AF-A0A1D6GG94-F1-model_v3	2.9e-13	73.9	9.90e-03	969.77	NA	NA	gold
Q9FMZ6	C0PED7	AF-Q9FMZ6-F1-model_v3	AF-C0PED7-F1-model_v3	4.0e-80	240.7	NA	NA	2.654E-30	1279	gold
Q9FN02	B6TKI2	AF-Q9FN02-F1-model_v3	AF-B6TKI2-F1-model_v3	5.3e-204	569.7	0.00e+00	1135.24	3.738E-68	2704	platinum
Q9FN03	B4FTT2	AF-Q9FN03-F1-model_v3	AF-B4FTT2-F1-model_v3	8.6e-250	686.8	0.00e+00	1165.60	7.991E-78	3341	platinum
Q9FN06	A0A1D6K6V3	AF-Q9FN06-F1-model_v3	AF-A0A1D6K6V3-F1-model_v3	3.1e-133	391.0	0.00e+00	998.41	1.197E-33	1767	platinum
Q9FN08	A0A1D6N5T1	AF-Q9FN08-F1-model_v3	AF-A0A1D6N5T1-F1-model_v3	0.0e+00	924.9	NA	NA	NA	NA	silver
Q9FN11	A0A1D6IIB9	AF-Q9FN11-F1-model_v3	AF-A0A1D6IIB9-F1-model_v3	5.7e-63	196.4	NA	NA	NA	NA	silver
Q9FN13	B6TNK3	AF-Q9FN13-F1-model_v3	AF-B6TNK3-F1-model_v3	4.8e-11	59.3	NA	NA	NA	NA	silver
Q9FN15	K7VDA2	AF-Q9FN15-F1-model_v3	AF-K7VDA2-F1-model_v3	4.9e-133	381.7	7.18e-14	756.05	5.517E-32	1549	platinum
Q9FN19	A0A1D6J4G2	AF-Q9FN19-F1-model_v3	AF-A0A1D6J4G2-F1-model_v3	4.8e-171	498.4	0.00e+00	1510.96	2.074E-79	3465	platinum
Q9FN21	C0PBF8	AF-Q9FN21-F1-model_v3	AF-C0PBF8-F1-model_v3	1.6e-141	408.7	0.00e+00	957.17	5.803E-56	2264	platinum
Q9FN30	A0A1D6QM74	AF-Q9FN30-F1-model_v3	AF-A0A1D6QM74-F1-model_v3	3.9e-174	493.8	NA	NA	NA	NA	silver
Q9FN34	C0PNY9	AF-Q9FN34-F1-model_v3	AF-C0PNY9-F1-model_v3	9.4e-93	283.5	8.59e-10	841.83	1.345E-43	1738	platinum
Q9FN36	A0A1D6G9X4	AF-Q9FN36-F1-model_v3	AF-A0A1D6G9X4-F1-model_v3	1.0e-129	379.8	NA	NA	NA	NA	silver
Q9FN37	A0A1D6HR44	AF-Q9FN37-F1-model_v3	AF-A0A1D6HR44-F1-model_v3	2.6e-183	560.5	NA	NA	NA	NA	silver
Q9FN41	B4G0F3	AF-Q9FN41-F1-model_v3	AF-B4G0F3-F1-model_v3	5.9e-260	718.4	0.00e+00	1412.63	5.459E-76	3468	platinum
Q9FN42	C0PFY0	AF-Q9FN42-F1-model_v3	AF-C0PFY0-F1-model_v3	1.0e-110	318.9	0.00e+00	663.93	4.546E-39	1495	platinum
Q9FN48	C0PPF5	AF-Q9FN48-F1-model_v3	AF-C0PPF5-F1-model_v3	4.0e-111	330.9	8.11e-09	734.63	1.036E-36	1439	platinum
Q9FN50	B4FT56	AF-Q9FN50-F1-model_v3	AF-B4FT56-F1-model_v3	1.6e-92	273.9	8.10e-15	669.90	2.766E-22	1080	platinum
Q9FN67	B6TDA2	AF-Q9FN67-F1-model_v3	AF-B6TDA2-F1-model_v3	1.0e-103	317.8	0.00e+00	1015.85	4.848E-51	2244	platinum
Q9FN84	A0A1D6QU07	AF-Q9FN84-F1-model_v3	AF-A0A1D6QU07-F1-model_v3	1.0e-143	407.5	3.33e-16	716.16	2.585E-47	1806	platinum
Q9FN89	A0A1D6FRQ8	AF-Q9FN89-F1-model_v3	AF-A0A1D6FRQ8-F1-model_v3	3.3e-230	645.2	NA	NA	1.981E-74	3072	gold
Q9FNA1	B4FCT5	AF-Q9FNA1-F1-model_v3	AF-B4FCT5-F1-model_v3	1.0e-105	307.4	4.81e-13	623.64	1.628E-23	1015	platinum
Q9FNA3	A0A1D6P9X8	AF-Q9FNA3-F1-model_v3	AF-A0A1D6P9X8-F1-model_v3	0.0e+00	1064.7	0.00e+00	2116.86	1.273E-93	4869	platinum
Q9FNA4	A0A1D6EA75	AF-Q9FNA4-F1-model_v3	AF-A0A1D6EA75-F1-model_v3	0.0e+00	1250.7	0.00e+00	3164.91	0.000E+00	6800	platinum
Q9FNA9	A0A1D6I5D5	AF-Q9FNA9-F1-model_v3	AF-A0A1D6I5D5-F1-model_v3	0.0e+00	1027.7	0.00e+00	1820.79	7.404E-103	4557	platinum
Q9FNB0	A0A1D6JHX0	AF-Q9FNB0-F1-model_v3	AF-A0A1D6JHX0-F1-model_v3	0.0e+00	2256.1	0.00e+00	3800.11	0.000E+00	9788	platinum
Q9FNB2	A0A1D6IPJ0	AF-Q9FNB2-F1-model_v3	AF-A0A1D6IPJ0-F1-model_v3	6.1e-111	331.6	NA	NA	NA	NA	silver
Q9FNC9	B6T3V3	AF-Q9FNC9-F1-model_v3	AF-B6T3V3-F1-model_v3	6.5e-27	94.7	2.93e-06	210.88	NA	NA	gold
Q9FND0	A0A1D6IIC3	AF-Q9FND0-F1-model_v3	AF-A0A1D6IIC3-F1-model_v3	7.4e-94	290.4	1.64e-06	893.71	6.878E-39	1607	platinum
Q9FND7	B4FBI7	AF-Q9FND7-F1-model_v3	AF-B4FBI7-F1-model_v3	1.5e-194	560.5	0.00e+00	1716.39	6.125E-46	3067	platinum
Q9FND9	C0P4N4	AF-Q9FND9-F1-model_v3	AF-C0P4N4-F1-model_v3	0.0e+00	1012.3	0.00e+00	2090.06	0.000E+00	5455	platinum
Q9FNE9	A0A1D6GYZ0	AF-Q9FNE9-F1-model_v3	AF-A0A1D6GYZ0-F1-model_v3	2.5e-138	398.3	NA	NA	NA	NA	silver
Q9FNF2	A0A1D6NUU8	AF-Q9FNF2-F1-model_v3	AF-A0A1D6NUU8-F1-model_v3	4.8e-300	827.8	0.00e+00	1562.85	1.437E-92	3872	platinum
Q9FNF6	A0A1D6H4R4	AF-Q9FNF6-F1-model_v3	AF-A0A1D6H4R4-F1-model_v3	0.0e+00	937.6	0.00e+00	2032.81	0.000E+00	4977	platinum
Q9FNG5	K7TV12	AF-Q9FNG5-F1-model_v3	AF-K7TV12-F1-model_v3	6.9e-58	181.0	1.24e-11	414.59	4.532E-23	858	platinum
Q9FNG8	A0A1D6HIR6	AF-Q9FNG8-F1-model_v3	AF-A0A1D6HIR6-F1-model_v3	3.1e-91	315.8	0.00e+00	2569.26	NA	NA	gold
Q9FNH2	B4F8D6	AF-Q9FNH2-F1-model_v3	AF-B4F8D6-F1-model_v3	2.6e-144	404.8	0.00e+00	708.08	5.246E-46	1742	platinum
Q9FNI2	A0A1D6ITD6	AF-Q9FNI2-F1-model_v3	AF-A0A1D6ITD6-F1-model_v3	6.8e-168	479.6	0.00e+00	1014.74	2.969E-55	2389	platinum
Q9FNJ1	A0A1D6NMZ1	AF-Q9FNJ1-F1-model_v3	AF-A0A1D6NMZ1-F1-model_v3	4.3e-12	67.8	NA	NA	NA	NA	silver
Q9FNJ9	A0A1D6QHM8	AF-Q9FNJ9-F1-model_v3	AF-A0A1D6QHM8-F1-model_v3	8.0e-169	485.0	0.00e+00	1078.09	4.895E-61	2430	platinum
Q9FNK4	A0A1D6KX35	AF-Q9FNK4-F1-model_v3	AF-A0A1D6KX35-F1-model_v3	5.0e-241	667.9	0.00e+00	1261.07	2.294E-73	3132	platinum
Q9FNL2	K7W070	AF-Q9FNL2-F1-model_v3	AF-K7W070-F1-model_v3	2.3e-25	108.6	0.00e+00	1267.59	1.328E-29	1781	platinum
Q9FNL6	A0A1D6KQ55	AF-Q9FNL6-F1-model_v3	AF-A0A1D6KQ55-F1-model_v3	1.1e-72	222.6	0.00e+00	594.20	5.458E-18	935	platinum
Q9FNM5	K7UFR2	AF-Q9FNM5-F1-model_v3	AF-K7UFR2-F1-model_v3	0.0e+00	1041.2	0.00e+00	1900.27	0.000E+00	5096	platinum
Q9FNN0	A0A096QYB9	AF-Q9FNN0-F1-model_v3	AF-A0A096QYB9-F1-model_v3	6.7e-107	320.5	8.88e-16	786.72	1.182E-32	1573	platinum
Q9FNN1	K7TPR9	AF-Q9FNN1-F1-model_v3	AF-K7TPR9-F1-model_v3	8.6e-316	863.6	NA	NA	NA	NA	silver
Q9FNN2	K7TTR8	AF-Q9FNN2-F1-model_v3	AF-K7TTR8-F1-model_v3	1.9e-242	680.6	0.00e+00	1439.22	3.171E-71	3305	platinum
Q9FNN6	B7ZZR7	AF-Q9FNN6-F1-model_v3	AF-B7ZZR7-F1-model_v3	2.9e-87	263.1	2.37e-06	567.72	1.486E-21	935	platinum
Q9FNN7	K7V7N2	AF-Q9FNN7-F1-model_v3	AF-K7V7N2-F1-model_v3	9.0e-116	351.3	NA	NA	7.956E-35	2101	gold
Q9FNN8	A0A1D6E9Z1	AF-Q9FNN8-F1-model_v3	AF-A0A1D6E9Z1-F1-model_v3	0.0e+00	890.2	0.00e+00	1531.22	1.467E-87	3750	platinum
Q9FNN9	K7TTG1	AF-Q9FNN9-F1-model_v3	AF-K7TTG1-F1-model_v3	2.1e-198	589.3	0.00e+00	2317.92	9.367E-48	3286	platinum
Q9FNP1	A0A1D6PZ26	AF-Q9FNP1-F1-model_v3	AF-A0A1D6PZ26-F1-model_v3	5.9e-304	877.9	0.00e+00	2522.90	0.000E+00	5133	platinum
Q9FNP4	B4FRA5	AF-Q9FNP4-F1-model_v3	AF-B4FRA5-F1-model_v3	3.1e-31	110.9	1.33e-14	410.59	1.127E-16	828	platinum
Q9FNQ0	A0A1D6FAE0	AF-Q9FNQ0-F1-model_v3	AF-A0A1D6FAE0-F1-model_v3	7.9e-115	358.2	1.47e-06	1300.44	6.488E-47	1866	platinum
Q9FNQ1	A0A1D6PH86	AF-Q9FNQ1-F1-model_v3	AF-A0A1D6PH86-F1-model_v3	0.0e+00	2989.5	0.00e+00	5660.54	0.000E+00	14276	platinum
Q9FNR0	A0A1D6MWR9	AF-Q9FNR0-F1-model_v3	AF-A0A1D6MWR9-F1-model_v3	1.0e-57	204.5	1.89e-03	742.47	NA	NA	gold
Q9FNY4	A0A1D6NRF0	AF-Q9FNY4-F1-model_v3	AF-A0A1D6NRF0-F1-model_v3	2.8e-213	602.4	0.00e+00	1363.87	4.283E-67	2838	platinum
Q9FNY7	B4FY38	AF-Q9FNY7-F1-model_v3	AF-B4FY38-F1-model_v3	8.6e-126	368.2	0.00e+00	928.57	2.025E-38	1808	platinum
Q9FNZ2	A0A1D6HFW3	AF-Q9FNZ2-F1-model_v3	AF-A0A1D6HFW3-F1-model_v3	8.0e-140	407.9	0.00e+00	994.46	NA	NA	gold
Q9FPE7	K7VKN2	AF-Q9FPE7-F1-model_v3	AF-K7VKN2-F1-model_v3	3.2e-106	330.5	NA	NA	1.618E-39	1515	gold
Q9FPG2	A0A1D6HQA8	AF-Q9FPG2-F1-model_v3	AF-A0A1D6HQA8-F1-model_v3	2.7e-30	108.2	2.86e-13	352.21	3.033E-10	550	platinum
Q9FPH2	B6TQK0	AF-Q9FPH2-F1-model_v3	AF-B6TQK0-F1-model_v3	3.3e-45	143.7	3.67e-08	284.71	7.563E-12	463	platinum
Q9FPI0	B4G0W6	AF-Q9FPI0-F1-model_v3	AF-B4G0W6-F1-model_v3	3.5e-155	434.5	0.00e+00	826.82	2.550E-54	2152	platinum
Q9FPJ2	A0A1D6HWL6	AF-Q9FPJ2-F1-model_v3	AF-A0A1D6HWL6-F1-model_v3	2.7e-211	593.2	NA	NA	4.338E-52	2750	gold
Q9FPS0	A0A1D6EAT2	AF-Q9FPS0-F1-model_v3	AF-A0A1D6EAT2-F1-model_v3	5.3e-110	335.9	1.43e-12	929.54	1.360E-46	1982	platinum
Q9FPS2	A0A1D6FSU9	AF-Q9FPS2-F1-model_v3	AF-A0A1D6FSU9-F1-model_v3	4.7e-119	370.5	1.54e-11	1283.44	NA	NA	gold
Q9FPS3	A0A1D6IME8	AF-Q9FPS3-F1-model_v3	AF-A0A1D6IME8-F1-model_v3	2.0e-151	445.7	2.86e-11	1164.57	1.093E-58	2424	platinum
Q9FPS4	K7VA26	AF-Q9FPS4-F1-model_v3	AF-K7VA26-F1-model_v3	1.4e-155	478.8	1.71e-05	1601.25	4.137E-63	2622	platinum
Q9FPS9	A0A1D6QPL2	AF-Q9FPS9-F1-model_v3	AF-A0A1D6QPL2-F1-model_v3	3.4e-208	619.4	2.41e-05	1738.06	2.871E-78	3247	platinum
Q9FPT5	A0A1D6ESQ1	AF-Q9FPT5-F1-model_v3	AF-A0A1D6ESQ1-F1-model_v3	2.9e-87	304.7	9.53e-04	1399.70	NA	NA	gold
Q9FPW4	A0A1D6QDA6	AF-Q9FPW4-F1-model_v3	AF-A0A1D6QDA6-F1-model_v3	9.7e-195	562.0	4.04e-05	1099.17	6.088E-44	1722	platinum
Q9FPW6	C0HG55	AF-Q9FPW6-F1-model_v3	AF-C0HG55-F1-model_v3	8.1e-236	660.2	NA	NA	NA	NA	silver
Q9FQ03	A0A1D6MQ11	AF-Q9FQ03-F1-model_v3	AF-A0A1D6MQ11-F1-model_v3	0.0e+00	1323.5	0.00e+00	2540.80	0.000E+00	5746	platinum
Q9FQ04	A0A1D6GFM9	AF-Q9FQ04-F1-model_v3	AF-A0A1D6GFM9-F1-model_v3	0.0e+00	1130.9	0.00e+00	2397.72	0.000E+00	5042	platinum
Q9FQ08	A0A1D6F8Z7	AF-Q9FQ08-F1-model_v3	AF-A0A1D6F8Z7-F1-model_v3	2.8e-232	659.1	0.00e+00	1352.27	2.047E-69	2943	platinum
Q9FQ09	A0A1D6LC75	AF-Q9FQ09-F1-model_v3	AF-A0A1D6LC75-F1-model_v3	2.6e-257	725.3	0.00e+00	1792.03	4.322E-87	3759	platinum
Q9FQ19	A0A1D6IXM2	AF-Q9FQ19-F1-model_v3	AF-A0A1D6IXM2-F1-model_v3	4.0e-65	228.0	1.68e-04	1112.11	2.098E-30	1281	platinum
Q9FR37	C4IZS6	AF-Q9FR37-F1-model_v3	AF-C4IZS6-F1-model_v3	1.6e-160	459.9	0.00e+00	1091.13	3.465E-57	2551	platinum
Q9FR53	A0A1D6M217	AF-Q9FR53-F1-model_v3	AF-A0A1D6M217-F1-model_v3	0.0e+00	2325.4	0.00e+00	4245.30	0.000E+00	9053	platinum
Q9FR97	B4F9Y7	AF-Q9FR97-F1-model_v3	AF-B4F9Y7-F1-model_v3	1.9e-85	275.8	1.02e-04	843.00	NA	NA	gold
Q9FRI5	A0A1D6IIA1	AF-Q9FRI5-F1-model_v3	AF-A0A1D6IIA1-F1-model_v3	8.0e-222	643.7	0.00e+00	2195.92	1.218E-56	3817	platinum
Q9FRK4	A0A1D6FQE3	AF-Q9FRK4-F1-model_v3	AF-A0A1D6FQE3-F1-model_v3	8.4e-152	443.4	NA	NA	NA	NA	silver
Q9FRK9	A0A1D6L6F2	AF-Q9FRK9-F1-model_v3	AF-A0A1D6L6F2-F1-model_v3	6.2e-95	283.5	1.10e-09	640.36	5.109E-32	1440	platinum
Q9FRR0	A0A1D6EEG9	AF-Q9FRR0-F1-model_v3	AF-A0A1D6EEG9-F1-model_v3	2.7e-30	113.2	NA	NA	NA	NA	silver
Q9FRR1	B6SMB4	AF-Q9FRR1-F1-model_v3	AF-B6SMB4-F1-model_v3	2.4e-39	134.8	4.49e-08	440.03	3.759E-09	400	platinum
Q9FRS4	C0HIS7	AF-Q9FRS4-F1-model_v3	AF-C0HIS7-F1-model_v3	5.1e-05	46.2	3.65e-12	1343.11	3.176E-29	1828	platinum
Q9FT46	A0A1D6KGJ6	AF-Q9FT46-F1-model_v3	AF-A0A1D6KGJ6-F1-model_v3	1.3e-04	37.4	3.63e-04	169.95	4.392E-04	165	platinum
Q9FT52	A0A1D6KLF7	AF-Q9FT52-F1-model_v3	AF-A0A1D6KLF7-F1-model_v3	1.6e-86	251.5	0.00e+00	459.01	1.664E-17	684	platinum
Q9FT62	A0A1D6E0E7	AF-Q9FT62-F1-model_v3	AF-A0A1D6E0E7-F1-model_v3	1.5e-56	177.9	1.03e-10	459.08	1.118E-20	780	platinum
Q9FT69	C0P9E3	AF-Q9FT69-F1-model_v3	AF-C0P9E3-F1-model_v3	1.9e-258	742.3	3.01e-13	1769.45	6.950E-88	3781	platinum
Q9FT72	A0A1D6HM55	AF-Q9FT72-F1-model_v3	AF-A0A1D6HM55-F1-model_v3	6.6e-245	697.2	3.61e-13	1542.89	1.338E-73	3271	platinum
Q9FT73	A0A1D6KC81	AF-Q9FT73-F1-model_v3	AF-A0A1D6KC81-F1-model_v3	1.3e-279	786.9	0.00e+00	1771.81	6.469E-76	3464	platinum
Q9FT74	A0A1D6PNE9	AF-Q9FT74-F1-model_v3	AF-A0A1D6PNE9-F1-model_v3	1.1e-246	693.3	1.11e-16	1487.32	2.422E-69	3166	platinum
Q9FT81	A0A1D6HW08	AF-Q9FT81-F1-model_v3	AF-A0A1D6HW08-F1-model_v3	1.5e-84	275.4	NA	NA	NA	NA	silver
Q9FT88	K7U1D4	AF-Q9FT88-F1-model_v3	AF-K7U1D4-F1-model_v3	4.2e-182	515.0	0.00e+00	1080.83	1.553E-60	2426	platinum
Q9FT93	A0A1D6NE68	AF-Q9FT93-F1-model_v3	AF-A0A1D6NE68-F1-model_v3	5.0e-167	473.0	0.00e+00	1013.52	2.416E-51	2086	platinum
Q9FT97	A0A1D6HYF2	AF-Q9FT97-F1-model_v3	AF-A0A1D6HYF2-F1-model_v3	6.1e-172	488.8	NA	NA	NA	NA	silver
Q9FTA2	B6U4G2	AF-Q9FTA2-F1-model_v3	AF-B6U4G2-F1-model_v3	1.1e-60	189.9	NA	NA	NA	NA	silver
Q9FTA3	A0A1D6HE83	AF-Q9FTA3-F1-model_v3	AF-A0A1D6HE83-F1-model_v3	3.2e-55	172.6	2.52e-08	327.06	1.092E-19	816	platinum
Q9FUA4	A0A1D6NUL6	AF-Q9FUA4-F1-model_v3	AF-A0A1D6NUL6-F1-model_v3	7.9e-33	125.6	NA	NA	NA	NA	silver
Q9FUJ1	B6V8F7	AF-Q9FUJ1-F1-model_v3	AF-B6V8F7-F1-model_v3	5.1e-190	542.0	0.00e+00	1348.30	4.931E-75	3038	platinum
Q9FUJ2	A0A1D6MHW3	AF-Q9FUJ2-F1-model_v3	AF-A0A1D6MHW3-F1-model_v3	2.4e-159	464.2	NA	NA	1.375E-63	2711	gold
Q9FUP0	Q49HD7	AF-Q9FUP0-F1-model_v3	AF-Q49HD7-F1-model_v3	8.5e-201	558.9	0.00e+00	1116.62	1.131E-69	2743	platinum
Q9FUS8	Q9FQA5	AF-Q9FUS8-F1-model_v3	AF-Q9FQA5-F1-model_v3	1.5e-74	225.3	NA	NA	NA	NA	silver
Q9FUZ2	K7VJY5	AF-Q9FUZ2-F1-model_v3	AF-K7VJY5-F1-model_v3	7.1e-94	277.7	0.00e+00	639.77	1.366E-34	1401	platinum
Q9FV50	B4FKE6	AF-Q9FV50-F1-model_v3	AF-B4FKE6-F1-model_v3	2.0e-179	501.9	NA	NA	1.830E-51	2112	gold
Q9FV53	B4FRX0	AF-Q9FV53-F1-model_v3	AF-B4FRX0-F1-model_v3	4.1e-95	280.4	3.81e-14	616.41	1.892E-33	1363	platinum
Q9FV81	K7U772	AF-Q9FV81-F1-model_v3	AF-K7U772-F1-model_v3	3.8e-279	770.0	0.00e+00	1534.43	4.478E-87	3759	platinum
Q9FVE6	K7V687	AF-Q9FVE6-F1-model_v3	AF-K7V687-F1-model_v3	4.7e-26	102.8	NA	NA	NA	NA	silver
Q9FVJ3	A0A1D6LS08	AF-Q9FVJ3-F1-model_v3	AF-A0A1D6LS08-F1-model_v3	2.5e-147	427.9	0.00e+00	873.65	NA	NA	gold
Q9FVQ5	A0A1D6KA79	AF-Q9FVQ5-F1-model_v3	AF-A0A1D6KA79-F1-model_v3	0.0e+00	1021.9	0.00e+00	2194.58	1.065E-85	4625	platinum
Q9FVQ6	A0A1D6MXY7	AF-Q9FVQ6-F1-model_v3	AF-A0A1D6MXY7-F1-model_v3	1.5e-124	357.5	NA	NA	3.277E-39	1619	gold
Q9FVR1	A0A1D6JDE2	AF-Q9FVR1-F1-model_v3	AF-A0A1D6JDE2-F1-model_v3	3.0e-115	342.8	1.95e-13	842.02	5.420E-32	1558	platinum
Q9FVR4	A0A1D6IZZ8	AF-Q9FVR4-F1-model_v3	AF-A0A1D6IZZ8-F1-model_v3	1.9e-125	369.8	NA	NA	NA	NA	silver
Q9FVR6	B4FTR5	AF-Q9FVR6-F1-model_v3	AF-B4FTR5-F1-model_v3	1.8e-141	401.0	0.00e+00	752.18	3.209E-44	1782	platinum
Q9FVR9	A0A1D6GDI3	AF-Q9FVR9-F1-model_v3	AF-A0A1D6GDI3-F1-model_v3	0.0e+00	880.2	0.00e+00	1621.66	2.396E-101	4162	platinum
Q9FVU7	A0A1D6H6I8	AF-Q9FVU7-F1-model_v3	AF-A0A1D6H6I8-F1-model_v3	9.9e-22	82.0	3.65e-02	96.73	NA	NA	gold
Q9FVV7	B6TJX4	AF-Q9FVV7-F1-model_v3	AF-B6TJX4-F1-model_v3	1.7e-70	211.5	6.86e-12	436.26	7.953E-26	1021	platinum
Q9FVW3	K7USI8	AF-Q9FVW3-F1-model_v3	AF-K7USI8-F1-model_v3	2.6e-150	428.7	0.00e+00	877.31	3.091E-51	1943	platinum
Q9FVX2	E5LP97	AF-Q9FVX2-F1-model_v3	AF-E5LP97-F1-model_v3	3.2e-81	261.5	0.00e+00	1333.07	5.014E-37	2245	platinum
Q9FVX3	B6SJ34	AF-Q9FVX3-F1-model_v3	AF-B6SJ34-F1-model_v3	2.0e-51	158.7	0.00e+00	358.89	1.677E-12	596	platinum
Q9FW03	C0PNM1	AF-Q9FW03-F1-model_v3	AF-C0PNM1-F1-model_v3	2.1e-134	389.8	0.00e+00	967.60	8.650E-52	1939	platinum
Q9FW48	B6TYX7	AF-Q9FW48-F1-model_v3	AF-B6TYX7-F1-model_v3	7.9e-13	68.9	NA	NA	NA	NA	silver
Q9FWA5	B4FL43	AF-Q9FWA5-F1-model_v3	AF-B4FL43-F1-model_v3	1.1e-28	114.8	NA	NA	NA	NA	silver
Q9FWA6	K7TID7	AF-Q9FWA6-F1-model_v3	AF-K7TID7-F1-model_v3	1.6e-286	815.5	0.00e+00	2383.28	1.651E-58	3988	platinum
Q9FWR1	A0A1D6IKD3	AF-Q9FWR1-F1-model_v3	AF-A0A1D6IKD3-F1-model_v3	4.5e-124	359.4	0.00e+00	809.10	1.365E-45	1971	platinum
Q9FWR5	A0A1D6FAY0	AF-Q9FWR5-F1-model_v3	AF-A0A1D6FAY0-F1-model_v3	1.3e-149	419.5	NA	NA	NA	NA	silver
Q9FWS3	B6SW16	AF-Q9FWS3-F1-model_v3	AF-B6SW16-F1-model_v3	5.0e-43	156.0	4.97e-03	505.06	NA	NA	gold
Q9FWS4	B4FKB3	AF-Q9FWS4-F1-model_v3	AF-B4FKB3-F1-model_v3	2.8e-32	111.3	1.53e-04	209.72	1.079E-10	421	platinum
Q9FWS6	A0A1D6PZI6	AF-Q9FWS6-F1-model_v3	AF-A0A1D6PZI6-F1-model_v3	1.6e-113	334.0	7.07e-09	711.14	4.955E-40	1636	platinum
Q9FWX2	B4FVL2	AF-Q9FWX2-F1-model_v3	AF-B4FVL2-F1-model_v3	2.6e-122	357.8	NA	NA	1.984E-34	1461	gold
Q9FWX5	A0A1D6MRK6	AF-Q9FWX5-F1-model_v3	AF-A0A1D6MRK6-F1-model_v3	2.0e-189	538.1	4.44e-16	1188.92	1.780E-46	2483	platinum
Q9FX08	K7U134	AF-Q9FX08-F1-model_v3	AF-K7U134-F1-model_v3	1.3e-195	549.3	0.00e+00	1131.53	1.895E-62	2641	platinum
Q9FX24	C0PEB8	AF-Q9FX24-F1-model_v3	AF-C0PEB8-F1-model_v3	1.6e-180	522.7	NA	NA	6.519E-46	2673	gold
Q9FX32	A0A1D6QA05	AF-Q9FX32-F1-model_v3	AF-A0A1D6QA05-F1-model_v3	0.0e+00	1043.9	0.00e+00	2360.59	0.000E+00	5338	platinum
Q9FX33	A0A1D6DW26	AF-Q9FX33-F1-model_v3	AF-A0A1D6DW26-F1-model_v3	2.6e-81	256.9	2.22e-16	953.61	4.817E-41	1764	platinum
Q9FX35	A0A1D6HKX8	AF-Q9FX35-F1-model_v3	AF-A0A1D6HKX8-F1-model_v3	1.5e-99	312.8	0.00e+00	1506.51	1.451E-41	2551	platinum
Q9FX43	A0A1D6GJ58	AF-Q9FX43-F1-model_v3	AF-A0A1D6GJ58-F1-model_v3	2.5e-93	281.6	NA	NA	6.821E-34	1443	gold
Q9FX45	A0A1D6JBP2	AF-Q9FX45-F1-model_v3	AF-A0A1D6JBP2-F1-model_v3	2.4e-34	118.6	NA	NA	1.014E-15	609	gold
Q9FX54	Q43247	AF-Q9FX54-F1-model_v3	AF-Q43247-F1-model_v3	2.1e-214	588.6	NA	NA	NA	NA	silver
Q9FX55	A0A1D6N1I0	AF-Q9FX55-F1-model_v3	AF-A0A1D6N1I0-F1-model_v3	1.8e-80	249.6	NA	NA	1.600E-30	1409	gold
Q9FX56	B4FQ75	AF-Q9FX56-F1-model_v3	AF-B4FQ75-F1-model_v3	9.1e-85	259.6	NA	NA	NA	NA	silver
