Uniprot_arabadopsis	Uniprot_rice	AlphaFold_arabadopsis	AlphaFold_rice	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q9FMC2	A3AAZ0	AF-Q9FMC2-F1-model_v3	AF-A3AAZ0-F1-model_v3	1.1e-18	78.2	2.29e-09	358.80	6.333E-06	211	platinum
Q9FMC5	Q9FW24	AF-Q9FMC5-F1-model_v3	AF-Q9FW24-F1-model_v3	5.0e-128	361.3	NA	NA	1.579E-27	1052	gold
Q9FMC7	Q5JJV6	AF-Q9FMC7-F1-model_v3	AF-Q5JJV6-F1-model_v3	2.6e-81	239.6	0.00e+00	464.04	7.704E-28	1165	platinum
Q9FMD5	Q0JD02	AF-Q9FMD5-F1-model_v3	AF-Q0JD02-F1-model_v3	2.2e-94	291.2	8.96e-07	790.14	7.989E-26	1090	platinum
Q9FME3	Q8LR43	AF-Q9FME3-F1-model_v3	AF-Q8LR43-F1-model_v3	1.1e-40	145.2	NA	NA	NA	NA	silver
Q9FME4	Q6YVW1	AF-Q9FME4-F1-model_v3	AF-Q6YVW1-F1-model_v3	6.2e-121	364.0	0.00e+00	1263.28	8.024E-31	1885	platinum
Q9FME8	Q8S2I4	AF-Q9FME8-F1-model_v3	AF-Q8S2I4-F1-model_v3	0.0e+00	1135.2	NA	NA	4.760E-90	4908	gold
Q9FMF1	Q655Y9	AF-Q9FMF1-F1-model_v3	AF-Q655Y9-F1-model_v3	1.6e-182	513.1	0.00e+00	1009.02	4.805E-61	2500	platinum
Q9FMF5	Q5KS50	AF-Q9FMF5-F1-model_v3	AF-Q5KS50-F1-model_v3	9.5e-264	747.3	3.72e-10	1556.39	1.466E-62	3475	platinum
Q9FMF9	A0A0P0VIZ4	AF-Q9FMF9-F1-model_v3	AF-A0A0P0VIZ4-F1-model_v3	0.0e+00	1418.3	0.00e+00	2559.92	6.302E-83	5499	platinum
Q9FMG0	Q0J4W4	AF-Q9FMG0-F1-model_v3	AF-Q0J4W4-F1-model_v3	3.1e-142	403.3	0.00e+00	808.33	5.538E-45	1782	platinum
Q9FMG4	Q8LHL0	AF-Q9FMG4-F1-model_v3	AF-Q8LHL0-F1-model_v3	2.5e-64	203.8	NA	NA	1.988E-24	937	gold
Q9FMG6	B9GDA4	AF-Q9FMG6-F1-model_v3	AF-B9GDA4-F1-model_v3	1.5e-58	179.9	0.00e+00	447.13	1.098E-11	373	platinum
Q9FMG8	Q8H071	AF-Q9FMG8-F1-model_v3	AF-Q8H071-F1-model_v3	6.2e-14	61.2	5.10e-04	154.00	NA	NA	gold
Q9FMH9	A0A0P0WBT8	AF-Q9FMH9-F1-model_v3	AF-A0A0P0WBT8-F1-model_v3	2.3e-60	184.5	1.06e-06	330.22	1.015E-12	584	platinum
Q9FMI5	Q2QM99	AF-Q9FMI5-F1-model_v3	AF-Q2QM99-F1-model_v3	6.6e-109	323.2	0.00e+00	844.62	1.180E-41	1698	platinum
Q9FMI8	Q53JH1	AF-Q9FMI8-F1-model_v3	AF-Q53JH1-F1-model_v3	4.0e-104	316.2	1.24e-11	858.66	1.152E-29	1678	platinum
Q9FMJ0	A0A0P0XZW3	AF-Q9FMJ0-F1-model_v3	AF-A0A0P0XZW3-F1-model_v3	1.2e-121	382.1	NA	NA	NA	NA	silver
Q9FMJ4	Q2QU90	AF-Q9FMJ4-F1-model_v3	AF-Q2QU90-F1-model_v3	2.6e-184	523.5	0.00e+00	1213.78	3.694E-65	2747	platinum
Q9FML2	Q6ZB59	AF-Q9FML2-F1-model_v3	AF-Q6ZB59-F1-model_v3	9.7e-239	660.6	NA	NA	2.694E-71	2959	gold
Q9FML3	Q6K770	AF-Q9FML3-F1-model_v3	AF-Q6K770-F1-model_v3	3.3e-78	241.9	5.00e-15	678.91	9.010E-35	1404	platinum
Q9FML4	Q9AS62	AF-Q9FML4-F1-model_v3	AF-Q9AS62-F1-model_v3	8.1e-66	202.2	NA	NA	1.291E-17	689	gold
Q9FMM3	Q0D8Q3	AF-Q9FMM3-F1-model_v3	AF-Q0D8Q3-F1-model_v3	3.6e-97	340.9	2.97e-02	1287.90	3.407E-39	1544	platinum
Q9FMN2	Q0IRM9	AF-Q9FMN2-F1-model_v3	AF-Q0IRM9-F1-model_v3	6.0e-125	376.7	NA	NA	1.904E-35	1492	gold
Q9FMN4	Q5Z9Z3	AF-Q9FMN4-F1-model_v3	AF-Q5Z9Z3-F1-model_v3	6.3e-42	135.6	0.00e+00	350.19	2.284E-18	702	platinum
Q9FMN8	Q9ARZ1	AF-Q9FMN8-F1-model_v3	AF-Q9ARZ1-F1-model_v3	2.3e-204	585.5	0.00e+00	1386.53	4.921E-78	3117	platinum
Q9FMP3	Q94J90	AF-Q9FMP3-F1-model_v3	AF-Q94J90-F1-model_v3	2.6e-288	792.0	0.00e+00	1511.08	9.170E-101	3949	platinum
Q9FMP4	Q7XZG6	AF-Q9FMP4-F1-model_v3	AF-Q7XZG6-F1-model_v3	6.4e-70	205.7	0.00e+00	331.50	1.537E-21	795	platinum
Q9FMR2	Q2QXI9	AF-Q9FMR2-F1-model_v3	AF-Q2QXI9-F1-model_v3	5.9e-07	48.5	1.61e-02	256.48	NA	NA	gold
Q9FMR3	Q53QG7	AF-Q9FMR3-F1-model_v3	AF-Q53QG7-F1-model_v3	7.8e-66	205.7	NA	NA	6.710E-25	1061	gold
Q9FMR5	Q33B02	AF-Q9FMR5-F1-model_v3	AF-Q33B02-F1-model_v3	9.0e-126	354.8	0.00e+00	626.25	6.322E-34	1395	platinum
Q9FMR9	Q5QMH1	AF-Q9FMR9-F1-model_v3	AF-Q5QMH1-F1-model_v3	5.3e-283	771.9	0.00e+00	1244.68	2.339E-78	3308	platinum
Q9FMS0	Q5JJV2	AF-Q9FMS0-F1-model_v3	AF-Q5JJV2-F1-model_v3	1.6e-09	59.7	3.34e-12	886.11	1.811E-31	1494	platinum
Q9FMS5	Q67V61	AF-Q9FMS5-F1-model_v3	AF-Q67V61-F1-model_v3	9.4e-175	514.2	1.39e-14	1366.96	1.637E-62	2783	platinum
Q9FMS6	Q7XPU5	AF-Q9FMS6-F1-model_v3	AF-Q7XPU5-F1-model_v3	5.4e-94	280.4	0.00e+00	727.06	8.265E-36	1506	platinum
Q9FMT4	Q0JDR8	AF-Q9FMT4-F1-model_v3	AF-Q0JDR8-F1-model_v3	1.8e-191	538.9	0.00e+00	945.57	2.901E-55	2258	platinum
Q9FMU5	Q6YW01	AF-Q9FMU5-F1-model_v3	AF-Q6YW01-F1-model_v3	4.3e-209	592.4	0.00e+00	1364.62	1.309E-70	3093	platinum
Q9FMU6	Q7XV24	AF-Q9FMU6-F1-model_v3	AF-Q7XV24-F1-model_v3	1.4e-208	576.2	NA	NA	8.395E-38	2232	gold
Q9FMV4	A0A0P0W9S2	AF-Q9FMV4-F1-model_v3	AF-A0A0P0W9S2-F1-model_v3	6.7e-12	60.8	4.48e-06	294.61	4.361E-07	322	platinum
Q9FMW7	Q0DZA1	AF-Q9FMW7-F1-model_v3	AF-Q0DZA1-F1-model_v3	4.0e-49	165.2	NA	NA	NA	NA	silver
Q9FMW9	Q7XSR9	AF-Q9FMW9-F1-model_v3	AF-Q7XSR9-F1-model_v3	7.6e-85	248.8	0.00e+00	551.37	7.707E-20	1055	platinum
Q9FMX0	Q5VSB7	AF-Q9FMX0-F1-model_v3	AF-Q5VSB7-F1-model_v3	3.2e-118	338.6	1.11e-16	684.03	3.258E-33	1515	platinum
Q9FMX2	Q6K7P2	AF-Q9FMX2-F1-model_v3	AF-Q6K7P2-F1-model_v3	1.6e-71	218.8	5.65e-04	367.74	6.568E-17	620	platinum
Q9FMX6	Q7XQ89	AF-Q9FMX6-F1-model_v3	AF-Q7XQ89-F1-model_v3	3.6e-116	349.7	2.70e-09	934.42	2.444E-36	1653	platinum
Q9FMX7	Q7XKJ8	AF-Q9FMX7-F1-model_v3	AF-Q7XKJ8-F1-model_v3	3.6e-72	217.2	0.00e+00	514.19	5.057E-29	1102	platinum
Q9FMY1	Q8W372	AF-Q9FMY1-F1-model_v3	AF-Q8W372-F1-model_v3	5.5e-248	691.8	0.00e+00	1479.65	1.908E-60	3171	platinum
Q9FMZ0	Q67J19	AF-Q9FMZ0-F1-model_v3	AF-Q67J19-F1-model_v3	4.7e-13	68.2	2.06e-02	312.86	NA	NA	gold
Q9FMZ3	Q8H8M9	AF-Q9FMZ3-F1-model_v3	AF-Q8H8M9-F1-model_v3	5.6e-18	89.0	1.41e-02	950.28	3.903E-15	690	platinum
Q9FN02	A0A0N7KQ48	AF-Q9FN02-F1-model_v3	AF-A0A0N7KQ48-F1-model_v3	6.1e-67	210.7	NA	NA	NA	NA	silver
Q9FN05	B9F676	AF-Q9FN05-F1-model_v3	AF-B9F676-F1-model_v3	0.0e+00	1285.0	0.00e+00	2445.88	0.000E+00	6584	platinum
Q9FN06	Q337A7	AF-Q9FN06-F1-model_v3	AF-Q337A7-F1-model_v3	3.5e-135	393.7	0.00e+00	1002.16	5.850E-35	1824	platinum
Q9FN08	Q5N8X6	AF-Q9FN08-F1-model_v3	AF-Q5N8X6-F1-model_v3	0.0e+00	974.2	NA	NA	NA	NA	silver
Q9FN13	C7J083	AF-Q9FN13-F1-model_v3	AF-C7J083-F1-model_v3	4.2e-13	64.7	NA	NA	NA	NA	silver
Q9FN15	Q10J01	AF-Q9FN15-F1-model_v3	AF-Q10J01-F1-model_v3	6.1e-134	383.3	7.95e-14	731.31	5.016E-32	1543	platinum
Q9FN19	Q0D730	AF-Q9FN19-F1-model_v3	AF-Q0D730-F1-model_v3	3.6e-168	490.7	0.00e+00	1456.99	2.095E-77	3372	platinum
Q9FN21	Q69QN3	AF-Q9FN21-F1-model_v3	AF-Q69QN3-F1-model_v3	8.2e-142	409.5	0.00e+00	974.19	4.393E-56	2262	platinum
Q9FN33	Q8H3W7	AF-Q9FN33-F1-model_v3	AF-Q8H3W7-F1-model_v3	3.7e-04	43.1	1.31e-02	733.21	1.866E-08	344	platinum
Q9FN34	C7J2D7	AF-Q9FN34-F1-model_v3	AF-C7J2D7-F1-model_v3	2.0e-98	298.1	1.45e-12	845.40	7.295E-45	1780	platinum
Q9FN37	Q0D948	AF-Q9FN37-F1-model_v3	AF-Q0D948-F1-model_v3	3.7e-197	596.7	0.00e+00	2556.76	1.000E-100	5422	platinum
Q9FN41	Q2R483	AF-Q9FN41-F1-model_v3	AF-Q2R483-F1-model_v3	4.2e-271	746.5	0.00e+00	1421.53	4.592E-78	3553	platinum
Q9FN48	A0A0N7KG12	AF-Q9FN48-F1-model_v3	AF-A0A0N7KG12-F1-model_v3	1.6e-109	324.3	2.56e-09	669.40	1.213E-36	1430	platinum
Q9FN50	A0A0P0XFT1	AF-Q9FN50-F1-model_v3	AF-A0A0P0XFT1-F1-model_v3	5.3e-91	269.6	5.22e-15	668.45	7.782E-22	1052	platinum
Q9FN67	A0A0P0X601	AF-Q9FN67-F1-model_v3	AF-A0A0P0X601-F1-model_v3	2.0e-66	215.7	NA	NA	NA	NA	silver
Q9FN84	B9F297	AF-Q9FN84-F1-model_v3	AF-B9F297-F1-model_v3	1.1e-149	422.2	0.00e+00	758.90	2.472E-50	1911	platinum
Q9FN89	Q6L506	AF-Q9FN89-F1-model_v3	AF-Q6L506-F1-model_v3	7.8e-241	670.6	0.00e+00	1331.91	NA	NA	gold
Q9FNA1	Q8H3C6	AF-Q9FNA1-F1-model_v3	AF-Q8H3C6-F1-model_v3	7.2e-105	305.8	3.14e-13	596.83	1.458E-23	1010	platinum
Q9FNA2	A0A0P0XM10	AF-Q9FNA2-F1-model_v3	AF-A0A0P0XM10-F1-model_v3	8.3e-144	421.0	0.00e+00	1135.36	3.757E-60	2421	platinum
Q9FNA3	C7J0T5	AF-Q9FNA3-F1-model_v3	AF-C7J0T5-F1-model_v3	7.7e-68	220.3	1.27e-10	359.04	5.221E-11	639	platinum
Q9FNA4	Q0D5G1	AF-Q9FNA4-F1-model_v3	AF-Q0D5G1-F1-model_v3	0.0e+00	1291.9	0.00e+00	3351.55	0.000E+00	7416	platinum
Q9FNA9	Q67U60	AF-Q9FNA9-F1-model_v3	AF-Q67U60-F1-model_v3	0.0e+00	1034.2	0.00e+00	1801.41	8.286E-104	4591	platinum
Q9FNB0	Q10M50	AF-Q9FNB0-F1-model_v3	AF-Q10M50-F1-model_v3	0.0e+00	2306.6	0.00e+00	3974.29	0.000E+00	10702	platinum
Q9FNB2	Q6Z3Y1	AF-Q9FNB2-F1-model_v3	AF-Q6Z3Y1-F1-model_v3	5.2e-135	392.1	6.68e-12	902.77	2.062E-42	1747	platinum
Q9FNC2	Q0JBS9	AF-Q9FNC2-F1-model_v3	AF-Q0JBS9-F1-model_v3	1.8e-30	122.1	1.45e-02	480.53	5.425E-12	430	platinum
Q9FND0	A0A0P0VEB3	AF-Q9FND0-F1-model_v3	AF-A0A0P0VEB3-F1-model_v3	7.4e-89	277.7	1.40e-06	880.65	1.763E-38	1584	platinum
Q9FND7	A0A0P0V7C6	AF-Q9FND7-F1-model_v3	AF-A0A0P0V7C6-F1-model_v3	2.4e-192	554.7	NA	NA	5.896E-46	3057	gold
Q9FND9	Q5VQG4	AF-Q9FND9-F1-model_v3	AF-Q5VQG4-F1-model_v3	0.0e+00	1014.2	0.00e+00	2065.27	0.000E+00	5480	platinum
Q9FNE2	P55142	AF-Q9FNE2-F1-model_v3	AF-P55142-F1-model_v3	2.9e-52	159.8	NA	NA	1.249E-16	701	gold
Q9FNF2	Q0DEC8	AF-Q9FNF2-F1-model_v3	AF-Q0DEC8-F1-model_v3	1.4e-299	829.7	0.00e+00	1675.35	NA	NA	gold
Q9FNF6	A0A0P0VHT5	AF-Q9FNF6-F1-model_v3	AF-A0A0P0VHT5-F1-model_v3	0.0e+00	892.5	0.00e+00	1827.41	1.726E-97	4548	platinum
Q9FNG5	Q2R1U3	AF-Q9FNG5-F1-model_v3	AF-Q2R1U3-F1-model_v3	4.0e-52	166.4	1.10e-08	383.99	3.180E-21	788	platinum
Q9FNG8	A0A0P0Y9U6	AF-Q9FNG8-F1-model_v3	AF-A0A0P0Y9U6-F1-model_v3	7.8e-71	256.5	2.44e-15	2450.84	2.359E-55	3754	platinum
Q9FNH2	Q8H458	AF-Q9FNH2-F1-model_v3	AF-Q8H458-F1-model_v3	3.0e-151	422.2	0.00e+00	689.45	1.454E-44	1683	platinum
Q9FNI2	Q2QXG8	AF-Q9FNI2-F1-model_v3	AF-Q2QXG8-F1-model_v3	1.3e-180	510.0	0.00e+00	1088.81	2.224E-57	2471	platinum
Q9FNI6	Q6H792	AF-Q9FNI6-F1-model_v3	AF-Q6H792-F1-model_v3	0.0e+00	1162.5	0.00e+00	2009.32	0.000E+00	4969	platinum
Q9FNI7	Q7PC76	AF-Q9FNI7-F1-model_v3	AF-Q7PC76-F1-model_v3	6.4e-283	777.7	NA	NA	5.522E-69	3472	gold
Q9FNI9	Q2QQE3	AF-Q9FNI9-F1-model_v3	AF-Q2QQE3-F1-model_v3	6.1e-11	64.3	NA	NA	NA	NA	silver
Q9FNJ5	A0A0P0XQW6	AF-Q9FNJ5-F1-model_v3	AF-A0A0P0XQW6-F1-model_v3	7.2e-18	83.2	NA	NA	NA	NA	silver
Q9FNJ9	Q53PY7	AF-Q9FNJ9-F1-model_v3	AF-Q53PY7-F1-model_v3	3.3e-196	554.7	0.00e+00	1255.38	8.810E-71	2801	platinum
Q9FNK4	Q10G56	AF-Q9FNK4-F1-model_v3	AF-Q10G56-F1-model_v3	1.7e-246	681.0	0.00e+00	1315.22	9.658E-76	3224	platinum
Q9FNL2	A0A0N7KDH3	AF-Q9FNL2-F1-model_v3	AF-A0A0N7KDH3-F1-model_v3	2.0e-29	120.9	0.00e+00	1276.52	1.452E-29	1769	platinum
Q9FNL6	Q8GVU8	AF-Q9FNL6-F1-model_v3	AF-Q8GVU8-F1-model_v3	8.6e-72	220.3	0.00e+00	607.52	2.265E-18	945	platinum
Q9FNM0	Q5JMX3	AF-Q9FNM0-F1-model_v3	AF-Q5JMX3-F1-model_v3	9.2e-48	152.5	1.91e-11	394.93	6.521E-16	573	platinum
Q9FNM5	B9F2U5	AF-Q9FNM5-F1-model_v3	AF-B9F2U5-F1-model_v3	0.0e+00	1036.6	0.00e+00	1908.62	0.000E+00	5093	platinum
Q9FNN0	A0A0P0VGM2	AF-Q9FNN0-F1-model_v3	AF-A0A0P0VGM2-F1-model_v3	3.9e-105	317.0	5.95e-12	795.22	1.220E-35	1702	platinum
Q9FNN2	Q6K5C8	AF-Q9FNN2-F1-model_v3	AF-Q6K5C8-F1-model_v3	2.5e-222	625.9	0.00e+00	1316.20	3.850E-61	2840	platinum
Q9FNN3	Q84T85	AF-Q9FNN3-F1-model_v3	AF-Q84T85-F1-model_v3	1.1e-166	510.8	4.10e-08	1872.72	NA	NA	gold
Q9FNN5	Q8H2T7	AF-Q9FNN5-F1-model_v3	AF-Q8H2T7-F1-model_v3	0.0e+00	881.7	0.00e+00	1351.60	1.423E-85	3705	platinum
Q9FNN6	A0A0P0WGF6	AF-Q9FNN6-F1-model_v3	AF-A0A0P0WGF6-F1-model_v3	1.6e-88	269.6	9.38e-06	564.81	9.062E-23	977	platinum
Q9FNN8	Q7FA04	AF-Q9FNN8-F1-model_v3	AF-Q7FA04-F1-model_v3	0.0e+00	906.7	0.00e+00	1554.57	1.170E-90	3873	platinum
Q9FNN9	Q6K892	AF-Q9FNN9-F1-model_v3	AF-Q6K892-F1-model_v3	2.0e-201	597.8	0.00e+00	2352.57	4.019E-50	3432	platinum
Q9FNQ0	Q2QN51	AF-Q9FNQ0-F1-model_v3	AF-Q2QN51-F1-model_v3	2.3e-111	348.6	2.60e-07	1250.06	3.049E-47	1872	platinum
Q9FNQ1	Q0DU12	AF-Q9FNQ1-F1-model_v3	AF-Q0DU12-F1-model_v3	0.0e+00	1705.3	NA	NA	NA	NA	silver
Q9FNR0	Q2QN76	AF-Q9FNR0-F1-model_v3	AF-Q2QN76-F1-model_v3	2.4e-51	186.8	7.35e-03	756.75	1.245E-22	820	platinum
Q9FNX5	Q7XBZ9	AF-Q9FNX5-F1-model_v3	AF-Q7XBZ9-F1-model_v3	0.0e+00	1017.3	0.00e+00	1783.93	1.024E-79	4341	platinum
Q9FNY0	Q5QL93	AF-Q9FNY0-F1-model_v3	AF-Q5QL93-F1-model_v3	4.6e-125	372.9	4.47e-08	951.06	NA	NA	gold
Q9FNY2	Q84VD5	AF-Q9FNY2-F1-model_v3	AF-Q84VD5-F1-model_v3	1.2e-122	358.2	1.25e-08	751.13	3.816E-35	1408	platinum
Q9FNY4	Q67VC8	AF-Q9FNY4-F1-model_v3	AF-Q67VC8-F1-model_v3	8.4e-220	618.6	1.11e-16	1349.41	9.075E-69	2900	platinum
Q9FNY7	A0A0P0VKE7	AF-Q9FNY7-F1-model_v3	AF-A0A0P0VKE7-F1-model_v3	5.9e-127	370.9	0.00e+00	915.44	9.065E-39	1816	platinum
Q9FPE7	Q5QM96	AF-Q9FPE7-F1-model_v3	AF-Q5QM96-F1-model_v3	2.0e-106	330.9	NA	NA	3.407E-38	1460	gold
Q9FPG2	Q6K965	AF-Q9FPG2-F1-model_v3	AF-Q6K965-F1-model_v3	3.4e-45	146.7	0.00e+00	446.65	5.628E-18	899	platinum
Q9FPH2	Q65XW5	AF-Q9FPH2-F1-model_v3	AF-Q65XW5-F1-model_v3	1.4e-47	149.4	5.17e-05	226.05	1.567E-10	412	platinum
Q9FPI0	Q2QT85	AF-Q9FPI0-F1-model_v3	AF-Q2QT85-F1-model_v3	2.5e-151	424.5	0.00e+00	821.18	3.869E-53	2100	platinum
Q9FPJ2	Q75LI0	AF-Q9FPJ2-F1-model_v3	AF-Q75LI0-F1-model_v3	1.4e-214	600.1	NA	NA	5.738E-52	2735	gold
Q9FPQ8	Q94LW3	AF-Q9FPQ8-F1-model_v3	AF-Q94LW3-F1-model_v3	2.0e-140	398.3	NA	NA	1.468E-29	1273	gold
Q9FPR3	Q10RG4	AF-Q9FPR3-F1-model_v3	AF-Q10RG4-F1-model_v3	4.0e-260	754.6	8.95e-10	1993.88	6.509E-83	3515	platinum
Q9FPS2	Q0DGV1	AF-Q9FPS2-F1-model_v3	AF-Q0DGV1-F1-model_v3	6.1e-139	420.6	4.27e-11	1292.30	4.156E-55	2292	platinum
Q9FPS3	Q0D3X3	AF-Q9FPS3-F1-model_v3	AF-Q0D3X3-F1-model_v3	1.1e-141	418.3	4.91e-11	999.83	NA	NA	gold
Q9FPS4	A0A0P0WT89	AF-Q9FPS4-F1-model_v3	AF-A0A0P0WT89-F1-model_v3	2.2e-163	499.6	3.84e-08	1638.75	4.649E-63	2613	platinum
Q9FPS9	Q0E2F9	AF-Q9FPS9-F1-model_v3	AF-Q0E2F9-F1-model_v3	1.4e-207	617.8	3.47e-06	1676.58	5.178E-77	3189	platinum
Q9FQ03	Q5N739	AF-Q9FQ03-F1-model_v3	AF-Q5N739-F1-model_v3	0.0e+00	1322.4	0.00e+00	2536.22	0.000E+00	5753	platinum
Q9FQ04	Q6F378	AF-Q9FQ04-F1-model_v3	AF-Q6F378-F1-model_v3	0.0e+00	1145.2	0.00e+00	2372.93	0.000E+00	5104	platinum
Q9FQ08	Q7F1M0	AF-Q9FQ08-F1-model_v3	AF-Q7F1M0-F1-model_v3	1.0e-277	772.3	0.00e+00	1640.53	6.705E-85	3577	platinum
Q9FQ09	Q75IP6	AF-Q9FQ09-F1-model_v3	AF-Q75IP6-F1-model_v3	2.5e-258	728.0	0.00e+00	1789.92	2.520E-88	3804	platinum
Q9FQ19	Q6YTK0	AF-Q9FQ19-F1-model_v3	AF-Q6YTK0-F1-model_v3	3.3e-51	189.9	1.60e-04	1195.87	5.669E-28	1177	platinum
Q9FR37	Q7XTK3	AF-Q9FR37-F1-model_v3	AF-Q7XTK3-F1-model_v3	3.2e-162	463.8	NA	NA	1.128E-55	2478	gold
Q9FR53	Q0DJS1	AF-Q9FR53-F1-model_v3	AF-Q0DJS1-F1-model_v3	0.0e+00	3453.3	0.00e+00	6410.29	0.000E+00	14287	platinum
Q9FRH3	Q6YS99	AF-Q9FRH3-F1-model_v3	AF-Q6YS99-F1-model_v3	7.0e-73	232.3	8.55e-15	804.73	6.596E-20	1178	platinum
Q9FRI5	Q6ZIP5	AF-Q9FRI5-F1-model_v3	AF-Q6ZIP5-F1-model_v3	9.3e-235	676.8	0.00e+00	2206.11	2.274E-56	3788	platinum
Q9FRK4	A0A0P0WM73	AF-Q9FRK4-F1-model_v3	AF-A0A0P0WM73-F1-model_v3	7.3e-152	443.4	NA	NA	3.030E-44	2351	gold
Q9FRR1	Q7Y1J0	AF-Q9FRR1-F1-model_v3	AF-Q7Y1J0-F1-model_v3	2.9e-37	129.4	NA	NA	NA	NA	silver
Q9FRR2	Q6ZIT8	AF-Q9FRR2-F1-model_v3	AF-Q6ZIT8-F1-model_v3	2.5e-159	479.2	2.70e-08	1347.43	2.578E-49	2241	platinum
Q9FRS7	Q6K8J0	AF-Q9FRS7-F1-model_v3	AF-Q6K8J0-F1-model_v3	2.4e-24	90.1	1.04e-03	211.81	1.820E-07	290	platinum
Q9FT46	Q2QM11	AF-Q9FT46-F1-model_v3	AF-Q2QM11-F1-model_v3	1.5e-04	37.7	4.48e-03	145.52	NA	NA	gold
Q9FT52	Q7XXS0	AF-Q9FT52-F1-model_v3	AF-Q7XXS0-F1-model_v3	6.6e-92	264.6	0.00e+00	479.57	8.695E-21	795	platinum
Q9FT62	Q7XNY2	AF-Q9FT62-F1-model_v3	AF-Q7XNY2-F1-model_v3	5.3e-63	193.4	1.91e-13	471.66	2.126E-23	869	platinum
Q9FT69	Q5WN04	AF-Q9FT69-F1-model_v3	AF-Q5WN04-F1-model_v3	3.2e-241	697.2	1.17e-07	1604.21	9.065E-75	3220	platinum
Q9FT72	A0A0P0VQJ4	AF-Q9FT72-F1-model_v3	AF-A0A0P0VQJ4-F1-model_v3	4.6e-164	474.9	NA	NA	3.620E-43	1941	gold
Q9FT74	Q2QZT4	AF-Q9FT74-F1-model_v3	AF-Q2QZT4-F1-model_v3	3.0e-247	693.0	0.00e+00	1565.21	4.910E-73	3323	platinum
Q9FT88	Q69QZ8	AF-Q9FT88-F1-model_v3	AF-Q69QZ8-F1-model_v3	1.3e-185	523.5	0.00e+00	1098.71	1.678E-61	2457	platinum
Q9FT93	Q7XDT2	AF-Q9FT93-F1-model_v3	AF-Q7XDT2-F1-model_v3	8.5e-173	487.6	0.00e+00	1051.26	7.448E-51	2060	platinum
Q9FTA3	Q0DZA4	AF-Q9FTA3-F1-model_v3	AF-Q0DZA4-F1-model_v3	9.1e-57	174.9	7.76e-10	335.20	1.732E-20	840	platinum
Q9FUA4	A0A0P0VQW6	AF-Q9FUA4-F1-model_v3	AF-A0A0P0VQW6-F1-model_v3	3.9e-32	122.1	NA	NA	NA	NA	silver
Q9FUD3	Q6ETX0	AF-Q9FUD3-F1-model_v3	AF-Q6ETX0-F1-model_v3	4.3e-40	141.0	NA	NA	1.210E-06	280	gold
Q9FUJ1	Q6Z955	AF-Q9FUJ1-F1-model_v3	AF-Q6Z955-F1-model_v3	3.8e-192	547.0	0.00e+00	1347.31	1.208E-76	3095	platinum
Q9FUJ2	Q6YW51	AF-Q9FUJ2-F1-model_v3	AF-Q6YW51-F1-model_v3	2.6e-156	456.1	NA	NA	NA	NA	silver
Q9FUP0	Q6Z965	AF-Q9FUP0-F1-model_v3	AF-Q6Z965-F1-model_v3	6.5e-210	581.6	0.00e+00	1060.11	9.681E-70	2739	platinum
Q9FUZ2	Q5VNN5	AF-Q9FUZ2-F1-model_v3	AF-Q5VNN5-F1-model_v3	1.4e-96	284.6	1.70e-12	659.09	1.954E-35	1427	platinum
Q9FV50	Q6Z6H2	AF-Q9FV50-F1-model_v3	AF-Q6Z6H2-F1-model_v3	6.6e-177	495.4	NA	NA	2.365E-54	2220	gold
Q9FV53	B6RGY0	AF-Q9FV53-F1-model_v3	AF-B6RGY0-F1-model_v3	1.3e-93	276.6	2.46e-10	621.66	3.455E-34	1385	platinum
Q9FV81	Q2R2Z0	AF-Q9FV81-F1-model_v3	AF-Q2R2Z0-F1-model_v3	1.1e-281	776.2	0.00e+00	1489.29	2.379E-86	3721	platinum
Q9FVC8	A0A0P0WDS4	AF-Q9FVC8-F1-model_v3	AF-A0A0P0WDS4-F1-model_v3	2.2e-195	542.0	NA	NA	NA	NA	silver
Q9FVQ4	Q7XBT7	AF-Q9FVQ4-F1-model_v3	AF-Q7XBT7-F1-model_v3	4.8e-197	556.6	0.00e+00	1244.95	4.791E-38	2360	platinum
Q9FVQ5	Q7XBT3	AF-Q9FVQ5-F1-model_v3	AF-Q7XBT3-F1-model_v3	0.0e+00	1027.3	0.00e+00	2199.50	9.284E-87	4672	platinum
Q9FVQ6	Q2QUH7	AF-Q9FVQ6-F1-model_v3	AF-Q2QUH7-F1-model_v3	1.7e-150	424.9	0.00e+00	928.47	NA	NA	gold
Q9FVR1	Q0JAJ2	AF-Q9FVR1-F1-model_v3	AF-Q0JAJ2-F1-model_v3	3.4e-116	344.7	2.14e-13	870.49	6.002E-32	1548	platinum
Q9FVR4	Q84SE0	AF-Q9FVR4-F1-model_v3	AF-Q84SE0-F1-model_v3	7.3e-149	427.9	NA	NA	8.003E-55	2122	gold
Q9FVR6	Q7XVF8	AF-Q9FVR6-F1-model_v3	AF-Q7XVF8-F1-model_v3	4.1e-143	405.2	6.32e-14	748.41	4.360E-45	1809	platinum
Q9FVR9	A0A0P0W5A9	AF-Q9FVR9-F1-model_v3	AF-A0A0P0W5A9-F1-model_v3	0.0e+00	880.6	0.00e+00	1622.24	2.952E-100	4111	platinum
