Uniprot_arabadopsis	Uniprot_human	AlphaFold_arabadopsis	AlphaFold_human	diamond_value	diamond_score	fatcat_value	fatcat_score	foldseek_value	foldseek_score	platinum
Q9SDW0	P17040	AF-Q9SDW0-F1-model_v3	AF-P17040-F1-model_v3	4.4e-08	54.7	NA	NA	NA	NA	silver
Q9SDY5	P61081	AF-Q9SDY5-F1-model_v3	AF-P61081-F1-model_v3	4.5e-77	228.4	0.00e+00	516.89	5.263E-29	1121	platinum
Q9SE43	P61371	AF-Q9SE43-F1-model_v3	AF-P61371-F1-model_v3	1.5e-05	48.1	NA	NA	NA	NA	silver
Q9SE51	Q15526	AF-Q9SE51-F1-model_v3	AF-Q15526-F1-model_v3	7.9e-25	102.4	1.69e-09	556.10	1.941E-19	835	platinum
Q9SEE5	Q01415	AF-Q9SEE5-F1-model_v3	AF-Q01415-F1-model_v3	6.6e-110	334.0	0.00e+00	1115.74	4.519E-51	2278	platinum
Q9SEI4	P43686	AF-Q9SEI4-F1-model_v3	AF-P43686-F1-model_v3	8.2e-231	636.3	0.00e+00	1114.60	9.369E-73	2801	platinum
Q9SEZ6	O75792	AF-Q9SEZ6-F1-model_v3	AF-O75792-F1-model_v3	1.0e-84	256.5	0.00e+00	684.68	2.919E-33	1374	platinum
Q9SF07	Q8WUY9	AF-Q9SF07-F1-model_v3	AF-Q8WUY9-F1-model_v3	8.8e-07	52.0	5.99e-02	347.48	NA	NA	gold
Q9SF16	Q99832	AF-Q9SF16-F1-model_v3	AF-Q99832-F1-model_v3	4.3e-260	721.8	0.00e+00	1522.12	2.230E-69	3522	platinum
Q9SF37	Q9UJA3	AF-Q9SF37-F1-model_v3	AF-Q9UJA3-F1-model_v3	3.2e-211	618.2	0.00e+00	1766.58	4.102E-80	3711	platinum
Q9SF40	P36578	AF-Q9SF40-F1-model_v3	AF-P36578-F1-model_v3	1.5e-146	422.9	0.00e+00	1033.74	9.178E-54	2037	platinum
Q9SFH9	P13716	AF-Q9SFH9-F1-model_v3	AF-P13716-F1-model_v3	5.3e-74	235.0	0.00e+00	911.34	4.629E-36	1545	platinum
Q9SFT9	Q6ICB0	AF-Q9SFT9-F1-model_v3	AF-Q6ICB0-F1-model_v3	1.0e-44	148.7	0.00e+00	417.93	7.808E-19	790	platinum
Q9SFU0	O95486	AF-Q9SFU0-F1-model_v3	AF-O95486-F1-model_v3	1.7e-173	537.0	NA	NA	1.744E-87	3712	gold
Q9SFU2	Q9Y4K3	AF-Q9SFU2-F1-model_v3	AF-Q9Y4K3-F1-model_v3	1.3e-05	47.0	NA	NA	NA	NA	silver
Q9SFU7	Q8N8V4	AF-Q9SFU7-F1-model_v3	AF-Q8N8V4-F1-model_v3	9.2e-06	45.4	NA	NA	NA	NA	silver
Q9SFV7	P30793	AF-Q9SFV7-F1-model_v3	AF-P30793-F1-model_v3	2.5e-31	120.9	1.17e-10	471.70	3.283E-16	756	platinum
Q9SFX3	P04843	AF-Q9SFX3-F1-model_v3	AF-P04843-F1-model_v3	4.1e-104	327.8	0.00e+00	1546.29	6.094E-60	2679	platinum
Q9SGE9	Q9NSD9	AF-Q9SGE9-F1-model_v3	AF-Q9NSD9-F1-model_v3	4.4e-206	588.2	0.00e+00	1613.43	3.918E-83	3504	platinum
Q9SGS1	Q9Y606	AF-Q9SGS1-F1-model_v3	AF-Q9Y606-F1-model_v3	1.1e-56	193.7	1.46e-13	772.95	7.530E-34	1451	platinum
Q9SGS2	Q99856	AF-Q9SGS2-F1-model_v3	AF-Q99856-F1-model_v3	7.6e-09	57.0	NA	NA	NA	NA	silver
Q9SGW3	P48556	AF-Q9SGW3-F1-model_v3	AF-P48556-F1-model_v3	7.0e-51	170.2	0.00e+00	667.83	2.036E-17	881	platinum
Q9SH30	Q04656	AF-Q9SH30-F1-model_v3	AF-Q04656-F1-model_v3	1.9e-218	664.5	0.00e+00	2484.10	2.972E-92	4862	platinum
Q9SH59	Q9NQC3	AF-Q9SH59-F1-model_v3	AF-Q9NQC3-F1-model_v3	2.6e-10	60.5	NA	NA	NA	NA	silver
Q9SH88	Q15050	AF-Q9SH88-F1-model_v3	AF-Q15050-F1-model_v3	5.0e-44	154.5	5.33e-08	652.17	5.189E-20	789	platinum
Q9SHL7	Q9Y2L1	AF-Q9SHL7-F1-model_v3	AF-Q9Y2L1-F1-model_v3	8.5e-292	833.6	0.00e+00	2319.19	0.000E+00	5033	platinum
Q9SHS2	Q9Y2Z2	AF-Q9SHS2-F1-model_v3	AF-Q9Y2Z2-F1-model_v3	2.2e-135	416.0	0.00e+00	1705.65	3.543E-70	3110	platinum
Q9SHU9	Q9H875	AF-Q9SHU9-F1-model_v3	AF-Q9H875-F1-model_v3	2.3e-07	48.9	6.40e-05	324.20	1.728E-05	232	platinum
Q9SHY8	O95391	AF-Q9SHY8-F1-model_v3	AF-O95391-F1-model_v3	2.0e-138	412.9	3.57e-10	1072.27	9.927E-49	1884	platinum
Q9SI36	Q8N2U0	AF-Q9SI36-F1-model_v3	AF-Q8N2U0-F1-model_v3	2.8e-16	69.3	0.00e+00	308.37	1.542E-07	419	platinum
Q9SI54	Q9UK45	AF-Q9SI54-F1-model_v3	AF-Q9UK45-F1-model_v3	5.2e-37	120.6	0.00e+00	280.99	1.020E-12	582	platinum
Q9SI58	Q96D46	AF-Q9SI58-F1-model_v3	AF-Q96D46-F1-model_v3	3.6e-146	429.1	0.00e+00	1226.90	2.705E-64	2693	platinum
Q9SI77	Q330K2	AF-Q9SI77-F1-model_v3	AF-Q330K2-F1-model_v3	1.6e-63	203.8	0.00e+00	731.17	1.631E-20	1137	platinum
Q9SIB9	P21399	AF-Q9SIB9-F1-model_v3	AF-P21399-F1-model_v3	0.0e+00	1122.5	0.00e+00	2543.29	0.000E+00	5968	platinum
Q9SIH1	Q9Y3C6	AF-Q9SIH1-F1-model_v3	AF-Q9Y3C6-F1-model_v3	4.8e-77	226.9	0.00e+00	462.00	4.611E-26	1119	platinum
Q9SIP7	P23396	AF-Q9SIP7-F1-model_v3	AF-P23396-F1-model_v3	1.4e-125	356.3	0.00e+00	668.80	4.353E-41	1628	platinum
Q9SIU2	Q09161	AF-Q9SIU2-F1-model_v3	AF-Q09161-F1-model_v3	7.2e-78	268.9	0.00e+00	1753.33	2.365E-32	2195	platinum
Q9SIV2	Q13200	AF-Q9SIV2-F1-model_v3	AF-Q13200-F1-model_v3	3.7e-285	813.1	0.00e+00	2383.72	1.662E-72	4453	platinum
Q9SJ20	P23921	AF-Q9SJ20-F1-model_v3	AF-P23921-F1-model_v3	0.0e+00	1127.1	0.00e+00	2266.04	0.000E+00	5409	platinum
Q9SJ40	Q9H270	AF-Q9SJ40-F1-model_v3	AF-Q9H270-F1-model_v3	1.1e-216	640.6	0.00e+00	2193.43	9.546E-69	3610	platinum
Q9SJA7	Q9P0Z9	AF-Q9SJA7-F1-model_v3	AF-Q9P0Z9-F1-model_v3	2.2e-68	221.9	0.00e+00	948.85	6.903E-47	1895	platinum
Q9SJL6	O14653	AF-Q9SJL6-F1-model_v3	AF-O14653-F1-model_v3	1.7e-14	69.7	NA	NA	6.835E-07	347	gold
Q9SJT1	Q9UBT2	AF-Q9SJT1-F1-model_v3	AF-Q9UBT2-F1-model_v3	1.8e-125	387.1	7.46e-13	1256.78	5.573E-54	2385	platinum
Q9SJT4	Q9NW13	AF-Q9SJT4-F1-model_v3	AF-Q9NW13-F1-model_v3	4.3e-56	208.4	2.29e-08	1268.14	NA	NA	gold
Q9SJT7	Q9HBG4	AF-Q9SJT7-F1-model_v3	AF-Q9HBG4-F1-model_v3	1.0e-206	607.4	NA	NA	7.731E-71	3748	gold
Q9SJU9	Q9NRG7	AF-Q9SJU9-F1-model_v3	AF-Q9NRG7-F1-model_v3	4.3e-55	182.2	0.00e+00	740.59	1.267E-33	1355	platinum
Q9SK02	O15315	AF-Q9SK02-F1-model_v3	AF-O15315-F1-model_v3	5.5e-51	174.9	2.22e-16	885.95	3.132E-34	1436	platinum
Q9SK39	Q9UMX5	AF-Q9SK39-F1-model_v3	AF-Q9UMX5-F1-model_v3	6.7e-27	97.1	NA	NA	2.947E-14	563	gold
Q9SK66	Q16795	AF-Q9SK66-F1-model_v3	AF-Q16795-F1-model_v3	4.9e-66	214.9	0.00e+00	916.14	2.195E-37	1618	platinum
Q9SK69	Q9NW82	AF-Q9SK69-F1-model_v3	AF-Q9NW82-F1-model_v3	1.7e-117	365.2	1.52e-10	1200.05	3.215E-57	2461	platinum
Q9SK74	Q8WU90	AF-Q9SK74-F1-model_v3	AF-Q8WU90-F1-model_v3	1.8e-70	226.9	2.32e-04	699.20	2.112E-24	983	platinum
Q9SKC4	Q8TC41	AF-Q9SKC4-F1-model_v3	AF-Q8TC41-F1-model_v3	3.8e-17	84.3	NA	NA	NA	NA	silver
Q9SKI2	O43633	AF-Q9SKI2-F1-model_v3	AF-O43633-F1-model_v3	3.2e-40	137.5	NA	NA	9.198E-17	717	gold
Q9SKL4	Q53HI1	AF-Q9SKL4-F1-model_v3	AF-Q53HI1-F1-model_v3	3.8e-49	162.5	0.00e+00	648.73	4.528E-17	891	platinum
Q9SKS7	Q9UL33	AF-Q9SKS7-F1-model_v3	AF-Q9UL33-F1-model_v3	3.0e-40	131.7	3.89e-15	341.63	1.172E-15	647	platinum
Q9SKX0	Q5T3U5	AF-Q9SKX0-F1-model_v3	AF-Q5T3U5-F1-model_v3	4.5e-251	763.5	NA	NA	0.000E+00	5680	gold
Q9SL02	Q92878	AF-Q9SL02-F1-model_v3	AF-Q92878-F1-model_v3	4.3e-139	458.4	5.32e-14	3154.69	4.470E-90	3836	platinum
Q9SL04	O95166	AF-Q9SL04-F1-model_v3	AF-O95166-F1-model_v3	1.6e-46	146.0	NA	NA	NA	NA	silver
Q9SL42	Q13526	AF-Q9SL42-F1-model_v3	AF-Q13526-F1-model_v3	5.3e-35	118.2	0.00e+00	307.23	6.592E-16	613	platinum
Q9SL48	Q8WVM8	AF-Q9SL48-F1-model_v3	AF-Q8WVM8-F1-model_v3	5.0e-144	432.6	0.00e+00	1398.52	8.621E-52	2410	platinum
Q9SL92	P50747	AF-Q9SL92-F1-model_v3	AF-P50747-F1-model_v3	7.2e-41	152.9	2.99e-14	689.91	NA	NA	gold
Q9SLA2	Q99437	AF-Q9SLA2-F1-model_v3	AF-Q99437-F1-model_v3	8.4e-49	157.1	0.00e+00	467.21	1.528E-14	772	platinum
Q9SLD2	O75907	AF-Q9SLD2-F1-model_v3	AF-O75907-F1-model_v3	3.3e-85	271.9	0.00e+00	1123.91	1.440E-26	1551	platinum
Q9SLE0	Q5T6J7	AF-Q9SLE0-F1-model_v3	AF-Q5T6J7-F1-model_v3	2.4e-36	125.2	4.44e-16	417.49	2.305E-17	729	platinum
Q9SLN0	Q9Y673	AF-Q9SLN0-F1-model_v3	AF-Q9Y673-F1-model_v3	1.1e-84	258.8	0.00e+00	852.28	3.564E-36	1477	platinum
Q9SLN5	P53582	AF-Q9SLN5-F1-model_v3	AF-P53582-F1-model_v3	3.2e-151	433.0	0.00e+00	963.70	1.086E-54	2214	platinum
Q9SMR2	Q15814	AF-Q9SMR2-F1-model_v3	AF-Q15814-F1-model_v3	1.8e-44	156.0	4.47e-12	759.95	3.895E-19	924	platinum
Q9SMU7	P49458	AF-Q9SMU7-F1-model_v3	AF-P49458-F1-model_v3	2.7e-18	72.8	0.00e+00	215.12	4.705E-09	389	platinum
Q9SMZ4	Q9UDR5	AF-Q9SMZ4-F1-model_v3	AF-Q9UDR5-F1-model_v3	1.9e-161	501.1	0.00e+00	2238.69	1.540E-85	4100	platinum
Q9SMZ9	O43715	AF-Q9SMZ9-F1-model_v3	AF-O43715-F1-model_v3	1.3e-05	39.7	1.28e-05	138.56	NA	NA	gold
Q9SN68	P51148	AF-Q9SN68-F1-model_v3	AF-P51148-F1-model_v3	4.2e-82	243.0	0.00e+00	545.60	2.726E-31	1205	platinum
Q9SN75	Q96BW9	AF-Q9SN75-F1-model_v3	AF-Q96BW9-F1-model_v3	5.5e-45	159.5	9.99e-16	714.06	3.818E-22	1107	platinum
Q9SN90	O95347	AF-Q9SN90-F1-model_v3	AF-O95347-F1-model_v3	8.9e-255	755.7	0.00e+00	3331.64	0.000E+00	5008	platinum
Q9SP08	Q9NPD3	AF-Q9SP08-F1-model_v3	AF-Q9NPD3-F1-model_v3	2.9e-75	228.4	0.00e+00	675.30	7.147E-33	1361	platinum
Q9SPE6	P54920	AF-Q9SPE6-F1-model_v3	AF-P54920-F1-model_v3	1.1e-58	189.5	0.00e+00	787.10	2.500E-21	1214	platinum
Q9SPK5	P11586	AF-Q9SPK5-F1-model_v3	AF-P11586-F1-model_v3	1.7e-300	842.8	0.00e+00	1850.53	0.000E+00	4329	platinum
Q9SPU7	O14746	AF-Q9SPU7-F1-model_v3	AF-O14746-F1-model_v3	7.0e-60	224.6	2.84e-12	1946.16	NA	NA	gold
Q9SQZ9	O43396	AF-Q9SQZ9-F1-model_v3	AF-O43396-F1-model_v3	1.4e-39	136.0	2.22e-16	389.10	3.039E-19	824	platinum
Q9SR06	Q92989	AF-Q9SR06-F1-model_v3	AF-Q92989-F1-model_v3	4.4e-108	326.2	0.00e+00	1136.77	2.565E-57	2357	platinum
Q9SR15	P23381	AF-Q9SR15-F1-model_v3	AF-P23381-F1-model_v3	2.8e-176	500.0	0.00e+00	1130.74	1.221E-53	2387	platinum
Q9SR71	Q16514	AF-Q9SR71-F1-model_v3	AF-Q16514-F1-model_v3	2.7e-32	121.7	3.75e-06	398.26	NA	NA	gold
Q9SRE0	Q2M296	AF-Q9SRE0-F1-model_v3	AF-Q2M296-F1-model_v3	3.7e-70	224.2	0.00e+00	680.59	3.479E-31	1268	platinum
Q9SRP6	Q9Y6H3	AF-Q9SRP6-F1-model_v3	AF-Q9Y6H3-F1-model_v3	6.0e-37	128.6	2.36e-14	440.18	6.450E-14	716	platinum
Q9SRS9	Q9UNE7	AF-Q9SRS9-F1-model_v3	AF-Q9UNE7-F1-model_v3	1.1e-43	150.6	0.00e+00	733.81	7.349E-20	992	platinum
Q9SRX9	Q12899	AF-Q9SRX9-F1-model_v3	AF-Q12899-F1-model_v3	1.5e-05	46.6	NA	NA	NA	NA	silver
Q9SS17	P62847	AF-Q9SS17-F1-model_v3	AF-P62847-F1-model_v3	1.3e-47	149.8	0.00e+00	380.28	1.325E-19	768	platinum
Q9SS47	Q8TB72	AF-Q9SS47-F1-model_v3	AF-Q8TB72-F1-model_v3	2.0e-14	78.2	NA	NA	NA	NA	silver
Q9SS48	P43304	AF-Q9SS48-F1-model_v3	AF-P43304-F1-model_v3	8.8e-174	511.9	0.00e+00	1547.02	9.992E-66	3106	platinum
Q9SS94	O15381	AF-Q9SS94-F1-model_v3	AF-O15381-F1-model_v3	3.3e-160	488.0	8.68e-14	1739.92	NA	NA	gold
Q9SSB5	P35998	AF-Q9SSB5-F1-model_v3	AF-P35998-F1-model_v3	1.3e-254	698.0	0.00e+00	1168.07	2.623E-75	2986	platinum
Q9SSD6	Q8N2H4	AF-Q9SSD6-F1-model_v3	AF-Q8N2H4-F1-model_v3	3.1e-28	102.1	0.00e+00	400.69	2.721E-11	608	platinum
Q9SSN0	Q7Z2Y8	AF-Q9SSN0-F1-model_v3	AF-Q7Z2Y8-F1-model_v3	1.4e-06	52.4	NA	NA	1.558E-12	711	gold
Q9STG6	P33316	AF-Q9STG6-F1-model_v3	AF-P33316-F1-model_v3	8.8e-53	168.3	0.00e+00	463.97	2.440E-20	914	platinum
Q9STI8	Q9NZD8	AF-Q9STI8-F1-model_v3	AF-Q9NZD8-F1-model_v3	1.7e-71	226.5	0.00e+00	712.61	8.509E-31	1313	platinum
Q9STL8	Q9NUQ7	AF-Q9STL8-F1-model_v3	AF-Q9NUQ7-F1-model_v3	7.7e-83	268.9	0.00e+00	1026.41	5.797E-45	1918	platinum
Q9STS3	Q9UJX2	AF-Q9STS3-F1-model_v3	AF-Q9UJX2-F1-model_v3	1.8e-59	208.4	0.00e+00	1441.08	1.060E-33	2075	platinum
Q9STT2	Q9UBQ0	AF-Q9STT2-F1-model_v3	AF-Q9UBQ0-F1-model_v3	2.0e-93	270.0	0.00e+00	525.56	7.982E-32	1327	platinum
Q9STU3	Q6NUQ1	AF-Q9STU3-F1-model_v3	AF-Q6NUQ1-F1-model_v3	4.4e-16	82.8	0.00e+00	1608.36	1.986E-20	1350	platinum
Q9STW1	Q96A33	AF-Q9STW1-F1-model_v3	AF-Q96A33-F1-model_v3	3.9e-34	134.0	5.64e-10	878.63	NA	NA	gold
Q9STX5	P14625	AF-Q9STX5-F1-model_v3	AF-P14625-F1-model_v3	2.2e-233	674.5	NA	NA	3.741E-90	3995	gold
Q9SU24	Q13415	AF-Q9SU24-F1-model_v3	AF-Q13415-F1-model_v3	3.6e-87	295.0	1.31e-05	1296.86	NA	NA	gold
Q9SU27	Q9P0I2	AF-Q9SU27-F1-model_v3	AF-Q9P0I2-F1-model_v3	3.1e-64	201.1	1.05e-13	601.93	8.294E-20	905	platinum
Q9SU50	O43280	AF-Q9SU50-F1-model_v3	AF-O43280-F1-model_v3	4.5e-111	345.5	0.00e+00	1401.32	8.628E-46	2325	platinum
Q9SUC0	P31937	AF-Q9SUC0-F1-model_v3	AF-P31937-F1-model_v3	2.2e-90	274.2	0.00e+00	909.23	6.270E-42	1714	platinum
Q9SUG3	Q13572	AF-Q9SUG3-F1-model_v3	AF-Q13572-F1-model_v3	3.6e-42	151.8	0.00e+00	684.95	1.929E-27	1100	platinum
Q9SUK9	Q8NI37	AF-Q9SUK9-F1-model_v3	AF-Q8NI37-F1-model_v3	1.5e-38	142.1	3.34e-13	600.22	NA	NA	gold
Q9SUM2	P62306	AF-Q9SUM2-F1-model_v3	AF-P62306-F1-model_v3	5.7e-44	137.1	1.75e-14	238.08	3.269E-13	604	platinum
Q9SUP1	Q3KRA9	AF-Q9SUP1-F1-model_v3	AF-Q3KRA9-F1-model_v3	2.1e-52	169.9	0.00e+00	495.08	1.849E-24	1051	platinum
Q9SUP7	O60248	AF-Q9SUP7-F1-model_v3	AF-O60248-F1-model_v3	2.2e-04	42.7	NA	NA	NA	NA	silver
Q9SV28	Q6IQ49	AF-Q9SV28-F1-model_v3	AF-Q6IQ49-F1-model_v3	4.2e-19	89.0	5.46e-06	752.90	3.741E-21	841	platinum
Q9SVA0	A6NCF5	AF-Q9SVA0-F1-model_v3	AF-A6NCF5-F1-model_v3	5.1e-08	54.7	NA	NA	NA	NA	silver
Q9SVA6	Q9Y295	AF-Q9SVA6-F1-model_v3	AF-Q9Y295-F1-model_v3	5.4e-195	542.0	0.00e+00	1060.04	1.380E-64	2585	platinum
Q9SVG0	Q495N2	AF-Q9SVG0-F1-model_v3	AF-Q495N2-F1-model_v3	3.6e-45	163.3	NA	NA	NA	NA	silver
Q9SVK0	Q92890	AF-Q9SVK0-F1-model_v3	AF-Q92890-F1-model_v3	1.1e-77	239.6	8.47e-10	590.96	2.996E-33	1280	platinum
Q9SVN5	P56192	AF-Q9SVN5-F1-model_v3	AF-P56192-F1-model_v3	5.5e-224	652.9	0.00e+00	1625.72	2.394E-74	3269	platinum
Q9SVQ9	Q16698	AF-Q9SVQ9-F1-model_v3	AF-Q16698-F1-model_v3	2.6e-20	88.6	NA	NA	NA	NA	silver
Q9SVV6	Q9H3M0	AF-Q9SVV6-F1-model_v3	AF-Q9H3M0-F1-model_v3	1.7e-04	43.9	NA	NA	NA	NA	silver
Q9SVW7	Q9Y3B7	AF-Q9SVW7-F1-model_v3	AF-Q9Y3B7-F1-model_v3	1.2e-36	124.8	0.00e+00	405.32	8.166E-19	763	platinum
Q9SVY0	O95602	AF-Q9SVY0-F1-model_v3	AF-O95602-F1-model_v3	8.8e-269	824.7	0.00e+00	3503.11	0.000E+00	6434	platinum
Q9SW04	Q6UXB8	AF-Q9SW04-F1-model_v3	AF-Q6UXB8-F1-model_v3	1.8e-23	97.1	NA	NA	NA	NA	silver
Q9SW09	P46783	AF-Q9SW09-F1-model_v3	AF-P46783-F1-model_v3	2.1e-37	126.7	6.30e-08	334.65	3.122E-16	604	platinum
Q9SW17	Q9Y5S8	AF-Q9SW17-F1-model_v3	AF-Q9Y5S8-F1-model_v3	3.1e-81	272.3	NA	NA	NA	NA	silver
Q9SW44	Q9NY93	AF-Q9SW44-F1-model_v3	AF-Q9NY93-F1-model_v3	1.6e-118	363.6	6.88e-15	1197.59	1.302E-48	2083	platinum
Q9SWG0	P26440	AF-Q9SWG0-F1-model_v3	AF-P26440-F1-model_v3	4.6e-183	515.8	0.00e+00	1120.73	3.045E-49	2497	platinum
Q9SX85	Q9NV70	AF-Q9SX85-F1-model_v3	AF-Q9NV70-F1-model_v3	1.8e-48	186.0	2.33e-15	1783.90	1.985E-34	1956	platinum
Q9SXA1	P42356	AF-Q9SXA1-F1-model_v3	AF-P42356-F1-model_v3	3.9e-167	565.1	0.00e+00	3824.40	1.118E-70	4794	platinum
Q9SXC8	Q9Y3C8	AF-Q9SXC8-F1-model_v3	AF-Q9Y3C8-F1-model_v3	1.0e-76	226.5	0.00e+00	478.46	2.740E-29	1141	platinum
Q9SXC9	Q92611	AF-Q9SXC9-F1-model_v3	AF-Q92611-F1-model_v3	1.6e-130	396.4	NA	NA	NA	NA	silver
Q9SXY1	Q13112	AF-Q9SXY1-F1-model_v3	AF-Q13112-F1-model_v3	1.8e-91	289.3	1.67e-15	1118.29	NA	NA	gold
Q9SY00	Q86VZ2	AF-Q9SY00-F1-model_v3	AF-Q86VZ2-F1-model_v3	1.4e-27	110.2	0.00e+00	945.42	NA	NA	gold
Q9SY09	P62314	AF-Q9SY09-F1-model_v3	AF-P62314-F1-model_v3	9.5e-43	136.3	2.32e-12	305.27	2.865E-15	688	platinum
Q9SY59	Q12986	AF-Q9SY59-F1-model_v3	AF-Q12986-F1-model_v3	3.3e-140	453.8	2.14e-06	1945.07	4.906E-75	3179	platinum
Q9SYB4	Q9P021	AF-Q9SYB4-F1-model_v3	AF-Q9P021-F1-model_v3	1.6e-42	134.4	1.53e-08	194.17	7.472E-16	449	platinum
Q9SYB8	Q9Y5R8	AF-Q9SYB8-F1-model_v3	AF-Q9Y5R8-F1-model_v3	4.5e-38	127.5	0.00e+00	346.94	1.412E-15	631	platinum
Q9SYG7	P49419	AF-Q9SYG7-F1-model_v3	AF-P49419-F1-model_v3	1.9e-223	626.7	0.00e+00	1481.23	1.575E-78	3305	platinum
Q9SYH9	P78345	AF-Q9SYH9-F1-model_v3	AF-P78345-F1-model_v3	2.3e-11	60.5	NA	NA	NA	NA	silver
Q9SYP1	O75643	AF-Q9SYP1-F1-model_v3	AF-O75643-F1-model_v3	0.0e+00	2401.7	0.00e+00	5737.51	0.000E+00	12990	platinum
Q9SYU4	O60683	AF-Q9SYU4-F1-model_v3	AF-O60683-F1-model_v3	2.7e-44	156.0	2.87e-13	731.48	1.329E-24	1028	platinum
Q9SZ15	Q9NP79	AF-Q9SZ15-F1-model_v3	AF-Q9NP79-F1-model_v3	1.3e-25	105.9	2.97e-07	537.55	NA	NA	gold
Q9SZ91	A0PJE2	AF-Q9SZ91-F1-model_v3	AF-A0PJE2-F1-model_v3	1.5e-79	245.0	0.00e+00	844.23	1.287E-34	1617	platinum
Q9SZI2	P55209	AF-Q9SZI2-F1-model_v3	AF-P55209-F1-model_v3	7.7e-59	195.7	1.73e-09	742.63	1.830E-26	1082	platinum
Q9SZJ5	P34897	AF-Q9SZJ5-F1-model_v3	AF-P34897-F1-model_v3	2.1e-204	577.4	0.00e+00	1424.41	1.581E-70	3114	platinum
Q9SZQ5	Q9GZS3	AF-Q9SZQ5-F1-model_v3	AF-Q9GZS3-F1-model_v3	7.8e-18	82.4	0.00e+00	804.41	5.647E-33	1562	platinum
Q9SZQ8	Q9NRP0	AF-Q9SZQ8-F1-model_v3	AF-Q9NRP0-F1-model_v3	1.3e-36	124.0	0.00e+00	408.97	2.184E-16	690	platinum
Q9SZR5	Q92609	AF-Q9SZR5-F1-model_v3	AF-Q92609-F1-model_v3	4.2e-37	149.8	8.46e-07	995.04	NA	NA	gold
Q9SZX3	P00966	AF-Q9SZX3-F1-model_v3	AF-P00966-F1-model_v3	3.9e-119	355.9	0.00e+00	1104.66	4.148E-50	2107	platinum
Q9T034	Q9Y285	AF-Q9T034-F1-model_v3	AF-Q9Y285-F1-model_v3	5.8e-187	531.9	0.00e+00	1329.88	5.825E-67	2910	platinum
Q9T075	Q9H871	AF-Q9T075-F1-model_v3	AF-Q9H871-F1-model_v3	2.7e-65	213.0	0.00e+00	936.72	6.898E-25	1267	platinum
Q9T0J6	Q96G46	AF-Q9T0J6-F1-model_v3	AF-Q96G46-F1-model_v3	1.3e-158	472.6	3.50e-14	1338.44	NA	NA	gold
Q9XEA0	Q15031	AF-Q9XEA0-F1-model_v3	AF-Q15031-F1-model_v3	9.3e-143	448.7	1.22e-15	1925.27	1.240E-74	3403	platinum
Q9XEE9	Q2TAA5	AF-Q9XEE9-F1-model_v3	AF-Q2TAA5-F1-model_v3	1.3e-129	384.4	0.00e+00	1286.23	1.982E-49	2329	platinum
Q9XEF0	Q9NQ87	AF-Q9XEF0-F1-model_v3	AF-Q9NQ87-F1-model_v3	2.8e-04	41.6	NA	NA	NA	NA	silver
Q9XER9	Q7Z4V5	AF-Q9XER9-F1-model_v3	AF-Q7Z4V5-F1-model_v3	1.5e-08	59.3	NA	NA	NA	NA	silver
Q9XFD1	P52298	AF-Q9XFD1-F1-model_v3	AF-P52298-F1-model_v3	1.7e-67	206.1	0.00e+00	407.54	1.856E-23	876	platinum
Q9XFH4	Q9NRZ9	AF-Q9XFH4-F1-model_v3	AF-Q9NRZ9-F1-model_v3	7.2e-150	458.8	NA	NA	1.131E-57	2537	gold
Q9XGM1	Q9Y5K8	AF-Q9XGM1-F1-model_v3	AF-Q9Y5K8-F1-model_v3	3.3e-72	221.5	0.00e+00	660.77	1.913E-24	1007	platinum
Q9XGM2	P49959	AF-Q9XGM2-F1-model_v3	AF-P49959-F1-model_v3	1.6e-127	395.2	1.11e-12	1444.71	NA	NA	gold
Q9XGM8	P26572	AF-Q9XGM8-F1-model_v3	AF-P26572-F1-model_v3	1.1e-82	261.5	0.00e+00	1003.71	2.802E-43	1688	platinum
Q9XGR4	Q06190	AF-Q9XGR4-F1-model_v3	AF-Q06190-F1-model_v3	3.1e-109	351.7	4.71e-10	1194.35	NA	NA	gold
Q9XHZ7	A6NGC4	AF-Q9XHZ7-F1-model_v3	AF-A6NGC4-F1-model_v3	3.5e-07	50.4	NA	NA	2.045E-07	453	gold
Q9XI00	Q9UK97	AF-Q9XI00-F1-model_v3	AF-Q9UK97-F1-model_v3	5.7e-20	90.1	1.07e-06	496.28	2.199E-16	758	platinum
Q9XI07	Q92922	AF-Q9XI07-F1-model_v3	AF-Q92922-F1-model_v3	1.6e-41	164.5	NA	NA	NA	NA	silver
Q9XI37	P54619	AF-Q9XI37-F1-model_v3	AF-P54619-F1-model_v3	5.3e-06	47.8	NA	NA	NA	NA	silver
Q9XI74	O95847	AF-Q9XI74-F1-model_v3	AF-O95847-F1-model_v3	2.1e-84	256.9	NA	NA	9.404E-21	1249	gold
Q9XI84	Q86TU7	AF-Q9XI84-F1-model_v3	AF-Q86TU7-F1-model_v3	3.4e-32	129.8	0.00e+00	944.07	2.654E-25	1216	platinum
Q9XIF2	P42285	AF-Q9XIF2-F1-model_v3	AF-P42285-F1-model_v3	0.0e+00	1021.5	0.00e+00	2527.86	5.152E-102	5224	platinum
Q9XIK4	Q9H0A0	AF-Q9XIK4-F1-model_v3	AF-Q9H0A0-F1-model_v3	0.0e+00	998.8	0.00e+00	2607.03	0.000E+00	5593	platinum
